,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X600010.SH,X000708.SZ,X601600.SH,X002271.SZ,X600547.SH,X000877.SZ,X600886.SH,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000807.SZ,X000629.SZ,X000408.SZ,X600160.SH,X000831.SZ,X600219.SH,X600489.SH,X000723.SZ,X600096.SH,X600378.SH,X000933.SZ,X002080.SZ,X600348.SH,X000630.SZ,X600157.SH,X300037.SZ,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0501517130050957,0,0,0,0,0,0,0,0,0,0.0239900016151076,-0.0272023338453858,0,0,0,0.141054487087033,0.069996583917839,0,0.0213915433921283,0,0,0,0,0.0657449249419215,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252688960846586,0.00467078133140448,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.394481360443763,0,0,0,0,0,0,0,0,-0.0190466235798711,0,0.0575803155280819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100551794656006,0,0,0,0,0,0,0,0,0,0,0,0,-0.104460180956816,0,0,0,0,0,0,0,-0.038014275088315,-0.0321503272570636,0.0196593735908518,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.114367021996169,0,0.0707443975904641,0,0,0,0,0,0.00298090002794891,0.0317701225167158,0,0,0,0,0,0,0,0,0,0.021426655531965,0,0.00959743732593583,0,0,0,0.0409651322998916,0,0,0.0167221337842839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311870463641299,-0.0122918231143545,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.032639419263295,0,0,0,0,-0.121821319291042,0.117887117343318,0,0.181627342360311,0,0,0.123015259254199,0,0.0273536595728532,0.136141188671419,0,0,0,0,0,0,0,0,0,0,0,0,0.172224118285659,0,-0.0551801441452809,0,0,0,0,0,0,0,0,0,-0.0432969988705898,0,0,0,0,0,0,0.0307062293938666,-0.0277170599683599,0.109128949294434,0,0,0,0,0
X600188.SH,0,0.518606706322953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128567184771084,0,0.107162260537383,0,0,0,0.128024329590877,0,0,0,0.0273290656880361,0,0,0,-0.0585337592353469,0,0,0,0,0,0.00773870831188218,0,0.301735625924064,0,0,0,0,0,-0.0332861607268649,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.611501043829448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279598644554672,0,0,0.0265708181619844,0,0,-0.0376366283488635,0,0.0399533335303964,0,0,0,0,0,0,0,0,0,0,0.0204850352819986,0,0,0,0,0.0207275770627617,0.0047171321437837,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218858036235751,0,0,0,0.416052926043724,0,0,0,0,0,0.0404193750795405,0,0,0,0,0,0.0775856795267309,0,0,0,-0.0264409780905405,-3.46944695195361e-18,0,0,0,-0.0144117651773345,0,0.130029286021378,0,0,0,0,0,0,0.078820432249126,-0.00726026653562832,-0.000143461934364095,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.990550666116593,0,0,0,0,0,0,0,0,0,0,0,0,-0.042816590503863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099375341555321,0,0,0,0,0,0,0,0.0439961827095717,0,0,0,0,0,0,0,-0.0445125567994938,0,-7.96161915939086e-05,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.452054391221896,0.0598072475977491,0.0234401230622027,0,0,0,0,0.129470829609303,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293429496653807,0,0,0,0,0.0198469620382687,-0.0120908074338532,0,0,0,0,0.122658681126562,0,0.0283866116384722,0,-0.0115062530828101,0,0,0,0,0,0
X600019.SH,0,0,0.120904767735695,0,0,-0.0458202097440749,0.0264447711191396,0,0,0,0,0.0210168707984713,0,0,0,0,0,0.272328412596285,0.150196922961362,0,0,0,0,0,0,0.0809461037355134,0,0.0323401993909277,0.0151965987536903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056413818017976,0,-0.000651346566213401,0,0,0.0059469108713552,-0.0228676575180483,0,0,0,0,0,0
