,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600362.SH,X600688.SH,X600547.SH,X600795.SH,X600309.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600352.SH,X600219.SH,X600098.SH,X000408.SZ,X000723.SZ,X000883.SZ,X000825.SZ,X000983.SZ,X000539.SZ,X601699.SH,X600021.SH,X000027.SZ,X002092.SZ,X000060.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.294126672144955,0,0,0,0,0,0,0,0,0,0.0261531977199366,0,0,0,0,0,0,0,0.109380355158516,0.0282176980848573,0,0,0.0368999232879591,0,0,0,0,0.080022647214447,0,0,0,0,0,0,0,0.0373779876897622,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141535219954384,-0.00349435475742863,0,0,0,0,0,0
X600028.SH,0.834778603215778,0,0,0,0,0,0,0,0,0.0401378702684956,0.0391500445623689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422004386889387,0,-0.0321187950712053,0,0,0,0.0408538205354515,0,0,0,0,-0.165094028092763,0.0247088645562984,-0.00932462203734676,0,0,0,0,0,0
X601088.SH,0,0.0308362817910348,0,0,0,0,0,0.0251362146393353,0.0454059842963008,0,0,0,0,0,0,0,0,0,0,0,0.0649380025719885,0,0,0.119294539571878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160254397243621,0,0,0,0.00513622935902741,0,0,-0.0288611223973248,0.0140673538502987,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0885125237970929,0.121741983856894,0.0145278012873852,-0.0841735720406669,0,0,0,0,0,0,0,0,-0.0707110304560655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217220689587692,0,0,0,0,0,0,0,0.141192728609784,0,0.0384514334770775,0.0387244243541309,-0.0183535672119288,0.0176494542834507,0.135410997476228,0,0,0,0,0
X600019.SH,0,0,0.433706209042623,0.201752996304955,0,0,0,0,0,0,0,-0.0869099168903538,0,0,-0.113773626152514,0,0,0,0,-0.0670229767738475,0,0,0,0.187307486326186,0,0,0,0,-0.0691146029559509,0,0,0,0,0,-0.17880573055316,0,0,0,0,0,0,0,0,0,0.0889224746946724,0,0,0,0,0.0397508075320305,0.00179846431561848,0.00150851090161643,0,0,0,0,0,0
X600585.SH,0,0.0154899978083409,0,0,0.0793535017426447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225070624078334,0,0,0,0,0.142019809483889,0,0,0,0,0,0,0,0,0,0,0.019610466484459,-0.404595134682382,-0.00842585511015459,0,0.139509939978235,0,0,0,0.0432562677261805,0,0,-0.0771483100173442,0,-0.230952964397251,-0.00468355394621137,0.00607736414294474,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0576827567889163,0.0759116871620641,0,0,0,0.0896477664176646,0,0,0,0,0,0.105406503336594,0,0,0,0.126563188160794,0.00484327214903459,0,0,0,0,0,0,0,0,0,0,0,0.105629911873389,0,-0.00949997999691794,0,0,0,0,0,0,0.0904413391561903,0,0,0,0,-0.0274998683273668,0.0107397327472357,0,0,0,0,0,0
X601898.SH,0,0,0.218445607579017,0,0,0,0,0,0,0.0684241301433736,0,0,0,0,-0.00280646742545173,0.131323640450632,0,0,0,0,0,0,0,0,0,0.232067983379972,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594815572639093,0,0,0.0586690080089112,0,0.0208095593816005,0.0295713771824605,0,0,0,0.0457024755451073,0,-0.0197743144669246,0.00985195029501006,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.186410879260239,0,0.0205427302755635,0,0,0,0,0,0,0,0,0.11688986761877,0,0,0,0,0,-0.205865871127753,0,0,0,0.174584456848813,0,0,0,0,0.195649949849117,0.0463123092124577,0,0,0,0,0,0,0,0,0,0,0.104953113857084,0,6.93889390390723e-18,-0.027538416947105,0.0142801826169825,0,0,0,0,0,0
X600362.SH,0,0,0,0,-0.0991208643724361,0,0,0,0.282482792723175,0,0,0,0,0,0.0882858731572835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568314157405727,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330393548003227,0,0,0,0.12686368057155,0,-0.000727242343251366,0.0171939380898084,0.027431545973361,0,0,0,0,0
