,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X600688.SH,X601600.SH,X600795.SH,X600362.SH,X600027.SH,X600188.SH,X000898.SZ,X601992.SH,X600176.SH,X600516.SH,X000709.SZ,X002466.SZ,X600352.SH,X600111.SH,X600299.SH,X600489.SH,X000629.SZ,X600808.SH,X002460.SZ,X601158.SH,X600801.SH,X000786.SZ,X600219.SH,X000825.SZ,X000553.SZ,X000883.SZ,X002271.SZ,X002110.SZ,X600583.SH,X002470.SZ,X600612.SH,X600021.SH,X000408.SZ,X000932.SZ,X601699.SH,X000630.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.37532334753945,0,0,0,0,0,0,0,0,-0.0882991922859207,0,0,0.0872624595167426,0.0576972240362065,0,0,0,0,0,0,0,0,0,0,0,0.0995260769967683,0,0,0,0,0,0,-0.0255434047854945,0,-0.0569305738200301,0,0,0,0,0,0.0643612364324999,0,0.0418858622983042,0,0,0,0.0166345364671177,0,0.0121545016544225,0,-0.00824461569596742,0.00726415349743306,0,0,0,-0.00177874457187179,0,0
X600028.SH,0.259653510336476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22959075590077,0,0,0,0,0,0,0,-0.0341369490683402,0,0.0687420131710319,0,0,0,0,0,0,0,0,0,0.369899830354252,0,0.184970743553311,0.0848624875458464,0,0,0,0,0,0,-0.0898012325967461,0.0128854333014506,0,0.100515829376506,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0994716564769797,0,0,0,0,0,0,0.0321812543470176,0,0,0,0,-0.0445224787035148,0,0,0,0.14124721692506,0,0,0.0896420922243421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129662198625042,0,0,-0.151662449104246,0,0,0,0,0,0.0373809449893881,0,0.0164387523674066,0.00840248188565925,0,0,0,0.13340871305603,0,0
X600585.SH,0,0,0.0265523850015374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0600173031842471,0,0,0,0,0,0,0,0,0,0,0.0520102610563542,-0.15967025006976,0.362164170089862,0,0,0.411082693195568,0,0,0,0,0,0.0803016188204888,0,0,-0.142524695458044,1.73472347597681e-18,0,0,0,0,0,0.0622329497098738,0,-0.0280052439847788,0.0200911387655658,0,0,0,0,-0.112566200913707,0
X600019.SH,0,0,0.103118448307851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143082587643811,0.0349205218588761,0.00103654921146337,0.0369699746423539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221292957157727,0,0,0,0,0,0,0,0,0.024068188064271,0,0.00598617010686747,0.0148000695266337,0,0,0,0.0234921741034715,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602639911186763,0,0,-0.0314754909091614,0,-0.0147547078293452,0,0,0,0,0,0,0.0212898374769053,0,0,0,0,0,0,0,0,0,0.0105758037852788,0,0,0.163667350089568,0,0,0,-0.142269101069941,0,0,0,0,-2.16840434497101e-19,0.00939853522067949,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923335641956154,0,0,0,0.00210924132207713,0,0.555831616662309,0,0,0.161310109261327,0,0,0,0.284823084818196,0,0.0290723748351512,0,0,0,0,0,0,0,0,0,0.0496029755792733,0,0,0.0186147752775256,0,0,0,-0.00865128962919761,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707114065482618,0,0,0,0,0,0,0.0925135160737516,0,0.0281499167131022,0,0.764952737188937,0.155131578842719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138423506659202,0.0550731100002189,0,0,0,0,0,0,0.0028556798332673,-0.00528491375986786,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113212826437499,0,0,0,-0.0161361006875221,0.0599369169949887,0,-0.187344350620184,0,0.204148552264637,0,0,0,0,0,0,0.0535920535906755,0,0.187359230928084,0,0,0,0.170260827794704,0.106099486212575,0,0,-0.0155821426094478,0,0,0.0154446582007041,0,0,-0.0100359073127551,0,0,0.012230171290954,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0412477563849973,0,0,0,0,0,0,0,0.18516613140493,0,0,0,0,0,0,0.13756197847538,0.0152240988759384,0,0,0,0.0070047619152529,0,0,0.0204102432828697,0,0,0,0,0,0,0,0,0,0.0247684994086674,0,0,0,0,0,0,0,0,0.0576647855259684,0,0,-0.00843636038427185,0.0266648365707516,0,0,0,0.0315032194882637,0,0
X600660.SH,0,0.0142797443242014,0,0,0,0,0.0514447630805548,0,0,0,0,0,0,0,0,0,0,0.00940815788057118,0,0,0,0,0.0668945920404399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283455083451667,0,-0.115515583189512,0,0,0,0,0,0,0,-0.0281758961704024,0.067960293651874,0.0180170086657444,-0.0294958947372712,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,-0.0137589115233618,0,0,0,0,0,0,-0.0465646461549564,0,0,0,0,0,0,0,-0.0106053870876086,0.0982531141896398,0,0,0.116349271416504,0,0.0872809601038046,0.0716374649158113,0,0,0,0,0,0,0.0676866765106065,0,0,0,0,0,-0.0757373080280077,0,0,0,0,-0.0141522675786597,0,0,0,0.0482361221062503,0,-0.0249188367819202,0.00515950324937582,0,0,0,-0.0348291647500582,0,0
X600886.SH,0,0,0,0,0,0,-0.0500775887930441,0,0,0,0,0,0,0,0,0,0,0.0766764616922272,0,0.158750790444474,0.0114712639194725,0,0,0,0,0.269509941701858,0,0,0,0,0,0,0,0,0,0,0,-0.0846197895422723,0,0,0,0,0,0.07653725348322,0,0,0,0,0,0,0,0.0214684754971235,-0.03813965480722,0,0,0,0,0,0
X600688.SH,0,0,0.0508743476514669,0,0.179486102758778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609646400224094,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517552078663306,0,0,0,0,0,0,0,0,0,0,0.166356151226693,0,0.0217510830196542,0,0,0,0,-0.0170187245247659,0,-0.00578558125002016,0.0206404482571213,0.037824192980363,0,0,0.00281652220435445,0,0
X601600.SH,0,0,0,0,0,0,0.104869676003064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109940617007623,0,0,0,0.204339193846504,0,0.0379945546092535,0,0,0,0,0,0,0,0,0,0,0,0,0.0964906110390342,1.73472347597681e-18,0,0.047271024543069,0,0,0,0,0,0,0,0,-0.0152600148059857,-0.00934049561479743,0,0,0,0.00280241502288365,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680453456463049,0,0,0,0.0273879290892205,0,0,0,8.67361737988404e-19,0,0,0.0733328342090632,0,0,0,-0.0122411241144726,0,0,0.0169134940122684,0,0,0.136350992744778,0,0,0,0,0,0,0.0439986116157041,0,0,0,0,0,0,0,-0.0135777275858302,0,0,-0.00425897105797704,0,0,0,-0.0213584340983989,0,0
X600362.SH,0,0,0,0,0,0,0.0202923614821612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283248793268505,0.0811618983312394,0,0,0,0.00219393996929225,0,0,0,0,0,0,0,0,0.0631890188959361,0,0,0,0.0200431796942463,0,0.0253228662665682,0,0,0.0247990647898174,0,-0.0051477789787229,0.0143404567304244,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.49830858983728,-0.0556356364966825,0,0.293466095626319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428544240301502,0.31592398770084,0,0,0,0,0.235809004919021,0,0,0,0,0,0,0.181043973065229,0,0,0,0,0,0,0.00286317113916497,-0.0306629192916731,0,0,0,-0.0599123225564396,0.00110132017714661,0
X600188.SH,0,0,0,0,0,0,0.123581593720277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162785583086041,0,0,0.0456623122522292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224160795264747,0.159718400206037,0,0.0202959668244987,0,0,0,0,0,0,0,0,-0.0131924420222037,-0.00296594297126015,0,0,0,-0.0243962333826621,0,0
