,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X600019.SH,X600111.SH,X601898.SH,X600660.SH,X600011.SH,X000708.SZ,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X000408.SZ,X600348.SH,X601991.SH,X300073.SZ,X600096.SH,X000983.SZ,X600803.SH,X000723.SZ,X000786.SZ,X600160.SH,X002080.SZ,X600027.SH,X600219.SH,X600378.SH,X600141.SH,X601699.SH,X600549.SH,X600157.SH,X600399.SH,X002353.SZ,X002407.SZ,X600801.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.13343733813161,0,0,0,0,0,0,0.059555054811946,0.00863666229331914,0,0,0,0,0,0,0,0.0742270453129628,0,0,0,0,0,0,0,0,-0.0764221978018038,0,0,0.174718659088039,0,0,-0.168733717190482,0,0,0,0,0.0312116666024769,0,0,0,0.0988861974362996,-0.00883377274480815,0,0,0,0,-0.0408249406943738,0.00783724779876646,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.201948792586394,0.284119511344549,0.143016774050642,0,0,0,0,0,0,0,0,0.062073335620188,0,0,0.0779767007799311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209702301025924,0,0.00205112370006468,0,0,0,0,0,0,0,0,0,0,0,0.0433593351499911,0.0910642193631792,0,0,0,0,0,0,0,0,-0.00992274246365712,0,0
X600028.SH,0,0.0461236337993217,0,0.00844142154927544,0,0,0,0,0.0241029113988718,0,0,0,0,0,0.0426155208579742,0,0,0,0,0,0.106779012188531,0,0,0,0,0,0,0,0,0,-0.0243178775244029,0,0.0116787553555546,0,0,0,0,0,0,0,0,0,0,0,0.0829514398754555,0,0,0,0,0.0255097178714434,0,0,0,0,0,0,-0.00781247320650511,0,0
X600309.SH,0,0.0484676495918154,0,0,0,0,0,0,0,-0.118080707941526,0.0106292966807119,0,0.0277277907518722,0,0,0,0.0418847881627105,0,0.119096993078576,0,0,0,0,0.113429192648456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083283332574648,0.0307309131634014,0,0.0892723118097779,0.0150926818265242,0.0341823363172408,0,0.000627328776070422,0,0,0,0,0,0,0,0,0,0.00493760271880065,0,0
X600188.SH,0.0150937186127463,0.0916493616876475,0,0,0,0,0,0.0208433883572187,0,0,0,0,0.322364817824882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666891480278196,0,0.024244430145384,0,-0.0625235051044709,0,0,0,0,0,0,0,0,0,0,0,0.354937883569418,0,0,-0.045709956116153,0.112121115373066,0,0,0,0,0,0,0,0,0,-0.0121841402073436,0,0
X002466.SZ,0,0,0,0,0,0,0.68371581383379,0,0.0125917356422897,0,0,0,0,0,0,0,0.0749463765276934,0,0,0,0,0,0.0430966969275242,0,0,0,-0.213066930083153,0.00193051108595259,-0.00234839647041896,0,0,0,0,0,0,0,0,0.0165661911236042,0,0,0,0,0,0,0,0,0,0.130842104570528,0,0.0898239386676714,0,0,0,0,0,0,0.0383602674473847,0,0
X002460.SZ,0,0.0560391790399382,0,0,0,0.024795132072932,0,0,0.308221229256611,0,0,0.0639803315736811,0,0,0,0,0.159004472516704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651302404110999,0,0,0,0.0876068583211001,0,0,0.0735994695005923,0,0,0,0.0232142313582578,0,0,0,0,0,0.0392628230641418,0,0,0,0.0190267621600786,0,0,0,0,0.0742748573900925,0,0
X600585.SH,0,0,0,0,0.0557731047736173,0,-0.0201405225846994,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.201988849665039,0,0,0.0721898752402776,0,0,0,0,0,0,0,0,0.0607549163265388,0,0,0,0,0.00378932862592586,0.0479245093556303,0,0,0,0,0,0,0,0.00827411052765356,0,-0.00216394898661277,0,0,0.257454777938342,0,0,0,-0.0601810244972742,0,0,0,-0.000430441024140865,0,0
X000792.SZ,0,0,0,0,0,0.212282879856583,0,0,0,0,0,0,0,0,0.0769636023945075,0,0.12278586199317,0,0,0,0.0186076875939526,0,0,0,0,0,0,-6.93889390390723e-18,0.0714864973464823,0,0,0,0,0,0,0,0,0,0.0113208489192718,0.37485397660172,0,0,0,0,0,0.0237605158221371,0,0,0,0,0,-0.029448406122545,0,0,0,0,-0.0231396311252459,0,0
X000301.SZ,0,0,0,-0.162134707731632,0,0.350876094616481,0,0,0,0,0,0,0,0,0,0.0531314670544205,0.145444971494289,0,0,0,0,0,-0.00196005310029437,-0.0383691659362266,0,0,0,0.267496968206428,0.105054232431008,0,0,0,-0.0412858864590526,0,0,0,0,0.107438028162161,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142863631699564,0,0,0,0,0.056290854757453,0,0
