,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600660.SH,X600188.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600489.SH,X600111.SH,X600803.SH,X000708.SZ,X600027.SH,X002460.SZ,X000301.SZ,X601991.SH,X600160.SH,X600426.SH,X002466.SZ,X600219.SH,X000983.SZ,X000807.SZ,X000786.SZ,X601699.SH,X000630.SZ,X000408.SZ,X600176.SH,X600985.SH,X002128.SZ,X600096.SH,X601168.SH,X000877.SZ,X000933.SZ,X000883.SZ,X600352.SH,X600995.SH,X600378.SH,X600688.SH,X600299.SH,X600863.SH,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.423462188252084,0,0,0.254660065108625,-0.0730038734523347,0,0,0,0,0,0,0,0,0,0,0,0.1035288672923,0,0,0,0.10525321972091,0,0,0,0,0,-0.0530173909252613,0.275144397105375,0,0,0,0,0.346490031834655,0,0,0,0,0,0,0,0,0,0,0,-0.200911948707432,0,0,0,0,0,-0.00991715793393402,-0.0341279861752464,0,0,0,-0.0161237409894862,0,0
X600028.SH,0.425548540668322,0,6.93889390390723e-18,0,0.327512182063639,0,0,0,0.139910368563745,0.0249075281845495,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.10474281119998,0,-0.070254635672642,0,0,0,0,0,0,0,0,0,0,0,-0.11548943947762,0.15455018635356,-0.0435087586116967,0,0,0,0,0.0199427036615603,0,0,0,0,0.0272295275536123,-0.018332679401486,0,0,0,0,0,0
X601088.SH,0.141330409603729,0,0,0,0.0722122304444744,0,0.0168231183148457,0,0,0,0,0,0,0.106534065801848,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922657728467733,0,0,0,0,0,0,0,0,0.0913454471882264,0,0,0,-0.0122138683772781,0.150670726430679,0,0,0,0,0,0,0,0,0,0,-0.0253251890552561,0,0,0,-0.0105987928879657,0,0
X600309.SH,0,0,0,0,0,0,-0.0889673011637037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117081540804085,0.0671799239020849,0,0,0.0153924821114333,0.484794082602842,0,0,0,0,0.0728402774388301,0,0,0,0,0,0.0775856901072992,0,0,-0.0790689498653321,0.0522742232385282,0,0,0,0,0,0,0,0.20671946885971,0,-0.065094408621818,-0.0631050765050451,0.0718239755874939,0,0,-0.0311603407442184,0,0
X601898.SH,0,0.319745941505159,0.0515478812119569,0,0,0,0.203297974014797,0,0,0,0.0653712230539064,0,0,0,0,0,0,0,0,0,0,0,-0.0929408205210356,0,0,0,0,-0.00606942302711704,0.089282724050772,0,0,-0.0208796382079117,0.0985316996918033,0,0,0,0,0,0.0937445868293091,0,0,0,0.00608156269041898,0,0,0,0,0,0.225480355536317,0,0,0.0214031853493725,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0692381980958821,0,0,0,0,0,0,0.110403579628255,0,0,0,0,0.0235010791656578,-0.228040807999671,0,0,0,0,0,0.279707100276506,0.179305887453419,0,0,0,0,0,0,0,0,0,0,0.212752294192686,-0.288136161096781,-0.140851916365798,0,0,0,0,0,0,0,0,0,0,-0.129809522050782,0,-0.121798438122854,0,0,-0.0620115470431657,0,0
X600188.SH,0,0.250367886574774,0,0,0.0657367616433198,0,0,0,0,0.0426904859150779,0,0,0,0,0,0,0,0,0,0,0.00806754123388241,0.0465969445581806,0,0,0,0,0,0,0,0.0840450313057283,0,0,0.202130986297851,0,0,0,0.466310251075394,0,0,0,0,0,0,0,0,0.0181277554900061,0,0,0.207442061266051,0.127555041519849,0,0.0305017237746967,0,0,0,0,0,0,0
X600019.SH,0,0.186086134015193,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.205588379583718,0,0,0,0,0.086259266881029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1438361110191,0,0,0,0,0,-0.0961328030120075,0,0,0,-0.110396287116113,0,0,0.053773625619796,0,0,-0.12584128701732,0,0,0,0,0,-0.0521115637464938,0,0
X600886.SH,0.149719576648897,0,0,0,0,0,0,0,0,0.127115139740567,0,0,0,0,0,-0.136483260926342,0,0,0,0.138933710191368,0,0,0,-0.0241440720556521,0,0,0,-0.0881555449735112,0,-0.146912254846389,0,0,0,0,0,-0.30144673956046,0,0,0,0,0,0,0.202525249357383,0,0,0,0,0.0491320420023612,0,0,0,-0.0117582465015161,0,0.0375436781035813,0,0,-0.0549385652426084,0,0
X600547.SH,0,0.0392760184427315,0,0,0,0,0.128485756380256,0,0,0,0,0,0,0,-0.0636542138389216,0.0129001871335276,0,0.695468498924211,0.205652372021551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.335695260958755,0,0,0,0,0.0263445944008904,0,0,0,1.73472347597681e-18,0,0
