,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X601898.SH,X002466.SZ,X600188.SH,X600660.SH,X600688.SH,X600362.SH,X600795.SH,X300072.SZ,X002460.SZ,X601992.SH,X601991.SH,X600547.SH,X600111.SH,X600176.SH,X600886.SH,X600516.SH,X000898.SZ,X000786.SZ,X000709.SZ,X002271.SZ,X000792.SZ,X600352.SH,X000825.SZ,X600027.SH,X600299.SH,X000553.SZ,X601699.SH,X000408.SZ,X600219.SH,X601158.SH,X600808.SH,X600489.SH,X000883.SZ,X600426.SH,X002110.SZ,X000959.SZ,X000830.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0999334806416501,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.21680202007683,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.065477251343304,0,0,0,0,0,0,0,0.137954070803525,0,0,0.00315561723791629,0,0,0.0182579946743746,0,0,0,-0.0125654341106522,0,0,0,0,0,0,0
X600028.SH,0.254927090245628,0,0.178415273247526,0,0,0,0,0,0,0,0,0,0.139480273084563,0,0,0,0,0,0,0.260712961297228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109590578311599,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.114945958733236,0.0362079105581155,0,0,0.0588255872004832,0,-0.0647581929741169,0.0459487618642226,0,0,0,0,0,0,0,0,0.13616358355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296637949078254,0,0,0,0,0,0,0,0,0,0,0,0.0984829977310561,0,0.00856280943233499,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.316059007729934,0,0,-0.0469621658229736,0,0,0.323778242586954,0,0,0,0,0,0,0,0,0,0,-0.106367395950192,0,0,0.0622025580798699,0,0,-0.0442209034794105,0,0,0.0500057595703794,0,-0.0323455738429409,0,0,0,0,0,0,0,0,0,0.0616821698508685,0,0,0,0,0,0.0228111148703752,-0.0233940956985979,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0539505678907649,0,0,0,0,0,0,0,0,0,0,0.0611114771708734,0,0,0,0.30947101736885,0,0,-0.139403478943015,0,0,0,0,0,0.332722287820681,0,0,0,0,0,0,0,0.13666875339793,0,0,0,0,0,-0.0222550684918593,0.0116242449530915,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0345695590378229,3.46944695195361e-18,-0.0310260446555491,0,0,0,4.33680868994202e-19,0.151387042609647,0,0,0,0,0,0,0,0,0,0.0949032577808803,0,0,0,0,0.11165901715811,-6.93889390390723e-18,0,0,0.0299898541485911,0,0,0,0,0,0,0,0,0,0,0,0,0.253269253298394,0,0.0226166533561237,-0.00751565107463822,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.039983237150996,0,0,0,0,0.156534630054009,0,0,0,0,0,0,0,0.0486599108495733,0,0,0,0,0.0814366161499785,0,0,0.21259678223505,0,0.120852803553427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802424010634767,-0.0107761862566059,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.29100950696411,0,-0.10709271815558,0,0,0,-0.0150133114947107,0,-0.277711117593133,0,0,0,0.537732494303427,0,0,0,0,0,-0.137162216646826,0.218104815675987,-0.349849441116499,0,0,0,0,0,0,0,0,0,0,0,0,0.244173656427945,-0.369518058604711,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317698384118602,0,0,0,0.0389315106860394,0,0,0,0,0,0,0,0,0,0,0.102572938334315,0.00585967263400159,0.0160900152404941,0,0.0104681017964247,0,0,0,0,0,0,0,0,0,0,0.257328042092902,0,0,0.152874434355055,0,0.0158660835632097,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0.187175062932283,0,-0.119575300540158,0,0,0.418466843567944,0,0,-0.080563464541271,0.0264080134347257,0,0,0.281171507050467,0,0,0,0,0,0,-0.010789381101419,0,0,0,0,0,0,0,0,0,0,-0.0591208630189579,0,0,0.00693735562573048,0,0,0,0,0.00266174419052996,0,0,0,0,0,0
