,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X601992.SH,X600795.SH,X600188.SH,X600660.SH,X600362.SH,X002460.SZ,X601991.SH,X600111.SH,X600547.SH,X300072.SZ,X600516.SH,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X600339.SH,X000408.SZ,X600489.SH,X600219.SH,X000723.SZ,X000959.SZ,X000807.SZ,X600808.SH,X600549.SH,X002271.SZ,X000553.SZ,X600176.SH,X600352.SH,X002092.SZ,X601158.SH,X000983.SZ,X000883.SZ,X000630.SZ,X600299.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0209319817586904,0,0,0,0,0.0456557397777576,0,0,0,0.0565471180618248,1.73472347597681e-18,0.000114950596107815,0,0.0337583820987423,0,0,-0.00962863068364922,0,0,0,0,0,0,0,0.0281685369268646,0,0,0,0,0.0055307384317132,-0.0249860585475026,0,0,0.0594964799203446,0,0,-6.7762635780344e-21,0,0,0,0,0,-0.0163845065937016,0,-0.00222874963651461,0.00928563043593025,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.166649091066742,0,0,0.0222419926006813,0,0,0,0,0,0,0.01463955715917,0,0,0.0130611724554091,0,0,0,0,-0.0326584065063382,0,0,0,0,0,0,-0.0666327337212264,0,0,0,0,-0.0289061038370435,0,0,0,0,-0.0300766098917991,0,0.129762416255529,0,0,0,0,0,0,0,0,0,0.000430243664512568,0,0,0,0,0,0
X601088.SH,0,0,0,0.14231446760973,0,0,0,0,0,0,0,0,0,0.80293519973087,0,0,0,0,0,0,0,0,0,-0.0725199400358243,0,0,0,0,0,0,0,0,-0.0228865798611021,0,0,0.0432635787651767,0.0543413886388742,3.46944695195361e-18,0,0,-0.0551290321431632,0.0489560677718266,0.013850149056572,0,0,0,0,0,0,0,0,-0.0269277677438431,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.247253000795997,0.0493564855134203,0.136260748079585,0,0.113524008875213,0,0,0,0,0,0,0,0,0,0.00138315117099567,0,0,0,0,0,0.0136205309560379,0,0,0,0,-0.0255322858819848,0,0,0,0,0,0.29275392496586,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176153721931796,-0.0107592126483031,0,0,0,0,0,0,0
X600585.SH,0,0,-0.0921943640129454,0,0,0,0,0.260095083783148,0,0,0,0,0.0540475912479558,0,0,0,0,0,0,0,0,0,-0.0885604540206348,-0.150093160083199,0,0,0,0,0,0,0.0616622009252324,0,0,-0.0884296606368589,0,0.135554223445994,0,0,0.0862351595391952,0,0,0,-0.0138099978268354,0,0,0,0,0,0,0,-0.0119644575536179,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.026351733668587,0,0,0,0,0,0,0,0,0,0,0,0,0.0418628506054443,0,0,0,0,0,0.173252407871767,0.04793261835032,0,0,0,0,0,0,0,0,0.0660168401790642,0,0.173274787866814,0,0,0,0,0.210508293888034,0,0.045150274611181,0,0,0,0,0,0,0.0130032590186699,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.354249937876329,0,0.072195631988182,0,0.0162379371214155,0.0991086251089481,0,0,0,0.0576876732717306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712671621515444,0.061473729571143,0.0736871046824114,0,0,0,0,0,0,0.0735563879581128,0,0,0,0,0,-0.0398745369869248,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272563605393934,0,0,0,0,0,0.00690631088689742,-0.0719672226128877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915995065560326,0,0.100410497083365,0,0,0,0,0,-0.0117774745555153,0.0220845458000398,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0035352297887751,0,0,0,0,0,0,0.000250695444894783,0,0,0,0.0469652163527809,-0.0276886061605416,0,0,-0.00463541118233143,0,0,0,0.0907900530968678,0,0,0,0.0366408943979547,0.0161172723583222,0,0,0,0,0,0,0,0,0,0.22578775562678,0,0,0,0,0,0,0,0,-0.0270866361539189,0.043478446457803,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0457288895462823,0,0,0,0,0,0,0,0,0,0.106276963252616,0,0,0,0,0,0,0,0,0.25758539977907,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.105822942691974,0,0,0,0,0,0,0.187867190379763,0,0,0,0,0,-0.00294267109023852,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.0134016808109242,0,-0.011803448602833,0,0,0,0,0,0,0,0,-0.00935808119839767,0,0,0,0.605381423968996,0,0,0,0,0.0814771464413967,0,0,0,0,0,0,0,0.0431420138193999,0,0,0,0,0,0,0.126319062407388,0,0,0,0,-0.0283728555321522,0,0,0,0,0,0,0,0,0.012721656313862,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0982180653786102,0,0,0,0,0,0,0,0,0,0,0,-0.0822516502776438,0.0371094048955132,0,0,-0.0898387201515218,0,0,0,-0.200737198360784,0,0,0,0,0.141965194501854,0.0210199311819695,0,0,0,0,0,0,0,0,0,0,0.121771100025039,0,0,-0.0535108901677067,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.223260213362007,0,0,0,0,-0.0610131671920608,0,0,0,-0.0299932198632104,0,0,0,0,0,0,0,0.0016398836197886,0,0,0.16566845791567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220307375960871,0,0,0,0,0,0,0,0,0.587514039960528,-0.0622008842628326,0,-0.00615855945190935,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,-0.00555164749791428,0,0,0,0,0,-0.231192480276241,-0.0607698731719094,0,0,0,0,0,0,0,0.070008774808574,0,0,0,0,-0.0226009869183206,0,0,0,0,0.106018531146802,0.0745888237007965,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0481578862895774,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0401646104710677,0,0,0.0566570007128322,0,0,0,0,0,0.200881747410452,0.0734913315665069,0,0,0,0,-0.00351329252374219,0,0,0,0,0,0,0,0,0,0,0,0,0.143229857057176,0,0,0,0,0,0,0,0,0.386599905336624,0,0,0,0,0,-0.0701704038343092,0.0661359449544319,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.122808916200792,0,0.119371919780015,0.114847224780004,0,0,0,0,0,0,0.00671789543222528,0,0,0.030620546791801,0.159129538456877,-0.142646602795474,-0.0192095962553815,0.0107503584031464,0,0,0,0,0,0,0,0,0.0301565302473597,0,0,0,0,0,0,-0.0521997563248949,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329363389116134,0.00799753671894252,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0716212626837972,0,0,0,0,0,0,0,0.517309655998378,0,0,0,0,0.0509462699804,0,0,-0.0102265749663291,0,0,0,0,0,0,0,-0.0283381418754787,0,0,0,0,0,0,0,0,0.0761727023028986,0,0,0.061084855498441,0,0,0,0.185893370738131,0,0,0,0,-0.0282677997760007,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.635688169638951,0,0,0,0,0,0,0,0,0.0503828526999216,0,0,0,0.0873844759551861,0,0,0,0,0,0,0.0590624826662387,0,0,0,0,-0.0581091411808235,0,0,0,0,0,0.293349904085965,-0.0746840288463361,0,0,0,0,0,0,-0.314208647245926,-0.004491464710054,-0.0122223614753488,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0546413109712654,0,0,0,0,0,0.00765038430768393,0,0,0,0,0,0,0,0,-0.153135157928266,0,0.0271864239764152,0,0.0297476610791135,0.100523192998173,0,0,0,0,0,0,0,0,0.0125658974986462,0.0070018265188333,3.46944695195361e-18,0,1.73472347597681e-18,0,0,0,0,-0.00391169896585132,0,0,0.119992086449805,0.107983086052644,0,0.00513046845612037,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,-0.179817072966593,-0.148145705413761,0,0,-0.0508070854988971,0,0,0,0,0,0,0,0,0,0,0.354932191261302,0.0858350566915685,-0.0255145134997552,0,0,0,0,0,0,0.2782993974534,0.171799205778474,0,0,0,0,0,0.681511208764882,0,0,0,0,0,0,0.130331584908788,0,0,0,0,0,-0.0555184637537806,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0979228648702022,0.0310083716945351,0,0,0.0468961479115391,0,0,0,-0.0172165732535467,0,0,0,0,0,0,0.0380494022218163,0.647510464178806,0,0,-0.0659677118609507,0,0,0,0,0,0,0.0290650883072617,0,0,0,0,0,0,0.0303068534003074,0,-2.71050543121376e-20,0.00230365439137963,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.0662795033848037,0,0,0,0,0,0,0,0,0.278210660742405,0,0,-0.0572790956164853,0.00401757786287237,0,0,0,0,0,-0.47087553502688,0,0,0,0,-0.0848299094008502,-0.178332481417838,0,0,0,0,0,0,-0.215024960224283,0,0,0,0.199307797541112,0,0,0,0.0342834735175337,0.0937199571457431,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,-0.30924173504831,0.00636310409844779,0,0,0.517387969172723,0,0,0,0,0,0,0,0,0,-0.0251467742821884,0,0,0,0,0,0,0,0,-0.585269984538269,0,0,0,0,0,0.0316093936782289,0.313276446530711,0.460065747862568,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0300272300529021,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0445479129946247,0,0,-0.256974228225554,0,0,0,0,0,0,0.0941703080290282,0,0,0,0,0,0,0,0,0,0,0,0.545215136358615,0.00767722875646907,0,0.0639710297199086,0,0,0,0.173947018202369,0,0,0,0,0,0,0.247228839473405,0,0.0723383103210398,0.0259115118755593,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0119200043629747,0,0,0,0,0,0,0,0,0,0,0,0,0.0467858908521742,0,0,0,0,-0.0382037234427113,0,0,0,0,0,0.0583641578874849,-0.00239027474381479,-0.101283258215697,0,0,0,0,0.0605350535581501,0,0,0,0,0,0,0,0,0,0,-0.0650148741221522,-0.0262468191532592,0.0346942238421832,0,0,0,0,0,0
X000898.SZ,0,0,0,0.170899650720654,0,0,0.0963171563048212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483488283854827,0.0418203234345649,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339267752477928,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.0798564373134236,0,0.0649206417787547,0,0,0,0,0,0,0,0,0.0156948641966985,0,0,0.0545435952221958,0,0,0,0.048009723103942,0,0,0,0,0,0,0,0,0,0,0.399121326827428,0,0,0.0226302392647862,0,0.0380029950285625,0,0,0.101086494251135,0,0.0987818491417563,0,0,0.0443076039360711,0,0,-0.0128084104074532,0.00380466272207793,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0.0156190161368588,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.00483929674694314,0,0,0.0566491777646928,0,0,-0.00760272387630824,0.0766987848414599,0,0.0460703349503157,0.0603646957552309,0,0,0,0,0.0500372022941305,0,0.0169815833171806,0,0,0.0949196416147693,0.0360357844304587,0,0,0,0,0,0,0,0,0,0.0162860631750012,0,0,0,0.0178635174494264,0,0,0,0,0,0
X600027.SH,0,0,-0.0277828840646504,0,0,0,0,0,0,0.040803046805315,0.0737008315968535,0,0,0,0,0.0352762527949111,0,0,0.00592626300727581,0,-0.0466069764640292,0,-0.0519960345797152,0,0,0.084923643372692,0,0,0,0.045657680311645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141027329958275,0,0,0.00758498189427871,0,0.014053572765623,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219689468192708,0,0.0973827613776468,0,0,0.0510002950357181,0,0,0,0,0,0,0,0,0,0.047926026424701,0,0,-0.00872065101172487,0,0.0214580952873005,0,0,0,0,0,0,0,0,0,0,0.199676213654895,0,-0.0157299786535794,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,-0.350394437523693,0,0,0,0.116652867702863,0,0,0,0,0,0,0,0,0.0110955146656117,0.761822476515413,0,0.300435011750616,0.147925230622507,0,0,0,0,0,0,0,0,0.0424488792348041,-0.0683965507936175,0,0,0.155817255606846,0.0426659657100597,0,0,0,0,-0.0130792257603989,0,0,0,0,0,0,0,0.0510018688371867,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153618431748257,0,0,0.266705777432082,0,-0.0394436391061247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379826381907309,0,0.0437679036263497,0,0,0.0396372423671022,0,0.0705594966017453,0,0,0.0808287388290863,0,0,-0.00994428928372435,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0.167908486652552,0,0,0,0,0,0,0,0,0,0.0627984406571543,0,0,0.0516510567938046,0,0,0,0,0,0.0453481857717756,0,0,0,0,0,0,0,0,0,0.0508726897270321,0,0.127971462321324,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.00309748401590014,0,0,0,0,0,0,0
X000723.SZ,0,0,-0.221670203060606,0,0,0,0.0667354033235733,-0.0140583526087559,0,0.089061178920087,0,0,0,0,0,0,0,-0.0550568125161759,0,0,0,-0.1142367533108,0,-0.0949563240382756,0,0,0.02388705485379,0,0,0,-0.110308990863016,0,0,0,0,-0.0138833688971299,0,0,0,0.0845222150347856,0.208527435723823,0,0,0,0.133297269007383,0,0,0,0.106760250330594,0,0,0.00854677814552524,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0450148137643487,0,0,0,0,0,0,0,0,0,0.0158945900356158,0.101930122059781,0,0.0583847930353434,0,0,0,0,0,0,0,0.145913320675713,0,0,0.11949113299325,0.0338055509666772,0,0,0,0,0.0268627608462008,0,0,0,0,0.188164273129764,0.0363964042105841,0,0,0.0198268816506461,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325217149472223,0,0,0.0208418407469827,0,0,0,-0.138446741876641,0,0,0.643249091431598,0,0,0,0.14951690270835,0.141107421014687,0,0,-0.0551762611593668,0,0,0,0,0,0,0,0,0,0,-0.0253277159756349,0,0,0,0,0,0
X600808.SH,0,0,0,0,0,0,0,0.0680512230374892,0,0,0,0,0,0,0,0,0,0,0,0,0.0204871114075928,0,0,0.108572887325162,0,0.304948262688303,0,0,0,0,-0.203740445662527,0,0,0,0.142545283400753,0.100445174459607,0,0,0,0,0,0,0.203785936350602,0,0.261249489728043,0,0,0,0,0,-0.00500114942711712,-0.000257677594999794,0,0,0,0,0,0
X600549.SH,0,0,0,0,0,0,0.162102023337055,0,0,0,0.0413909550146467,0,0,0,0.298603647363915,0,0,0,0,0.423585551878957,0,0,0,0,0,0.00976451649079391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378356225944142,0,0.0725245986279757,0,0,-0.0683349645182205,-0.0211946760533116,0,0,0,0,0,-0.16601720004451,0,0,0,0,0,0,-0.100741713908007,0.124525643347485,0,0,0,0,-0.0632320716066884,0,0,0,0,0,0,0.117522119494447,0,0.0143652552717155,0.147737510764001,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,-0.0802109069722946,0,0,0,0,0,0,0.0216877037745457,0,0.0348258844390377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0473482052740836,0,0,0,0,0.231436554844245,0,0.267814011117706,0,-0.0142707865032356,0,0,0.363921045655585,0,0,-0.0342700055972779,0.0468720002473959,0,0,0,0,0,0
X600176.SH,0,0,0,-0.0392894622793366,0,0,0,0,0,0,0,0,0,0,0,0,-0.0659682330628508,0.122602471120326,0,0,0,0,-0.0517879274065756,0.10489304220327,0,0,0,0,0,0.0517509424204592,0,0,0.0332198561404673,0,0,0.00328240823116969,0,0.0613687899265024,0,0.0626995503599221,0,0,0,0,0,0,0,0,0.0621165963717904,0.0233008469225138,-0.00882855695732296,0.0130805929077153,0,0,0,0,0,0
X600352.SH,0,0,0.0595118820250528,0.09218281984828,0,0,0,0,0,0,-0.135561146061977,0,0,0,0,0,0.155366706445728,0.0883125988136648,0,0.00784997227343017,0,0,-0.0729463634226823,0.14891945080064,0,0,0.142041346675799,0,0,0.146176340174572,0,0,-0.0236076061636159,0,0,-0.033670442302352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273936459127407,-0.0090620081969361,0,0,0,0,0,0
X002092.SZ,0,0,0,0,0,0.227362290636337,-0.158362093675695,0,0,0,0,0,0,0,0,0,0,0,0,-0.457707860620983,0,0,0.10442836043485,0,0,0,0.737472731406304,0,0,0,-0.0167419846304942,0,-0.0680535632569566,0,0,0,0.358308411789237,0,0,0,0,0,0,0,0.147195094888885,0,0,0,0,0,-0.0015659636164055,0,0,0,0,0,0,0
