,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600623.SH,X601991.SH,X600027.SH,X600188.SH,X600111.SH,X600157.SH,X600362.SH,X601992.SH,X002466.SZ,X600547.SH,X600886.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X600489.SH,X601158.SH,X000792.SZ,X600583.SH,X300072.SZ,X600352.SH,X000883.SZ,X000898.SZ,X000539.SZ,X000027.SZ,X000630.SZ,X000983.SZ,X000723.SZ,X002470.SZ,X600549.SH,X002460.SZ,X002407.SZ,X000629.SZ,X600176.SH,X600021.SH,X000012.SZ,X000060.SZ,X000959.SZ,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0199226452366148,0,0.0400571598789504,0,0,0,0,0,0,0.0438463687427394,0,0,0,0.0166392138939481,0,0,0,0,0.202917053051201,0,0,0,0,0.134979895115116,0,0,0,0.00794874914681438,0,0,0,0,0,0,0,0,0,0,0.0305812416714762,0,0,0,0,0,0,0.0145761473913206,0,0,0,0,0,0,0
X600028.SH,0.133631200150593,0,0,0,0,0,0,0.0714353713755979,0,0,0,0,0,0,0.068540920116668,0,0,0,0,0,-0.0136589268592605,0,0,0,0.0429699188345691,0,0,0,0,0.179928634708132,0,0.0583679373389532,0,0,0,0,0,0,-0.0540925120074394,0,0.0145706428969208,0,-0.00879422329741491,0.0148201300597722,0,0,0,0,0,0,0,0.0052420381866643,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.117808830923275,0,0.103331090679965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118698252865041,0,0,0,0.0456921828272829,0,0,0,0,0,0,0,0,0.0536058713873213,0.0405814467115305,0,0,0,0,0.152239910898186,0,0,0,0,0,0,0,-0.0289851368458632,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.00714165399175123,0,0,0,0,0.0230221163944597,0,0.407938896910299,0,0,0,0,0,0,-0.0198309635865025,0,0,0,0.0307943395757575,0,0,0,0.00038276167465555,0.137950353851265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0391844286856474,0,0,0,0,0,0.248683707108167,0,0,0,0,0.0279053626144987,0,0,0,0,0.167194482068217,0,0,0.0697938810892506,0,0,0,0,0.223893275400264,0,0,0,0,0,0,-3.46944695195361e-18,0.0307804227114554,0,0.0305309371059166,0,0,0,0.0573574653798347,0,0,0,0.00467145037933964,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00678603025279794,0,0,0,0.0575215769765001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618563104827674,0,0,0.136182371827252,0,0,0,0,0.177100964632964,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.218493129530353,0,0,0.0201704335950952,0,0,0,0,0,0,0
X600585.SH,0,0,0.0772458413024699,0,0,0,0,0,0,0,0,0.100023961004436,0,0,0,-1.38777878078145e-17,0,0,0.0375258123128454,0,0,0,-1.73472347597681e-18,0.348680425936127,0,0.250864431566244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535852871281824,0,0,0,0,0,0,0,0.00500612216924142,0,0,-0.0430884262641076,0.0684924652205785,0.077301528667381,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952447615928916,0,0,0,0,0,0.0274429666221746,0,0.191893034745555,0,0,0,0.0349042097025326,0.141421241679323,0,0,0.149225940594582,0,0,0,0,0,0,0,0,0,0,0,0,0.0799411941726792,0,0,0,0.0555537042937303,0.0192505348611737,0,0,-0.0831266592330043,0.00519044833344955,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0547150858863451,0,0,0,0,0,0,0.0314411978276557,0,0,0,0.0314683361254794,0.0397377591951988,0,0,0,0,0,0.128480349275906,0,0,0,0,0,0.210152884207611,0.133275518083397,0,0.0172848964810947,0,0,0,0,0,0,0.0675537460747351,0,0.0383484838073633,0,0,0,0,0,0,0,0.134262015827671,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0288415730657277,0,0,0.142750043474823,0,0,0,0,0.0315874261300128,0,0,0,0,0,0,0,0,0,0,0,0.117866234650277,0,0,0,0,0,0,0.108693075467775,0,0.197777081531795,0,0,0,0,0,0,0,0.131280791460488,0,0,0,0.00997567052332493,0,0,0,0,0,0
