,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601600.SH,X601898.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600111.SH,X600188.SH,X600157.SH,X600886.SH,X601992.SH,X600299.SH,X002466.SZ,X000792.SZ,X600660.SH,X601158.SH,X600547.SH,X000709.SZ,X600583.SH,X600309.SH,X000539.SZ,X000898.SZ,X000883.SZ,X600489.SH,X002075.SZ,X000027.SZ,X600352.SH,X000959.SZ,X000630.SZ,X000629.SZ,X002470.SZ,X000983.SZ,X000060.SZ,X000012.SZ,X300072.SZ,X600098.SH,X601699.SH,X600160.SH,X600021.SH,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.155468390674519,0,0,0,0,0,0,0.0323996527456637,0,0,0.160342554400441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395245771986971,0,0,0,0.0138845470379783,0,0,0.0466637759374712,0,0,0.00865079318216953,0.0600646008917698,0.011223519817715,0,0,0,0,0.0213788036418452,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0561407503595938,0.0267375385248897,0,0,0,0,0,0,0,0,0,0.0354912430006771,0,0,0,0,0,0,0,0.0043203399850213,0,0,0,0,0,0,0,0,0,0,0.0336475588053085,0,0,0.0510761674712311,0.044089179717007,0,0.0696279051884739,0.104378449061996,0,0,0,0,0,0.0306948813857044,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.244870090303367,0,0,0,0,0.0409591847885251,0,0,0,0.102141592832999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101329218449325,0,0,0.176658620743178,0,0,0,0.0335991826506011,0.053771762299548,0,0,0,0,-0.0283663564274928,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0153929896402946,0,0,0,0,0,0,0,0,0,0,0.0315550115456629,0.0603047375414894,0,0.0165256949082647,0,0,0,0,0,0,0.116001164051645,0,0,0,0,0,0,0,0.14255360332966,0,0,0,0,0,0,0,0.0553187940584532,0,0.0459459074811751,0,0,0.0579237228309911,0,0,0,0.00227523225425509,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.187766459653423,0,0,0,0,0,0,0,0.142238384313112,0.0354051477042253,0,0,0,0,0,0,0,0,0,0.10405950789334,0,0,0,0,0,0,0,0,0,0.0565903974379499,0.179783467720029,0.0745026770910358,0,0,0.103789729356583,0,0,0,0,0.0583968366584411,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.375883256862664,0,0,0,0,0,0,0,0,0,0,0.0329595657258381,0,0,0,0,0,0,0,0,0,0,0.340332885709654,0,0,0.0404605707637128,0,0.0473086133585316,0.151910001354134,0,0,0,0.117182612558449,0.00952971494752611,0,0,0,0,-1.63383233089506e-05,-0.0312010124318903,0,0,0,-0.0204935375850992,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0435026172597743,0,0.153103254800781,0,0,0,0,0,0,0,0,0,0.220010418528459,0,0.0214273257320701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723795627184734,0,0,0,0.0232826031154668,0,0.0536577676635742,0,0,0,0,0,0,0,-0.0136189744424707,-0.000208677116305652,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.186160634699683,0,0,0,0,0,0.0215433059158944,0.0713778011118937,0,0.171009287379548,0,0,0,0.0235941900941129,0.00540500307361173,0,0,0,0,0,0,0,0,0,0,0,0.101117456526026,0.0321976013728037,0,0,0.122227798903608,0,0,0,0,0,0,0,0.0727615215773721,0,0.0265075959724957,0,0,-0.0261735113032832,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0580732023995043,0,0.160387261458797,0,0,0,0,0,0,0.129386662665489,0,0.00667772815814348,0,0,0,0.000523441125467903,0,0.114519376647186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862813097273726,0,0,0.126530315739643,0.118509468211889,0,0,0,0.0291563976687286,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.148952221490942,0,0,0,0,0,0,0.100378744932995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778475303246008,0,-1.73472347597681e-18,0,0.0122620097706634,0.183813147206472,0.113671676756904,0,0,0,0.115292291496878,0,0,0,0,0.0022952579449954,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0538126116827048,0,0,0,0,0,0,0,0,0,0,0,0.106072925151587,0.0757389451864861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028964776607192,0,0.0311464707631698,0.072986732193988,0,0,0,0,0,0.11732323459965,0,0,0.221390181191087,0,0,0,-0.00548179523170543,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0276436308143634,0,0,0,0,0,0,0,0,0,0.238027471681633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110012631624917,0.0205274431948671,0.0481415659893032,0,0,0,0,0,0.0711790102415637,0.0357721776133436,0,3.46944695195361e-18,0,0.0160633288011851,0.295387339772059,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.00213788819447249,0,0.00682001591292466,0,0,0,0,0,0,0,0,0,0.0643091850728668,0,0,0,0,0,0,0,0,0,0,0,0.0259549464609099,0,0,0,0,0,0.0108735197529278,0,0,0.0483925245207033,0,0.105354028387611,0.118540830455255,0.0167516340219936,0,0.116947234541786,0,0,0.214825388156126,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,-0.310760447494135,0,0,0,0,0.0212959384894949,0,0,0,0,0.210780573407196,0,0,0,0,0,0,0,0,0,0,-0.0942244592349795,0,0,0,0,0,0.214736822218672,0,0.19774462804763,0,-0.0464144501557197,0.622202930028883,0,-0.476478303085175,0.126975500802647,0,0,0,0,0.00422457832445249,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0120928786237027,0.312929306042558,0,0,0,0,0,0,0.207892620143918,0.104825214885772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980940332149812,0,0,0,0.0316218852082334,0,0,0,0,0,0,0,0,-0.0329916846482938,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12652023172152,0,0.0677756025817191,0,0,0,0.0116056822496714,0.0120157374509649,0,0,0.0797700116212903,0,0.203781106859743,0,0,0,0,0,0,0,0.0164944678755048,0,0,0,0,0,0,0.302126805803635,0.046599205616689,0,0,0,0.0476506174738644,0,0,0,0,0.00598014172202338,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.222346010617918,0,0,0,0,0,0,0,0,0,0,0,0.0838833661603377,0,0.214491705190933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805777751106807,0,0,0,0,0.00737723675872822,0,0,0,0.331202310755068,0,0,0,0,0,-0.00190857276265155,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.205398213458945,0,0,0,0,0.00177042737422204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254116152149212,0,0,0,0.0747529856991462,0.0401594032988232,0,0.179500749937897,0.0813669094531001,0,0,0,0.031241471692244,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.035377981718429,0,0,0,0,0,0,0,0,0,0.158994230069845,0,0,0.0458353942586017,0,0.019352371462598,0,0,0,0,0,0,0,0,0,0,0,0.0139568158742715,0,0,0,0.0171462331997568,0,0.0462516767005903,0,0,0,0.0195994373561695,0,0.0266177194992875,0.213397579934676,0,0,0,0,0,0,0,0,0,0
