,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X002271.SZ,X600803.SH,X600426.SH,X600362.SH,X600176.SH,X601991.SH,X600027.SH,X000629.SZ,X000983.SZ,X000723.SZ,X601699.SH,X000408.SZ,X600096.SH,X600348.SH,X600141.SH,X000786.SZ,X600160.SH,X600219.SH,X002353.SZ,X300073.SZ,X002080.SZ,X000933.SZ,X600157.SH,X600549.SH,X600985.SH,X600295.SH,X600486.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00781956368475243,0,0,0,0,0.0833215843191383,-0.0754032417812118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168252393740333,0,0,0.242790364353431,0,0.100247123126817,0,0,0,0,0,0,0,0,0,-0.0286181326644076,0,0,0,0,0,0,0,-0.0316710896350047,0,-0.0191327751929397,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.262407512324631,0.170056687865382,0,0,0,0.204083714912396,0.117974173260853,-0.00145343167208176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741694277254016,0,0,0,0,0,0,0,0,0,0,0,0,0.11460994065542,0,-0.00884815540103729,0,0.195991272663885,0,0,0,0,0,0,0,0,-0.00338564305449174,0,0
X600028.SH,0,0,0,0.0314003296357761,0,0,0,0,0,0.0676966876946514,0.0104384125599595,0,0,0,0,0.0446382557284772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.00351218125310765,0,0.0293496148356138,0,0.0224500308571115,0.0276254023699616,0,0,0,0,0,0,0,0,0,0,0.00428337128913631,0,0,0,0,-0.037928282505605,0,0
X600309.SH,0,0.0239900268672674,0,0,0,0,0,0,0.0423286521271206,0.0623931975129408,0.0644162906876922,-0.0186067578657546,0,0,0,0,0,0,0,0,0,0,0,0,0.0752003335009057,0,0.00405835973897342,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,2.16840434497101e-19,0.0270261732070725,0,0.0661901308558459,0,0,0,0.0475753573382521,0,0,0,0,0.0342648376304001,0.0165683661390292,0,0,0,0,0,0,0,0
X600188.SH,0,0.0950674304090507,0,0,0,0,0,0,0,0.529170285481047,0,0,0,-0.00980255331731383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471302704630003,0.209253425818336,0,0,0,0,0.0192180972000092,0,-0.0422149183787079,-0.0148241825811691,0,0,0,0,0,0,0,0,0,0,0,0,-0.0979690234767257,0,0,0,0,0.0135225559060508,0,0
X002466.SZ,0,0,0,0,0,0,0.674531555129301,0,0.0553034457614361,0,0,0,0,0,0,0,0,0.0830385601802093,0,0,0,0,0,0,0,0,0,0,-0.0838769403655218,-0.196959118597663,0,0.0122254166115528,0,0.099021919216869,0,0,0.188062913018051,0,0,0,0,0,0,-0.0064082235633481,0,0.00816490688649769,0,0,0,0,0,0.0343136387842933,0,0,0,0,0.0444318100200338,0,0
X002460.SZ,0,0,0,0,0,0.27547299743648,0,0,0.0770218068634424,0,0,0.0554820678926537,0,0,0,0,0.0780997630196386,0,0,0,0,0,0.158343192396976,-0.164007927967108,0,0,0,0,-0.167101906702611,0.0422059337686941,0,-8.67361737988404e-19,0,0,0,0,0.18828973950865,0,0,0,0,0.145091644049713,0,0,0,0,0,0,0,-0.0197888061551024,0,0.134873736518616,-0.0985255093376663,0,0,0,0.0615695677853382,0,0
X600585.SH,0,0,0,0,0.174099217036498,0,-0.117526340477988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260060300782349,0.0269960646587171,0,0,0,0,0.245326867085904,0,0.0220730437882005,0,0,0,0,0,0,0,0.255205628638784,0,-0.0126076446235815,0,0,0,0,0,0,0,0.0189726518087911,0,0.0233200442971269,0,0.0255625969958297,0.0378943947341527,0,0,0,-0.0365232784566374,0,0
X000792.SZ,0,0,0,0,0,0.230310605004049,0,0,0,0,0.100223387249591,0,0,0,0,0,0.0914201064746389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911117347291738,0,0,0,0.26864023433212,0,-0.013141075489837,0,0,0,0.0646956741597457,0,-0.0153799196402047,0,0,0,0,0,0,0,0,-0.0386187667163003,0,0
X601898.SH,0,0.0316430775438215,0,0,0.0596737088913249,0,0,0,0,0,0,-0.0177841049781257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302405002502418,0,0,0,0.137665127968745,0,0,0,0,0,0.116553950581506,0,-0.0260173236623276,0,0,0,0.174979442041636,0,0,0.133246159312866,0,0,-0.0184454985756573,0,0,0,0,0,0
