,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600426.SH,X000877.SZ,X600027.SH,X600795.SH,X600362.SH,X002271.SZ,X600803.SH,X601991.SH,X600176.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X000539.SZ,X600160.SH,X000629.SZ,X300037.SZ,X600995.SH,X000408.SZ,X002409.SZ,X600612.SH,X600219.SH,X000932.SZ,X600378.SH,X002080.SZ,X600688.SH,X000723.SZ,X600096.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.724384709209173,0,0,0,0,-0.00271405756259149,0,0,0,0,0,0,0.0267557421138046,0,0,0,0,0,0,-0.181782889999155,-0.130502261616115,0.0299247295506187,0,0,0,0,0,0,0,0,-0.0147569971904514,0.16143135634307,0,0,0.0829687697549484,0,0,0,0,-0.0931230236706152,0.256546817258176,0,0,0,0.147954505189552,0,0.0420952394327745,0,0,0,0.0314029001262451,0,0,0,0,0,0,0
X600028.SH,0.725109603350145,0,0,0,0,0,0.0848923219078137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.166271730975533,0,0,0,-0.0344699396461513,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0138220967717003,0.005561517024139,0,0,0,0,0,0
X601088.SH,0.123130155919986,0,0,0,0.16958193297005,0,0.0343220746155492,0,0,0.195662549039347,0,0,0,0.0259167600012449,0,0.05645032846057,0,0,0,0,0,0,0,0,0,0,0,0,0.0206577903924435,0,0,0,0,0.042502586095985,-0.00436587465516958,0,0,0,0,0,0,0,0,0,0.0133112962579094,0,0,0,0,0,-1.73472347597681e-18,0.0228094982606327,-0.0145765105274631,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.1519911645929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370074316662206,0,-0.0135328398445862,0,0,0,0,0,0.0110754466249808,0,0,0,0.110562716308904,0,0,0.0356647381500134,-0.0791303733301075,0,0,0,0.0443159785686431,0,0,0,0,0,0,0,0,0,0,0.00830277675133918,0,0,0,0,0,0,0
X600188.SH,0,0,0.261801884619662,0,0,0,0.0380026157955643,0,0,0.313508990715858,0,0,0,0.346169426168159,0,-0.188434616675564,0,0,0.0921169518631894,0,0,0,0,0,0,0,0,0,0,-0.364186437066033,0.312447716449936,0,0.146180563281094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00888806434687169,-0.163504599895061,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.119984841709278,0,0,0,-0.0709425016132825,0,6.93889390390723e-18,0,0,0,0,0.0790448693946843,0,0,0,0,0,0,0.355363017368937,0.626667502546574,0,0,0,0.0543938900038695,0,0.261935234517181,0,0,0,-0.162745921017433,-0.030393561893475,-0.0255993899882591,0,0,0,-0.0807517513801703,0,0,0,0,0,0,0,0,0,0,0,0.0127420208658706,0,0,0,0,0,0,0
X600019.SH,6.93889390390723e-18,0.0830247989671767,0,0,0.06508643329237,0,0,0.0968061025459373,0,0.00623301857232922,0,0,0,0.0669763842313442,0,0,0,0,0,0,0.0812401774347768,0,0,0,0,0,0,0,0,0,0,0,0.0667271028613028,0,0,0,0,-0.105946903351325,0,0,0,-0.0406602040025196,0,0,0,0,0,0,0,0.0737298609207564,0,0.0377143350991231,0.0535909269127472,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0428287561478973,0,0.122344380906048,0,0,0,0.0607986590275971,0,0,0,0,0,0,0,0,0,0.0764958446807026,0,-0.00464978489875237,0,0,-0.00515833628311538,0,0,0,0,0,0.107539930954322,0,0,0,-0.0662704762885339,0.131428320599028,0,0,0.0756109081531251,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0162331298388554,-0.0615470435792792,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.514302138676704,0,0.0625288790251762,0,0,0,0,0,0,0,0,0.129869459563987,0,0,0,0,0,0,0,-0.0401367410494576,0,0,0,0,0,0.0118634711583321,0.0870494404685201,0,0,0.147048331895136,0,-0.0213019121193227,0,0.00677123031043176,0,0,0,0,0,0,0.235767461370527,0.023506088198186,0.00747338808076015,0,0,0,0,0,0
X601898.SH,0.100988737710147,0,0.094429688969446,0,0.262004213680564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190440119287989,0,0,0,0,0,0,0,0.0428371536004649,0,0.286647291235008,0,0,0.0805668988068283,-0.135230112441988,0,0,-0.0829063107366461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171327353687154,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.344116022668445,0.258896568444973,0,0,0,0,0,0,0,0,0.0872296598042527,0.126898278592045,0,0,0,0,0,0,0,0,0,0,0.160281762933709,0,0,0,0,0.0367638480759824,0.172865308681032,0,0,0,0.110520301664465,0,0,0,0,0.0227241539241298,0,0,0,0,0,0.0534016620954557,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.274829227768416,0,0,0,0,0,0,0,0,0,0.734557972956402,0,0,0,0,0,0,0,0,0,0,0.0268049420081545,0,0,0,-0.101568605497537,0.0120945763746258,0,0,0,0,0,0.00143427622110839,8.67361737988404e-19,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.295352260921311,0,0,0,0,0,0.33333373084942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189240644259816,0,0,-0.00893938584697925,0.0258163719684311,0.0110047469989378,0.0096696671316425,0,0.149892505361379,0,0,0,0,0.100026200997983,0,0,0,0.00833969485828188,0,0,0.00776946623173022,0,0,0,0,0,0,0
X601600.SH,0.019724978368811,0,0,0,0,0,0,0,0,0,-0.0318625469274572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170127216729482,0,0,0.715442737660402,0.0312502776156938,-0.028320669429582,-0.0954265235991317,0,0,0.0770490802326177,0,0,0,0,0,0,0,0,0.0468288004592556,0,0,0,0.00433260611402226,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.011112382133445,0,0,0,0,0,0.00844045578136751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149890770154426,0.0525095980729349,0,0,0.0207986393169665,0,0,0,0,0,0,0.056006303236493,0,0,0.0223032720661443,-0.041164210570314,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0815730496872918,0,0,0,0,0,0.0334742184571319,0,0,0.196267807091628,0,0,0,0.170583535550306,0.222927029366587,0.00790225591581641,0,0,0.22455845913511,0,0,0,1.73472347597681e-18,-0.0124092893977084,-0.100158324093965,0,0,0,0,0,0,0,0,0,0,-0.0947323539894648,0,0,0,0.00839609356326588,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,-0.0130021049130781,0,0,0,0,0,0,0,0,0,0,0.323185973169472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358289253201377,0,-3.46944695195361e-18,0,-0.0848667609195053,0,0,0.194499021933908,0.0184147862865641,0,0,0,0,0,0,0.013546138270975,-0.0537755580095924,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00447686721511639,0,0,0,0.0138621548728155,0.0646910688906278,0,0,0,0,0.423578151264941,0,0,0,0.0438454189721341,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0478517212507472,0,0.0514550275788803,0,0.0338828993172771,0,0.0151080859661276,0,0,0,0,0,0,0,0,0,0,0.0361304832094222,0,-0.0109780553744592,0,0,0,0,0,0,0
X000708.SZ,0,0,0.0134944657935643,0,0.107564884271498,0,0,0,0,0.261287003444376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149793410813336,0,0,0,0,0.113556648717772,0,0,0,0,0,0,0,0,0,0.0313415311927811,0,0,0.0312717986310338,8.67361737988404e-19,0.159997678615147,0,0,0,0,0,0.0928689171296844,-0.122882526075709,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0.296881920753073,0,0,0,0.0635311905066241,0,0,0,0,0,0,0.0187969750682057,0,0,0,0,0,0,0,0,0,0.225985518751371,0,0,0,0.0344860277066188,0,0.113441927937925,0,0,0,0,0,0,0,0,0.0971635352376049,0,0,0,0,0.130984923134761,0,0,0.0239544252000282,0,0,0.011162407939023,0,0,0,0,0,0,0
X600426.SH,0,0,0,0.334056023949728,0.300905044766578,0,0,0,0,0,0,0,0,0,0,-0.104479303854553,0,0,0,0,0,-0.213105571897984,0.0962144672237759,0,0,0,0,0,0,0.205403778195106,0.162506514024876,-6.93889390390723e-18,0,0.224346927117388,0.0992953288764984,0,0,0,0,0,0,0,0,0,0,0.0684557693335113,0,0,0,0,0.0444852925669999,-0.0245944872053701,0,0,0,0,0,0,0
X000877.SZ,0,0,0,-0.157859105747119,0,0,0,0,0.0457671596656672,0,0,0,0,0,0,0,-0.057392378077623,0,0,0,0,0,0,0,0,0,0,0,0.252169988961355,-0.242240919973622,0,0,0,0,0,0.164352462370236,0.433332569544488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187922022755025,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.408872451652252,0,0,0,0,-0.0752206884714111,0,0,0,0,0,0,0,0,0,0.208837123817352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481771755376352,-0.0805464514334938,0,0,0,0,0,-0.0389160635913883,0,0,-0.0225790379403055,0,0,0,0,0,0.0718219287484328,8.67361737988404e-19,0.087175431350534,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0874114235657123,0.256581363393744,0,0,0,0,0,0,0,0,0,0,0,0,0.124399307115404,0,0,0,0,0,0,0,0.027550736169721,0.297035366169803,0,-0.00511840498994701,0,0,0,0,0,0.0999124988580819,0,0,0.0541554175413831,-0.0527121814104122,-0.128292511057271,-0.131540509176507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144121816414655,0,0,0.0921650183628877,0,0,0,0,0,0,0,0,0,0,0,0,0.0300584758954773,0,0,0.0349820285126807,0,-0.0300986714473215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143853656032782,0,0.0419079187034429,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.44887826220842,0,0,0,0.218856487342952,0,0,0.146799385468433,0,0,0,0,0,-0.0709566256003009,0,0,0,0.231078698111107,0,0,0,0,0,0,0,0,0,0.201074392993483,0,0,0.0687712587271041,0,0,0,0.0499746592550843,0,0,0.140066729941605,0,0,0,-0.239700697707856,0,0,0,0,0,0,0.0152738586371549,0.0995647578205427,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,-0.185088636256713,0,0,0,0.0594754821980262,0,0,0,0,0,0.153647065112772,0,0.0643955125901512,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.168884458515422,0,0,0,0,0.301169737590594,0.179331122058608,0,-0.0547575731768424,0,0,0,-0.0767746895291341,0,-2.71050543121376e-20,0,-8.67361737988404e-19,0,0,0,0,0.192072148902152,-1.73472347597681e-18,-0.0906866284819981,-0.273308562859286,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743095900821179,0,0,0,0,0,0,0.0209666986432711,0.516995717842312,0,0,0.00308669053312888,0,0,0.0579019974575931,0,0,0,0,0.154323536969246,0,-0.283783481196243,0,0,0,0,-0.0270340892300347,0,-0.014592755947373,0,0,0,0.111030991117271,0,0,0,-0.00307895469917982,0,0,0,0,0,0,0
X600176.SH,0,0,0,0.104387187624238,-0.11386590090759,-0.107742008985531,0.316205480192649,0,0,0,0,0,0,0,0,0.240404832946898,0,0,0,-0.111045904039506,0,0.0570075128569259,0,0,0,0,0,0,0,0,0,0,0.0509859583165983,0,0,0.141080442394833,-0.113006444148597,0,0,0,0,0,0.127543025018975,0,0,0.374681423370677,0,0,0,0,0,0,-0.109917463707391,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0.7061005927629,0,0.0391125556729959,0,0.0349988221600793,0,0,0,0.179977344025684,0,0,0.0350891100184755,0,0,0.0678225462289944,0,0.035559363483217,0,0,0.0182438936484402,0,0,0,0,0,0,0,0,0,0.0261817916835393,0,0,0,0,0,0,0.00403615964490301,0,0,0,0.00638907191451392,0,0,0,0,0,0,0
X601699.SH,0,0.0707136964673824,0,0,0.244059971563502,0,0,0,0,0,0,0,0,0.101673357851831,0,0,0,0,0,0,0.046481878216098,0,0,0,0,0.0700224321193243,0,0,0,-0.172835854809301,0,0,0,0,-0.0637342026252924,0,0,-0.0347374363593823,0,0,0,0,0,0,0,0.0394423639648184,0,0,0.246582457884583,0,0,0,-0.0168996624657757,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0.133394629898515,0,0,0,0,0,0,0.261436187556165,0,0,0,0,0,0,0,0,0,0,-0.0717633010173806,0,0,0,-0.146293116692763,0,0,0,0,0,0,0.133597328926154,0,0,0,0,0,0,0.117520128369257,0.0358844643696394,0,0,0,0,0,0.010389352091624,0,0,0,0,0.0517364399364977,0,0,0,0,0,0
X000807.SZ,0.091585383701648,0,0,0,0,0,0,0,0,0,0,0,0,0.336170602769794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394808179723088,0,0,0.103869772994291,0,0,0,0,0,0
X000786.SZ,0,0,0.0197465165245283,0,3.46944695195361e-18,0,0,0,0,0.0855192951480061,0,-0.040154788961486,0,0,0,0.0109606250936061,0,0,0,0.0424261171395188,0.0213585538300092,0,0,0,0,0.258792951624398,0,-0.00613600923108306,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0255505339783101,0.102275720238767,0,-0.149307964742454,0,0,0.0470487072224331,0,0,0,0,0,0,0.110127370897452,0,0,0,0,0,0,0,0
