,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X000708.SZ,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X002271.SZ,X600516.SH,X000786.SZ,X600489.SH,X002466.SZ,X000898.SZ,X002353.SZ,X600176.SH,X600299.SH,X002460.SZ,X601158.SH,X600426.SH,X000883.SZ,X000709.SZ,X600612.SH,X600583.SH,X600219.SH,X000629.SZ,X600315.SH,X000027.SZ,X000630.SZ,X000792.SZ,X000401.SZ,X600985.SH,X000553.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00964024759011002,0,0,0.0536214850050816,-0.0547932153034751,0,0,0,0,0,0,0,0.0193117871646021,0,-0.0121079609129116,0,0.0674014490144943,0,0,0,0.0743206334842564,0,0,0,0,0.0554400662104588,0,0.0704527168931474,0,0,0.0430040549753775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00789358121055624,0,0,0,0,0.0221423181620008,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163827244234235,0,0,0,0.0132673582665809,0,0,0,0.108840747835757,0,0,0,0,0,0,0,0,0.0557355020147677,0,0.0281120626015165,0,0,0.019622912678396,0,0,-0.0178708787055845,0,0,0,-0.0477543835012074,0,0,0,0,0,0,0,0,0.00231699802186222,0,0.317349102730687,0,-0.00953386770070803,0,0
X601088.SH,0,0,0,0.220071183721543,0,0,0,0,0,0,0,0,0,0,0.131111631137731,0,0,0,0.0477118242181219,0,0,-0.0867266265571601,0,0,0,0,0,0.225919454602327,-0.00432971385525343,0,0,-0.082484941995945,0,0,0,0,0,0.0132872891579311,0,0,0,0,0,0,0.121015471816433,0,-0.0853239563789496,0,0.0333410770569499,0,0,0,0,0,0,0,0.0227397199216541,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61188268427638,-0.0186164143801355,-0.0381332787680167,0,0,0.117395990297195,0,-0.0153947704132136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341803071551529,0,0,0,0,-0.00284491115862519,0,0,0,0,0.0267039437263421,0,0
X600309.SH,0,0,0,0,0,0,-0.142667941219474,0,0,0,0,0,0,0.0423973783089353,0.0143814800253427,0,0,0,0.0548561322069742,0,0,0,0.00616006137853596,0,0,0,0.0544667084360095,0.120286889410256,0,0.0391498027440703,0,0,0,0,0.0355144745538139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00124354636088026,0,0
X600019.SH,0,0,0.198605924181937,0,0,0,0,0,0.112121934681462,0,0,0,0,0,0,0,0,0,0.0273593914982493,0,0,0,0.00892704066238756,0,0,0,0,0.0982601414221038,0.0139144222902766,-0.00601520666136106,0,-0.0424042846459632,0,0,0,0,0,0,0,0,0.188375921116774,0,0,0,0,0,0,0,0.0271484047636855,0,0,0,0.00444370964698847,0,0,0,-0.0175222826735638,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.187975802617803,0,0.0553500195192815,0,0,0,0,0,0,0,0.156650937857917,0,0,0,0.0938359489355658,0,0.833613473318593,-0.0613269427672434,0,0.178742556494015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103159914406266,0,0,0,0,0,-0.00171067309821233,0,0,0,0.0653373684626219,0,0
X600011.SH,0,0,0,0.147188094150417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213756981155226,0,0.232270141194524,0,0,0,0.136352886893372,0,0,0,0,0.0411921906489507,0,0.139427955849425,0,0,0,0,-0.00513775418327262,0,0,-0.0901409204575403,0,0,0,0,0,0,0,0,-0.0235591531715589,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116235441188599,0,0,0,0.0149632123804238,0,0,0,0,0,0,0.0964623249850624,0.0502060225267794,0,0,0,0,0,0,0,0,0,0.053473804336277,0,0,0,0.203389351977137,0,0,0.00391841095703709,0.0051558972916804,0,0,0,-0.0142878650658997,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691334174090284,0,0,0,0,0,0,-0.118378917317268,0,0,0.17858654852717,0,0,0.0270032860545774,0,0,0,0,0,0,0.251397265487904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188039752689685,0.00944540526156301,0,-0.0221005041683555,0,0,0,0,0.0572657944683514,0,0
X600886.SH,0,0,0,0,0,0,-0.111046853186839,0,0,0,0,0,0,0,0.141816174854787,0,0,0,-0.0645351256674686,0,0,0.173945076433072,0.0403867287766953,0,0,0.0463682972770306,-0.219443653001384,0.000875479872387894,0,0.0767878719004534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205372892383053,0,0,0,0,0.161276637161172,0,0,0,-0.0196262955811453,0,0,0,0.0718656921310616,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623616122677835,0.124620717166639,0,0.100845393202399,0.0459142375315968,0,0,0,0.0336899534368068,0,0,0,0,0.00154707140283558,0,0,0,0,0,0,0,0,0,0,0,0,0.0177834289297752,0.162015545885069,0,0,0,0.0411910880473566,0,0,0,-0.0254448936540587,0,0
X600660.SH,0,0,0,0,0,0,-8.67361737988404e-19,0,0.14972461457674,0,0,0.0528328676105632,0,0,0,0,0,0,-0.0211283071751471,0,0,0,0.0261566448070795,0,0,0.139640163680164,0,0,0,0,0,0,0,0,0.0185282355786235,0,0.0272715226740567,0.127816155664449,0,-0.00542383534481742,0,0,0,0.0996362185954726,0,0,0,0.0813820837931582,3.46944695195361e-18,0,0,-0.00108732713750427,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,-0.180684772980565,0,0,0.17387841535713,0,0,0,0,0,0,0,0,0,0,0,0,0.0177086188383008,0.0859793419643874,0,0,0,0,0,0,0,0,0,0.190669554114538,0.0426641679861422,0,0,0,0,0,0,0,0,0,0.0811013668338801,0,0.017384393735903,0,0,0,0,0.000271511537404475,0,0,0,0,0,0,0
X000708.SZ,0,0,0.187326377892486,0,0,0,0.152780524287543,0,0,0,0.0651227173156402,0,-0.063659847643584,0.31318655923424,0,0,0,0,0.223662535521363,0,0.155725353974272,0,0,0,0,0.0736901361884018,0,-0.101036899775661,0,0,0,0,0,0,-0.0438424351604377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277130179576066,0,0,0,0.0146595784384724,0,0
X600362.SH,0,0,0,0.0181820468145173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203159243972903,0,0.0340364107373299,0.108152289893366,0,0.120523346567758,0.100084993192274,0,0.120384585495218,0.0151325395456084,0,0,0,0,0,0,0,0,0,0.0589506123070706,0,0,0,0,0,0,0,0,0,0,0,-0.00693048016808018,0.00948128926796114,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0277194929728515,0,0,0,0.0181796673627233,0,0,0,0,0,0.0750936426225188,0,0,0,0,0,0,0.0343100478660488,0,0,0.0756242852190633,0.0819806092928578,0.0775041012288982,0,0.127766794903891,0,0,0,0,0,0,0,0,0.111832655307173,0,0,0,0.0611660137269136,0,0,0,0,0.0107389829355636,0,0,0,0,-0.0108415457192836,0,0
X600795.SH,0,0,0,0,0.0251036891435723,0,-0.0398913322165569,0,0,0.0225544209489034,0,0,0,0.0363464406269572,0,0,0,0,0,0,0,0,0.04399474018881,0,0,0,0.013325557800117,0,0,0.0409201839657685,0,0.056294343924621,0,0.0405508079458882,0,0,0,0,0,0.0711172409449688,0,0,0,0,0,0,0,0,0,0,0,0.00462372219441798,0,0,0,0,0.0070645243467872,0,0
X600352.SH,0,0,0,0,0.0342047609180207,0,0,0,0,0.061616157086377,0,0,0,0,0.0606993958069213,0,0,0,0,0,0,0,0.335502381901125,0,0,0,1.73472347597681e-18,0,-0.0646445206075392,0,0,0.19145836443384,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900052086785984,0,0,0.0494024954303667,0.0236344653544028,0,0,0,-0.00345962353582931,0,0,0,-4.33680868994202e-19,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172624973624657,0,0,0,0,0,0,0,0,0.05311026003089,0,0,0,0.00616375771002904,0,0,0,0.072015046266659,0,0,0,0.110194359243944,0,0.0517693096252266,0,0,0,0.00390051618647758,0,0,0,0.164839938517496,0,0,-0.0959562465331639,0,0.12795178092995,0,0,0.0504476247583637,0,0,0,0,0,0
X600801.SH,0,0,0,0.32676605395161,0,0,0,0,0,0,0,0,0,0,0.0831515181058033,0,0,0,0,0,0,0,0,0,0,0.0118330107810623,0.0594093674473736,0,0,-0.00222967682325203,0,0,0,0.0975540048192078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277461188855186,0,0,0,-0.0106280756961093,0,0,0,0,-0.014297786629503,0,0
