,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X002466.SZ,X600188.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X002460.SZ,X300072.SZ,X601992.SH,X600176.SH,X600547.SH,X600886.SH,X600111.SH,X000786.SZ,X600516.SH,X000898.SZ,X000709.SZ,X002271.SZ,X600352.SH,X600027.SH,X600299.SH,X000792.SZ,X000825.SZ,X000553.SZ,X000408.SZ,X601699.SH,X601158.SH,X600219.SH,X600489.SH,X600808.SH,X000883.SZ,X000630.SZ,X000959.SZ,X600583.SH,X600426.SH,X002092.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.245321816319185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145128748735681,0.0167744804215812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148205487027581,0,0,0,0,0,0,0,0,0,0,0.183084314813048,0.0603636610670903,0,0,0,-0.00848974127505447,0,0,0,0,0,0,0
X600028.SH,0.416295009397534,0,0.07457840333351,0,0,0,0,0,0,0,0,0.278260885059832,0,0,0,0,0,0,-0.0920845338966722,0,0.246707124166691,0,0,0.132257180078476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837077342242385,0,0,0,0,-0.00394331286648864,0.00880491137949355,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0630600955400326,0,0,0,0,-0.0723506721636764,0.14446633790033,0,0,0,0,0,0,0,0,0,0.0888198372655081,0,0,0,0,0,0,0,-0.0772723386416835,0,-0.0361566194473115,0,0.00605044828606646,-0.00457766107930936,0,0.378512816898072,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0285463972022414,-0.0231846194386332,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.301673374675827,0,0,0,0,0,0.299501822407838,0,0,0,0,0,0,0,0,-0.115903965591387,0,0,0,0,0,0.146845178161947,0,-0.0259568858379125,0,0,-0.0140963374953849,0,0.00128448975851158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644133609520065,0,0.0226064275136986,-0.0258904505675745,0,0,0,0,0,0
X600585.SH,0,0,0.115607557269683,0.302542320006615,0,0,0,0,0,0,0.1906218827105,0,0,0,0,0,0,0,0,0.169874063082843,0,0,0,0.0949936357458609,0,0,0,0,0,0,0.0523861840127864,-0.231151996494719,0,0,0,0.037745506847013,0,0,0,0,0,0,0,0,0,0,0.0735769529632502,0,-0.0455199470477809,0.0373308317592326,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0572040375291827,0,0,0,0,0,0,0.10608075668504,0,0,0,0,0,0,0.0587708121129335,0,0,0,0.00372210010382897,0.188843821826131,0,0.0630275284484453,0,0.125722665932822,0,0,0,0,0,0,0,0,0,0.0215865076551915,0,0,0,0,0.000660344001710204,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155806045659782,0,0,0.0786446239705751,0.146704363595066,0,0,0,0,0,0,0,0,0,0,0,0,0.132765406270302,0.0607703842654959,0,0.0654855922917538,0.0100111528389975,0,0.0245949990064735,0,0,0,0,0,0,0
X601600.SH,0,0.231514454852043,0,0,0,0,0,0,0,0,0.030876209559472,0,0,0,0,0,0,-0.415762348119992,-0.264934333008403,0,0,0,0,0,-0.233458147983723,0,0,0.500238643067141,0,0,0,0,0,-0.14569375661549,-0.145261513645363,0.16581151502557,0,0,0,0,0,0,0,0,0,0,0,0,0.271585790053058,-0.39545294489119,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566654843062272,0,0,0,0.0754248738164479,0,0.144295115988431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169008164750028,0,0,0,0,0,0,0.0893987293747651,0.177169502011309,0,0.14265954171446,0,0,0.000678795842408895,0.00531090623970358,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487233845985472,0,0,0,-0.168971860326828,0,0.00885041589476452,0,0.273512996599637,0,0,0,0,0,0,0,-0.0158078015487224,0.115824113102813,0,0,0,0,0,0,0,0,-0.113888126504792,0,-0.0695843366537432,0,0,0,0,0.00526944008741521,0,0,0,0,0,0
X600188.SH,0,0.0539936333973032,0.409085819925625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658731456810664,0,0,0,0,0,0,0.0674821078044391,0.0125447799132899,0,0,0,0.112558085371616,0,0,0,0,0,0,0.434381124988565,0,0,0,0,0,0,0,0,0,0,0.0273197873554886,0,0.0066047613407197,0,0,0,0,0,0,0
X600688.SH,0,0.32416197791637,0,0,0,0.031305428494113,0,0,0,-0.0133544691263472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110871487712173,0,0,0,0.00369986109785326,0,0,-0.0259344182550525,0,0,0,0,0,0,0,0,0,0,0.0420697093249381,0.171559223845044,0,0,0,0,-0.0527663310241014,0.0528865903332926,0,0.179155945644351,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768573727958764,0,0,0.135163224121292,0,0,0,0,0,0,0,0.156706891993485,0,0,0.0395990697362868,0.0301511610967724,-0.0444635890880965,0.179664312871963,0,0,0,0,0,0,0,0,0,0,0.105114247702106,0,0.0994009607717145,0,-0.00471385065057937,0,0,0,0,0,0,0
X601991.SH,0,-0.0240366862637687,0,0,0,0,0,0,0,0.00398804310375965,0.0514072672834712,0,0.077444037458251,0,0,0,0,0.0148659592512067,0.097667218957783,0,0,0.03270279936616,0.132622035774473,0,0.0813865260019578,0,0,0,0,0.056066613607424,0,0,0,0,0,0.011420260168982,0,0,0,0,0,0,0,0,0,0,0,0,-0.00044541376948105,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269790093647923,0.171377498425495,0,0.141345351317261,0,0,0,0,0,0,0,0,0,0,0,0,0.462200385608382,0,0,0,0,0,0.448592585435348,0,0,0,0,0,0,-0.00430911738019818,0.0092411374069107,0,0,0,0,0,0
X600795.SH,0,0.0745994440961756,0,0,0,0,0,0,0.00407059826366191,0,0,0,0,0,0,0,0,0,0.0587656434649071,0,0.0457005438288413,0,0.0626680077632359,0,0,0,0,0,0,0,0,0,0,0.0588766188456375,0,0,0,0,0,0.0914399628212835,0,0,0,0,0,0,0,0,0.00962750445493147,0,0,0,0,0,0,0
X002460.SZ,0.0289459424411146,0.118209504597313,0,0,0,0,0,0,0,0.764386274477447,0,0,0,0,0,0,0,0,0,0,-0.29753084747946,0,0,0,0,0,0,0,0,0,0,0,0.107153855514113,0,0,0.0916618059716167,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.086208535507794,0,-0.0346153595731586,0.0557868435939909,0,0,0,0,0,0
X300072.SZ,0.372191888470147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111932667191156,0,0.0333276649932912,0.127160076799243,0,0,0,0,0,0,0,0,0,0,0,0,0.0601943443398871,0,0,0,0,0,0,0,0,0,0,0,0.159342558968106,0.215211484723752,0,0,0,0.00907217007120092,0,0,0,0,0,0
X601992.SH,0,0.0983168298592098,0,0,0.0239116967369331,0.0728704135504557,0,0,0.056713358101571,0,0,0,0,0,0,0,0,0.221751064445538,0,0,0.0123204621502386,0,0,0,0,0,0,0,0,0,0,0.192495624281097,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0.131356739006493,0.0556449728154579,0,-2.16840434497101e-19,0.00295926377239706,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108070804990705,0,0.243244759950912,0,0,0,0,0,0,0.309070690680125,0.0520838282269771,0,0,0,0.0438709775622955,0,0,0,0,0.254517443425988,0,0,0,0,0,0,0,0,0,0,0.104350067108368,0,0,0,-0.0513048607775743,0.0449094571500895,-0.769757677112605,0,0,0,0,0
