,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X000301.SZ,X600011.SH,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X601600.SH,X600547.SH,X600795.SH,X002271.SZ,X600803.SH,X600426.SH,X601991.SH,X000983.SZ,X600362.SH,X600176.SH,X600027.SH,X000723.SZ,X000629.SZ,X601699.SH,X600096.SH,X600348.SH,X000408.SZ,X600141.SH,X600160.SH,X000786.SZ,X600219.SH,X002353.SZ,X000933.SZ,X300073.SZ,X002080.SZ,X600157.SH,X600985.SH,X600549.SH,X600295.SH,X000807.SZ,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0125103506057906,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0584302474634664,0.303745384038749,0,0,0,0,0,0.0795256516691467,0,0,0,0,0,-0.117067014604567,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00959476132317822,0,0,0,-0.0200418896434872,0,0
X601088.SH,0,0,0,0,0.270490721543173,0.198900030086431,0,0,0,0.257153581906663,0,0.119747602962659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202184758867372,0,0,0,0,-0.0240430264638558,0,0,0,0,0,0,0.0583894811277568,0,0,0.0604857026107503,0,0,0,0,-0.0467751675239108,0.211293774260385,0,0,0,0,0.00348475471851447,0,0,0,-0.0174164243574726,0,0
X600028.SH,0,0,0,0.0605582799835544,0,0,0,0,0,0.0483389700885553,0,0,0,0,0,0.0200968905924449,0,0,0,0,0,0.00877512048118863,0,0,0,0.00214762179689093,0.0116718247031653,0,0,0,0,0.0127820631540482,0,0,-0.0188497996810336,0,0,0,0,0.0214594902955949,0,0.0165442685907157,0,0,0,0,0,0,0,0,0,0,0.00143910858418792,0,0,0,-0.0450140162430187,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0205622161709033,0.0859802782106848,0,0.104084982699328,0,0,0,0.0415049667987094,0,0,0,0,0,0,0,0,0.00670973510568348,0,0.0750482283974489,0,0,0,0,0,0,0,0,0,0,0.00450580409025124,0.0239078041205075,0,0.0493595178979662,0,0,0,1.73472347597681e-18,0,0,0,0.023969672556987,0,0,0,0,0,0,0,0.0129406643912349,0,0
X600188.SH,0,0.0391195702938536,0,0,0,0,0,0,0,0.546897429697864,0,0,0,0,0,0,0,0,0,0,0,0,-0.0470349519109457,0,0,0,0.20093697192708,0,0,0,0,0.0375958647245794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328832636883641,-0.00521930586272874,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.712863556498231,0,0.0214584449043092,0,0,0,0,0,0,0,0,0.0438253302455594,0,0,0,0,0,0,0,0,0,0,0,-0.0924388570850843,0,-0.17730380050524,0,0.0235926303921861,0,0.211407203645793,0.101793998050185,0,0,0,0,-8.67361737988404e-19,0,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0
X002460.SZ,-0.121532168697526,0,0,0,0,0.153016664961924,0,0,0.307384319593236,0,0.00495309173443259,0,0,0,0,0,0.019526051369666,0.0768862402661522,0,0,0,0,0.0934681272655095,0,0,0,0,0,0,-0.195376012344344,-8.67361737988404e-19,0,0,0,0,0,0.214808718343882,0,0,0,0,0,0.138424531532258,-1.0842021724855e-19,0,0,0,0,-0.115931788155212,0,0,0.125562290213575,-0.0711196264920317,0,0,0,0.0445114196575266,0,0
X600585.SH,0,0,0,0,0.171468864683224,0,-0.104074692373804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156173915373368,0,0,0.264669526550892,0,0,0,0,0,0.0107219375471558,0,0.00811206697874917,0.00225113764381296,0,0,0,0.227705225489501,-0.0253176944868714,0,0,0,0,0,0,0,0.0406187061963343,0,0,0,0.00607521598612765,0.0477051589278495,0,0,0,-0.0358729237850249,0,0
X000792.SZ,0,0,0,0,0.0138203270224665,0.242687852393305,0,0,0,0,0,0.108593095804326,0,0,0,0,0.0835773055368983,0,0,-3.46944695195361e-18,0,0,0,0.0067455302205793,0,0,0,0,0,0,0,0,0,0,0.102686646875804,0,0,0,0,0.240802399139712,0,0,0,0,0,0,0.0541558808618236,-0.0338376499024203,0,0,0,0,0,0,0,0,-0.0362365198667855,0,0
X601898.SH,0,0.0605132553852876,0,0,0.0641418786748272,0,0,0,0,0,0,0.0151881446840201,0,0,0,0,0,0,0,0,0,0.0135326103559979,0,0,0,0,0.333015315715603,0,0.0598792293316103,0,0,0,0,0.178827306303071,0,0,0,0,0,0.0300054509391463,0.157332114411242,0,0,-0.078550377950023,0,0.0272038860467699,0,0,0.0548004096407339,0,0,0.0320155363320716,-0.0227294787212503,0,0,0,0,0,0
