,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X600010.SH,X000301.SZ,X601600.SH,X000708.SZ,X600188.SH,X002271.SZ,X600660.SH,X601898.SH,X600011.SH,X600362.SH,X600176.SH,X600547.SH,X600426.SH,X600886.SH,X600219.SH,X000825.SZ,X000786.SZ,X000983.SZ,X000408.SZ,X002080.SZ,X000807.SZ,X600795.SH,X600803.SH,X000932.SZ,X300037.SZ,X601991.SH,X000898.SZ,X000723.SZ,X000959.SZ,X600295.SH,X600096.SH,X601699.SH,X600688.SH,X600801.SH,X002326.SZ,X600808.SH,X002192.SZ,X600157.SH,X600352.SH,X600027.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0154915341937009,0,0,0,0,0,0,0.0229695874156074,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.00840375172573506,0,0.003929164136735,0,0,1.73472347597681e-18,0,-0.0856146386136289,0,0,0,0.0259298485129132,0.100548488391275,0,0.0200543356445642,0.0103579850141044,0.0562521692368505,0,0,0,0,0,0,0,0,0,0,-0.0418068601474255,0,0,0,0,0,0
X600028.SH,0.22530828063339,0,0,0,0,0,0,0,0,-0.0910263341656825,0.032167792662201,0.060930674390396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409600680763385,0,0.0284010661753482,0,0,0.0433445785165095,0,-0.0067150926278632,0,0,0,0,0,0,0,0.00226290116581701,0,0.081449421548529,0,0.00616706194947334,0,0,0,0,0,0,-0.00946043165295171,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.0249871278132855,0,0,0.0848217563887449,0,0,-0.0263828142490092,0,0.200143314038812,0,0,0,0,0,0.0723338191472389,0.0535532323191439,0,0.0658674542631678,0.029212768859004,0,0,1.73472347597681e-18,0,0,0,-0.106734293212281,0,0,0,0,0,0,0,0.0856971335556032,0,-0.0184684467425632,0,0,0,0,0,0,0.00352768598706904,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.100711037670668,0,0.0169369785528738,0,0,0.00301138632371397,0,0.0789964356951856,0,0,0,0,0,0,0.0399291317784498,0,0,0,0.015330286399444,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0125965763017521,4.33680868994202e-19,0,0,0,0,0,0.0304873707862419,0.000122165709952375,0,0,0,0,-0.0271253765504697,-8.67361737988404e-19,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0474142955598889,0.354659784374383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193846351362527,0.0753386185869803,0,-0.0607281246466865,0,0,0,0,0,0,0.114973959546238,0,0,0.161649949529311,0,0.0623958753071647,0,0,0,-0.0687942735617881,0.0361421887058444,0,0.213031427287115,-0.0162621512401631,0,0,0,0.0281239609338698,-0.0402419147040066,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0267444746140918,0,0,-0.0663324864200277,-0.0757827323056668,0,0,0,0,0,0,0,0,0,0.132156146821636,0,0.0400919897011395,0,0,1.73472347597681e-18,0,0,0,0,-0.0393856558945632,0,0,-0.0314700434565447,0,0,0,0,0.0551767811081473,0.6309099485174,0,0,0,0,0,0,0,0,0.00983789906982616,0,0,0,0.0180996649258955,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.127874418082676,0,0,0.0375449081603971,0.0142311543794026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251461415070638,0,0.401461080076142,0,0,0,-0.0157178574887901,0,0,0,-0.00626349599468571,0.096073690077034,0,0,0,0,0,-0.043467562050707,0,0,0,0,-0.177301502046847,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316073532124894,0,0,-0.0647682637417372,0,0,0,0,0,0,0,-0.111797874696374,0,0.165381022971955,0.128494822499587,0,0,0,0,0,0,0,0,-0.336592632447725,0,0.184423946287418,0,0,0,0,0.0296863045091589,0,0,0,0,0,0,0.0415314798665525,0.0715770678051916,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.531846273647974,0,-0.247018905020482,0,0,0,0.23842410484444,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114048573789909,0,0,0,0.0657780293913416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173636392858256,0,0.146902978275878,0.0535534292715624,0,0,0,0,0.0203441946952925,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.173142046747909,0,0,0,0.301917369761406,0,0,0,0.309348539596046,-0.102706672647239,-0.0527969537824932,0,0,0,0,0,0,0,0,0,0,0.049714182036996,0,0,0.190621280277268,0,8.67361737988404e-19,0,0,0,4.33680868994202e-19,0,0,0,0,0.0157002032710108,0,0,0,0,0.086387090821576,0,0.0884861989402723,0,0,0,0,-0.0528584185560623,0.0731281000137494,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.304364914587599,0,0.285641629048969,0,0,0.0203490205016982,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127929989455913,0,0,-0.0310249304441472,-3.46944695195361e-18,0,0,0,0,0,0,0.242622476924333,0,0,0.01433965169562,0.0623602425748802,0,0,0,-0.0120917276817636,0,0.0992376100742919,0,0,0,0,0.00852869921740257,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,-0.0865242063954404,0,0,0,0,0,0,0,0,0,0,-0.269664008499674,-0.148604592266386,0,0,0.21066944136305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226840886168096,0,0,0,0.155356492085354,0,0.368431557431886,0,0,0,0,-0.0216749947688887,0,0,0,0,0,0.0168296036138719,-0.098613807727496,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.106090389841595,0,0,0,0.0824993234036997,0,0,0,0,0,0,0,0,0,0,0,0.030692185479298,0.111001209758982,0,0,0,0.286273577152089,0,0,0,0,0,0,0.000269938146003451,0,0.0195760370213439,0,0,0,0,0.0748743433582032,0.21254083641594,0,0,0,0,0,-0.0184969057688689,0,0,0,0,0,0,0
