,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X000708.SZ,X600010.SH,X000301.SZ,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X000786.SZ,X601991.SH,X600489.SH,X600985.SH,X002271.SZ,X600160.SH,X000408.SZ,X000630.SZ,X600176.SH,X000807.SZ,X000933.SZ,X000932.SZ,X600348.SH,X601168.SH,X600219.SH,X600612.SH,X002128.SZ,X300037.SZ,X600688.SH,X600157.SH,X000027.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.424923812429823,0,0,0.0992912002260748,0,0,0,0,0,0,0,0.133674551197802,-0.263178704219646,0,0,0,0.0346777259334264,0.123742347879984,0,0,0,0,0,0,0,0,0,0.0730783930609363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00493562797384138,0,0,0,0,0,0,0
X600028.SH,0.462391465050304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456022923912439,0,-0.123512038175737,0,0,0,0.140445130410174,0,0,-0.0876184586510499,0,0,0,0,0,0.0502586082870186,-0.0207481187262672,0,0,0,0,0,0,0,0,0,0,-0.0511497929354591,0.0437987547380531,0,0,0,1.73472347597681e-18,0,0
X601088.SH,0,0.00983724202934913,0,0,0.340618889429001,0,0,0,0,0,0,0,0,-0.0134610379026908,0,-0.0444804547087062,0.0882708649257088,0.0797610252245322,0,0,0,0,0,0,0.145630330137444,-0.0402833965679155,0,0,0,0,0,0.00978193028712704,0,0,0,0,0,0,0.0140167963880119,0,0,0,0,0,0,0,0,0,0,0,0,0.0234514486045157,0,0,0,0,0.0582741330158548,0,0
X600309.SH,0.0456867282730271,0,0,0,0.137082055284748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251794130621271,0.081735541255137,0,0,0,0,0,0.215298021164263,0.144705369692347,0,0,0,0,0,0.198012603514972,0,0,0,0,0.031452684057685,0,0,0,0,0,0.252591196254411,0.180959583941081,0,0,0,0,0,-0.075415028605944,0.0500482360384854,-0.0689703162810815,0,0,0,0,0
X600188.SH,0,0,0,0.0427984111553119,0,0.167903719489304,0,0,0,0,0,0,0,0,0,0,0,0.45863317765419,0,0,0,0,0,0.0396163235661996,0,0,0,0,0,0,0,0.00142618931309146,0.0893676724971009,0,0,0,0,0,0.0616988463316596,0,0.07853583492958,0,0,0,0,0,0,0,0,0,0,-0.000618224541181279,-0.00699587006925338,0,0,0,0,0,0
X601898.SH,0.149584977139451,0,0,0,0.147492915674958,0,0,0,0,0.200934493639045,0,0,0,0,0,-0.0833748331980168,0,0,0,0,0,0,0,0.204012832132861,0,0,0,0,0.0296332593481892,0,0,0.0103395792842911,0,0,0,0,0,0,0,0,0,0,0,0.0317334329728551,0,0,0,0,0,0,0.058165939997963,0.0197389776244407,-0.00765604579092805,0,0,0,0,0,0
X600011.SH,0,0,0,0.021969627800362,0,0,0,0,0,0.16068833356925,0,0,0,-2.16840434497101e-19,0,0,0,0,0,-0.0441208842802302,0,0,0,0,0.422602963241405,0,0,0,0,0,0,-0.0320986327860209,0.00240449626398931,0,0,0,0,0,0,0,0,0,0,0,0.121628026096809,0,0,0,0,0,0,0.00235108243389983,0.000810389360502147,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0134622044320091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.132780004185914,0,0,0,0,0,0,0.168681701848242,0,0.318537932825599,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0110545730744515,0,0,0,0,0,0,0
X600585.SH,0.156527312193115,0,0,0.157153108133406,0,0,0,0,0,0,0,0,0,0,0,0.160566193048182,0,0,0,0,0,0,0,0,0,0,0,0.0117806861528966,0,0,-0.0564363569639563,0,0.017305802400339,0,0,0,0.114284930913741,-1.73472347597681e-18,0.00261513787466909,0,0,0,0,0,0,0,0,0,0,0,0,0.0123630883015748,0.00255085747086826,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.104526253987625,0,0,0,0,0,0,0,0,0,0,0.378900147967674,0.0859377385658336,0,-0.104795014550085,0,0,0,0,0,0,0,0,-0.0525167515440647,0,0,0,0,0,0,0,0,0,0,0,0.0133131023443538,0,0,-4.33680868994202e-19,0,0.054986787551603,0,0,0,0,0.0647340729464474,-0.0166764475115435,0.0242053890945505,0,0,0,0,0,0
