,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X000983.SZ,X600027.SH,X600489.SH,X600803.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000630.SZ,X000408.SZ,X600985.SH,X000933.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X000723.SZ,X002128.SZ,X601168.SH,X600157.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.671803257584252,0,0,0,0,-0.08419400580758,0,0,0,0,0,0,0,0,0.19617342936735,0,0,0,0,0.0209458473016866,0,0,0,0,-0.251066636132847,0,0,0,0,0,0,0,0,-0.00409408884774129,0,0,0.00623094831358296,0,0,0,0,0,0,0.0193295422927638,0,0,0,0,0,0,0,0.0150884311924959,0,0,0,0.0582649153356693,0,0
X600028.SH,0.473058884676619,0,0.0315001170159597,0,0,0,0,0,0,0,0,0.0371018978281379,0,0,-0.0514815555591554,0,0,0,0,0,0,0,0,0,0.0651627777190719,0,0,0,0.0931698478746383,0.0489624206182592,0,0,0,0,0.0661039406198216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577489558853131,0,0
X601088.SH,0.0973044739732478,0.107764545876499,0,0,0.0908656565779194,0,0,0,0,0,0,0,0.0350276064303356,0,0,0,0,0,0,0,0.0108007490580675,0,0,0,0.0556874440712124,0,0.0953596537092181,0,0,0,0,0.107762518093054,0,0,-0.0257395526978167,0,0,0,0.00351860555450814,0.0246763394105727,0,-0.149551107833075,0,0,0,0,0,0,0,-0.0336162136406264,0,0.00817598714271139,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0513105709319713,0,0,0,0,0,0.124653410038025,0,0,0,0,0.109124845005497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158439731512531,0.0273831340023068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491771400864475,-0.0437203768106331,0,0,0,-0.175467510540603,0,0
X600188.SH,0,0,0,0,0,0.107190863660519,0,0,0.236578227881276,0,0,0,0,0,0,0,0,0,0,0,0,0.0596918718228733,0,0,0.00253996747021387,-0.0766224089657864,0.46233817423237,0,0,0.0834420556921319,0,-0.183945080790252,0,0,0,0,0,0,0.0514334637730857,0.118450933822918,0,-0.0107022627418826,0,0,-0.0405307631760384,0,0,0,0,0,0,-0.00677959501204317,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.283321902052276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114970240795924,0.193079318928532,0,0,0.593695807947287,0,0.00843153970154099,0.286671981121559,-0.137052154632502,0,0,0,0,0,0,0,-0.0374289764614715,0,0.00334013859288135,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0258611084755333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110867960503883,0.26596788749501,0,0,0,0,-0.115262888767348,0,0,0,0,0.0839997397040498,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0232827865903306,0,0,0,0,0,0,0,0,0.0179960528564561,-0.0268062714801712,0.0365640179596352,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0567229905235682,0,0,0,0,0,0,0,0.167508486849318,0,0,0,0,0,0,0,0.0865643103111534,0,-0.167493253908149,0,0,-0.0207583482962506,0,0.283463480990067,0,0.00848260547856563,0,0.0832834814416342,0,0,0,0,0,0,-0.0134084268002736,-0.0560396722499902,0,0.173682449578518,0,0,0,0,0,0,0,0,0.057439790741438,0,-0.0386893830131219,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.28405231761266,0,0,0,0,0,0.0236943659628805,0,0,0,0.100167107953552,0.0202140508186878,0,0,0,0,0,0,0,0,0.23799941969692,0,0.0363299211838427,0,0,0.172252219948498,0,0.0134645151099602,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0629762052255085,0,0,0,0,0,0,0,0,0,-0.00555821514805007,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0294427007241279,0,0,0,0,0,0,0,0,0,0,-0.145692176226668,0,0,0,0,0.0086369017522213,0,0.48507875817631,0,-0.0191221966667472,0,0,0,0.0407841944833717,0,0,-0.090375662002202,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0298971369332072,-0.0461963887175688,0,0,0,0.062575431558888,0,0
