,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X000877.SZ,X002271.SZ,X000708.SZ,X600011.SH,X601898.SH,X600010.SH,X601600.SH,X600547.SH,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000786.SZ,X600803.SH,X600096.SH,X000983.SZ,X600219.SH,X000408.SZ,X601699.SH,X000807.SZ,X600795.SH,X601991.SH,X600801.SH,X000932.SZ,X000825.SZ,X002353.SZ,X002080.SZ,X000630.SZ,X600985.SH,X600295.SH,X600688.SH,X600489.SH,X600486.SH,X000959.SZ,X600157.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.200460598088876,0,0,0.0778259166179579,0,0,0,0,0,0,0,0.117601780564226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098633408085811,0,-0.00856354992850895,0,0,0,0.0809927954003414,0,0,0,0,0.236799993608128,0,0,0,0,0,0,0.00494669600989593,-0.0348587713762353,0.124745073588348,0,0,0.0407690533279513,0,0
X601088.SH,0.142933559108524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00342696419377548,0,0,0,0,0,0,0,0,0.0105523554645877,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.344204946470019,0,0,0,0,0,0,0.140011023988937,0,0,0.0326298022434689,0,0,0,0.0760261642461212,0,0
X600028.SH,0.0347432877108367,0,0,0,0,0,0,0,0,-0.0543719132884185,0,0,0,0,-0.0127403478630553,0.0503051814262593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209800309971327,0,0,0,0,0,0,0,0,0,0,0,0.054335420210593,0,0,0.253182228894379,0,0,0,0,0,0,-0.0140113659883941,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0585452625299397,0.195772329544849,0,0,0,0,0,0,0.197388131231537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761154875883686,0,0,0,0,0,0,0.0583871379181888,0.0316191271149777,0,0,0,-0.00289055684988995,0.0154434606686264,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189116258630067,0,0,0,0.0828717070578172,0,0.0583271264214042,0,0,0,0,0.0238780039880688,0,0.0101663206654461,0,0,0.444750145250084,0,0.0570779369297999,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105135653250843,-0.00164436975644095,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.00884097286249253,0,0,0,0,0,0,0.0981318384572589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136589274191474,0,0.39093718844465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201159705731872,0,0,0.0572983013595114,0,0,0,-0.000276460666125182,0,0
X002460.SZ,0,0,0,0,0,0,0,-0.0212451972432383,0.0846245871709496,0.0555905917091135,0.38900713647965,0,0,0,0,0,0,0,0,0,0.0305755017466869,0,0,0,0,0,0,0,0,0,0,0.0698948250327215,0,0,0,0,0,0,0,0,0.150768477005366,0,0,0,0,0,0,0,0,0,0.266817909601596,-0.0324674459688921,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.239680790632022,0,0,0,0,0,0,0,0,0,0.14747738534928,0,0,0,0,0.0411587578019113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319558089112943,0.22826986295462,0.0561943166989093,0,0,0,0.0330208592703244,0.0678889144845077,0,0,0,0,0,0.00684717615493768,0,0,-0.00927824026861912,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.265047060646954,0.209683627919481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379848942688717,0,0,0.214791938872194,0,0.0408839991667063,0,0,0,0,0,0,0,-0.306850274620364,0,0,0,0,0,0,0,0,0,0,0.0397140888284451,0,0,-0.00570362184151486,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0160171772393835,0.287173912447763,0,0,0,0.00793588637536103,0,-0.0454101066527832,0.0616167249407118,0,0,0.0964245046806286,0,0,0,0.161831122157995,0,0,0,0,0.0916587191322997,0.0377283367033562,0,0,0,0.11272760907574,0,0,0.116518254877711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626038653618723,0,0,0,0,0,0,0
