,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X300072.SZ,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X600309.SH,X600660.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X000898.SZ,X000723.SZ,X600583.SH,X000883.SZ,X000983.SZ,X000408.SZ,X600352.SH,X600549.SH,X000959.SZ,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000630.SZ,X600021.SH,X000012.SZ,X000060.SZ,X601699.SH,X002460.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0441116033839445,-0.0255783397056324,0.0273753037684717,0,0,0,0,0,0.0219525486510937,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0338322365745893,0,0,0,0,0.00923071668131268,0,0,0,0,0.0209192014214459,0,0,-1.0842021724855e-19,0.00673029229610589,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0290102991806635,0,0.0591903215095985,0,0,0,0,0,0,0,-0.0327922106902739,0,0,0,0,0.0299360961894878,0,0,0,0.00434036844050825,0,0,0,0,0,0.0823228108583698,0,0,0.0594100702419585,0,0,0,-0.0125628388795364,0,0,0,0,0,2.16840434497101e-19,0,0,-0.00851126065614762,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.133609736940914,-4.33680868994202e-19,0.125566940743198,0,0,0,0,0,0,0,0.0492242123072773,0,0,0.0901100019943099,0.0233486836687366,0,0,0.0114856488698277,0,0,0,0,0,0,0,0,0,0,0,0.0194600983558925,0,0,0,0,0,0,0,0,0,0,0.00170908899535278,0,0,0,0.0619819636596259,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0573294949711722,0,0,0.0884428042620897,0,0.0987799868444246,0,0,0.0876498383320413,0,0,0,0,0,0,0,0,0,-0.0243767859814418,0,0.0382089276207649,0,0,0,0,0,0,0,0,0.0158854234390668,0.266639094691865,0,0,0,0,-0.137161858984017,0,0,0,0,0,0,0.0463620035266246,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.07094579526125,0,0,0,-0.0192772999827736,0,0,0,0,0,0,0,0,0.146826352685084,0,0,0,0,0,0,0,0,0.0495647578249042,0.0414176015311346,0,0,0,0,0,0,0,0,0,0.0905038207893106,0,0,0,0,0,0,0,0.00630148029986738,0,0.100075336841466,0,0,2.16840434497101e-19,-0.00698500111905383,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0776257838571392,-0.0201045345252144,0.134450805907118,0,0,0,0,0,0,0,0,0,0,0.21843353827736,-0.110215421855184,0.194510485392064,0,0.132766582251259,0,0,0,-0.106522625733418,0,0,0,0,0,0,0,0,0.106450072187621,0,0,0,0,0,0,0,-0.106541306544504,0,0,0,0,0.042416102634198,0.00211751878346283,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0396277345550336,0,0,0,0,0,0,0,0,0,0,-0.0203744981690535,0,0.0469818354764808,0,0,0.0110960487549829,0,0,0,0,0,0,0,0,-0.0077140448419995,0,0,0,0.0311009462560532,0,0,0,-0.0041283396295144,0,0,0,0,0,-0.00449752920876091,0,0,-0.0825206650005494,0.036882207862797,-0.00943065698141952,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.150668511440042,0,0.011996452333242,0,0,0,0,0,0,0,0.0786394900678184,0.0183241579519895,0,0,0,0.115804756359422,0,0,0,0.0247118745040937,0,0.307574891915818,0,0,0,0.0122226293944282,0.0850719933931997,0,-0.0605557557563631,0.0539005157281503,0,0,0,0,0,0,0.0185945552030906,0,0.250806286248051,0,0,0.0193116155940381,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0710135977551995,0,0,0,0,0.15052708260103,0,0,0,0.0126194797036355,0,0,0,0,0,0.232032470674282,0,0,0,0,0,0,0,0.109020619800615,0,0,0,0,0,0.0613638362066455,0,-0.019987118481091,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.161512040310036,0,0,0,0,0.112985869933588,0,0,0,0,0,0,0.670651192267745,0,0.133301310135192,0,0,0,0,0,0,0,0,0,0,0,0,-0.207856630986774,0,0,0,0.0191839682535255,0,0,-0.134941111365042,0.121271651776801,0,0,0,0.0128423235710691,0,-0.0957325314884796,0,0.110510221714516,0.12666409399562,0,0,0,0.134009514924295,0,0
X600188.SH,0,0,0,0,0,0.0669303710091717,0,0,0,0,0,0,-0.165585300026491,0,0,0,0,0,0,0,0,0,0.0513142214101251,0,0,0.060696531969043,0,0,0,0,0,0,0,0,0,0.582604417809682,0,0,0,0,0,0,0,-0.0556945848412825,0,0,0,0.369516059697118,0.00963276612683682,-0.0930798606984228,0,0,0.107838321403304,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0493359545921941,0,0,0.177401075582111,0.0428656699792415,0,0,0,0,0,0,0,0,-0.0172673611940459,0,0.0457862543845202,0.044710345195732,0,0,0,0,0,0,0,0,0,0.0694857361854179,0.00801559070497061,0,0,0.0245425785457034,0,0,0,0,0,0,0,0,0.00192380057467907,0,0,0,0,0,0,0
X300072.SZ,0,0,0.0139929917961918,0,0,0,0,0,0,-0.0645035353628932,0,0,0,0,0,-0.446181871818925,0,0,0.171139475087494,0,0,0,0,0.173035649604303,0,0,0,-1.73472347597681e-18,-0.243639746016722,0,0,0,0,0,0,0,0,0,0,0,0,0.173753614144845,0.191350863015119,0,0,0,0,0,0.235072776927724,0.0612522709589552,0,-0.0103963808891659,0,0,0,0,0,0,0
