,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X601600.SH,X600660.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600111.SH,X600010.SH,X002460.SZ,X600027.SH,X601699.SH,X600160.SH,X000301.SZ,X002466.SZ,X600489.SH,X600426.SH,X000983.SZ,X600803.SH,X601991.SH,X000786.SZ,X000877.SZ,X600985.SH,X000933.SZ,X000807.SZ,X600176.SH,X000630.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X000883.SZ,X002271.SZ,X600348.SH,X000027.SZ,X000932.SZ,X601666.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.156856685795574,0.127863533871082,0,0,0,0,0.0307342567695008,0,0.205224084700389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0791296745788041,0,0,0.0462589214776815,0,-0.143378753275282,0,0,0,0,0,0,0,0,-0.0717611266313673,0,0,0,0,0.200050828566606,0,0,0,0,0,0,0,0,0
X601088.SH,0.18844509134395,0,0,0,0.0743409708229813,0.0769153426630411,0,0.0098451755511155,0,0,0,0,0,0,0.0853993309603944,0,0,0,0,-0.0329639081399391,0,0.0516455489190725,0,0,0,0,0,0.0793203025749988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00786410542806774,0,0,0,0.129993097653571,0,0,-0.00500394479374899,-0.028168930914894,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0933844669859247,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133905502275215,0,0.0390829848317402,0,0,0,0,0,0,0,0,-0.118571156026418,0,0,0,0.157739767581932,-0.0269304553748242,0,0,0.0315062739649364,0,0,0,0,0,-0.0495731106960773,0,0,0,0,0,0,0.00370106647561049,0.0252816742571872,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110323326953515,0.0600934503433892,0,0.0711822457719991,0,0,0,-0.212332327891966,0,0.0708754623873115,0.0304253901468994,0,0,0,0,0,0.0228750867713532,0,0,0,0,0.202153576797565,0.0402668584224646,0,0,0,0,-0.13370954276851,0,0.164334241905433,0,0,0,0,0,0,0,0,-0.0547428267209958,0,0,0,0,0,0
X600188.SH,0.0356879696808053,0,0,0,0,0.219718271205641,0,0,0.0192899128445032,0,0,0,0,0,0,0,0,0.0413116936344832,0,0,0,0.252806044195188,-0.0180342675388738,0,-0.012308251774958,0,0,0,0,0,-0.110903436609934,0,0,0.0109511467135619,-1.73472347597681e-18,-0.0472480919794962,0,0.0136908619198019,0,0,0,0,0,0,-0.0205299282947863,0.236171750087835,0,0,0,0,0,0,-0.0010313039609629,0,0,0,0,0,0
X601898.SH,0,0.252189656801678,0,0,0.0661147489380854,0,0,0.181937742577673,0,0,0,0.168592264913445,0,0,0,0,0,-0.0172260250960945,0,6.93889390390723e-18,0.183029065846194,0.0145022912437134,0,0,-0.045922062543648,0,0,0,0,0,0,0,0.506702780855144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169552445355022,-0.090824762486444,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0130606154211782,0,0,0,0.0845491821358268,0,0,0,0,0,0,0,0.109219991071321,0,0,0.0156099790591323,0.0542398878249672,0,0,0,0,0,0,0,0.126960517261825,0,0,0,0,0,0,0,0,0,0.116079522249231,0,0,-0.118980170634222,0,0,-0.0197585134508214,0,0,0.0387330045512281,0,0,-0.0738624191344276,0,0.00487688988310385,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442812011652078,0,0,0,0,-0.0807326792648955,0.0933856526923115,0,0,0,0,0,0,0,0,0.300197230201901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382361121922887,0,0.0221838734336639,0,0,0,0,0
X600547.SH,0,0,0,0,-0.273497704392452,0,0,0,0,0,0.0344891046557859,0,0,0,0,0.044908944118015,0.176265949313823,0,0,0,0,0,0,-0.129633615903275,0,0.619794328137359,0,0,0,0,0,0,0.0127817522903311,0.127528267369728,0,-0.0553255182481202,0,0,0,0.0395975216519874,0,0,0,0,0,0,0,0,0,0,0,0,0.00950219634594718,-0.0865113300992708,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.074556364474522,0,0,0,0,0,0,0,0.224557304943366,0,0,-0.015210474864458,0.207417527980206,0,0.0777495735272524,0,0,0,0.0414199821868001,0,0.0729919450787878,0,0,0.0520020130684563,0,0.022149964547774,0.248674782634264,0,0,0,0.199181846794128,0,0,0.182761668664616,0,0,0,0,0,0,0,0,0,0,0,0.124026740471354,0,0,0,0,0
X600660.SH,0.00257001618611339,0,0,0,0,0,0,0,0,0,0,0,0.0658409240223689,0,0,0,0,-0.0447775915167012,0,0,0,0,0.0120345317329341,0,0,0,0.127910858961933,0,0,0,0,0,0,0,0,0,0,0.060329646566134,0,0,0,-0.0458219621022143,0,0,-0.00601241520185838,0,0,0,0,0,0,0,0.00848319855776421,0,0,0,0,0,0
X600585.SH,-0.0186544837968526,0,0,0.160330002902241,0,0.113546888015248,0,0,0.0642416035002409,0,0,0,0,0,0,0,0,0,0.0823123301205125,0,0,0,0,0,0,0,0,0,0,0,0.0315580695896085,0,0,0,0,0.0948277198957137,-0.00477923710819775,0,-0.0225036655275441,0,0,0,0,0,0.0257641424544985,0,0,0,0,0,0,0.0163280023712713,-0.00932673222495866,-0.245239797005938,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0204880700529694,0,0,0,0.473946139664392,0,0,0,0,0,0,0,0,0,-0.0447743251520327,0,0,0,0,0,0,0,0,-0.0054914779744571,0,0,0.0115550915675047,0.101553576557755,0.0154363281736848,0,0,0,0,0,-0.0943976655896458,0,0,0,0,0,-0.106696160199039,-0.0653979526780659,0.027245045297485,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.0397727460067481,0,0,0,0,0,0.121869657108986,0.0472217350375022,0,0.270201620295499,0,0,0,0,0.132345505257593,0,0,0,0,0,0,0,0,0.0394205056123531,0,0.00605565199449539,0,0,0.0382819952587226,0.0613332696034322,0,0,0.084809585876371,0,0,0,0,0,0.0215347054883693,0,0,0.00812754334423518,0.011774674024085,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.368981458575842,0,0,0,0,0.102081905221581,0,0,0,0,0,-0.00108760501849398,0,0.287964938697189,0,0,0,0,0,0,0,0,0.112050550738766,-0.0665874656048497,0,0,0.0542539565975128,0,0,0,0.00285224973588642,0,-0.0115100197261084,0,-0.0055086719435261,0,0,0,0,0,0,0,0,0,0.0544885337995404,-0.0354928875273354,0,-0.029862647815247,0,0,0,0
X600362.SH,0.0227982055910376,0,0,0,0,0,0,0,0.209209246884629,0,0,-0.0239362768848117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990945820106393,0,0,0,0,0,0,0,0,0.134641815104435,0.0453802417741893,0.374503940774697,0,0,0.204739880107104,0,0,0,0,0,0,0,-0.0988264578119433,0,0,0,0,0,0.012275112622533,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.161980830048938,0.221867325472623,0,0,0,0,0,0,0,0,0,0,0,0.0328489441501308,0,0,0,0,0,0,0.155401077295673,0,0.134224565315276,0,0,0,0,0,0,0,0,0,0,0,0.100486900102974,0,0,0.0155600136323397,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183057563524176,0,0,0,0,0.538279709496056,0.0568110394787223,0,0,0,0,0,0,0,0,0,0,0,0.0247014633609166,0,0,0.110371612824104,0,0,0,0.00926607650793992,0.106617864533984,0,0,0,0,0.0612836857264798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,-0.0774487814015401,0,0,0,0,0.0466700314339417,0,0,0,0,0,0.31722163667582,0,0,0,0,0,0.544799462358063,0,0,0,-0.0584986595283114,0,0,-0.00609433795737433,0,-0.00225673991266755,0,-0.0414485001227367,0,0,0,0,0,0,0,0,0,0,0.00394560774975783,0,0,0,0,0,0,0,0,0,0,0,0.0660010992524566,0,0,0,0,0,0,0
X002460.SZ,0,-0.0619008179696823,0,0,0,0,0,0,0,0,0,0,0,0.0835687928729007,0,0,0,0.0300302599437747,0,0,0,0,0,0,0.873574546557122,0,0,0,0,0,0.111603028985831,0.00261062251182655,0,0,0.0289152536058301,0,0.00895067310177251,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0220037622610263,-0.0197412765527343,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.453677578389669,0,0,0,0,0,0,0.254103035855277,0,0,0,0,0.0277927842259345,0,-0.0266654113309827,-0.0934700368433905,0,0,0,0,0,0,0,0,0,0,0,0.0398471699923216,0,0.110632296191629,0,0,0.0314792586600227,0,0,0,0,0,0,0,0,0,-0.0597061271002984,0,0,-0.0398113532997498,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.207042003397358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0867872018001246,0,0.0208939250714381,0,0,0,0,0.139987529567058,0,0,0,0,0,0,0,-0.200477882821695,0,0,0,0,0,0.189433971381275,0,0,0,0.716960493296079,0,0,0,0,0,0,-0.0562936898447103,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286771472983362,0,0,0,0,0.0574072517510485,0,0,0,0,0,0,0,-0.433393351184865,0,0,0.0977915860480874,0,0,0,0,-0.0527607873929326,0.12491043014765,0,0.0679311211924379,0,0.0147776922879729,0.239800519969953,0.100662193205626,-0.0679512284782576,0,0,-0.0371274126761214,0,0,0,0,0,0
