,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X601600.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X000898.SZ,X600547.SH,X002466.SZ,X600516.SH,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X600352.SH,X600299.SH,X600808.SH,X000709.SZ,X002460.SZ,X002110.SZ,X300072.SZ,X000553.SZ,X600339.SH,X600583.SH,X000932.SZ,X600801.SH,X000786.SZ,X600426.SH,X601158.SH,X000883.SZ,X000301.SZ,X000629.SZ,X600219.SH,X000792.SZ,X000408.SZ,X601699.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00628784057187419,0,0,0,0,0.0672431130614379,0,0,0,0,0,0.0737705748942734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749771364603717,0.11727226723992,0,0,0.0723520232990117,0,0,0.117617935378604,0,0.0826785455450367,0,0,0.0117585619551115,0,0,0,0,0,0,0,0,0,-0.134001705640444,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.278332050040578,0,0.0579301679260779,0,0,0,0,0.0924356894329949,0,0,0,0,0,0,0,0,-0.0596543379865911,-0.0494746416419238,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503128654488689,0,0,0.025445187529743,0,0.063773939709182,0,0,0,0,0,0,0,0,0,-0.128280206067195,0.0108227786407173,0.0208263171589687,0,0,0,0,0,0
X601088.SH,0,0.0664826963720239,0,0.172131721488714,0,0.0631767928304933,0,0,0,0,0,0,0.0334782898081621,0,0,0,0,0,0,0.0421849789757686,0,0,0,0,0.00943749903589382,0,0,0,0,0,0,0,0,-0.0248248346097122,0,0,0,-0.0316768986600104,0,0,0,0,0,0,0,0,0.366398892781814,0.0226242777129297,0,-0.00751382283397726,-0.0353690973918656,0,0,0,0,0,0
X600585.SH,0,0,0.191010822860154,0,0,0,0,0,0,-0.0117836329259438,0,0,-0.0680009670606779,0,0,0,0,0,0,0.0701853439330013,0,0,0,0,0,0,0,0,0,0,0,0,0.0678805066819591,0,0.107533158438733,0,0.32843298487763,0.254430375923287,0,0,0,-0.0969490360244561,0,0,0,0,0,0,0,-0.00724220743730916,-0.0116279757125974,0,0,0,0,0,0
X600019.SH,0,0,0.0657747326619623,0,0,0.114408015773641,-0.00528316101686904,0,0,0,0,0,0,0,0,0,0,0.152255076905634,0,0,0,0,0,0,0,0,0,0,0,0,0.165575557671087,0,0,0,0,0.296690218657815,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00780478749620488,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0340615832343582,0,0,0.150146540925707,0,0,0,0,0.114163976411508,0,0,0,0,-0.061228369327358,0.330514591147354,0,0,0,0,0,0.135762762796753,-0.222425040624476,0,0,0,0,0,-0.0253341215375502,0,0,0.17639723091157,0.0989730413458399,0.107074788860542,0,0,0,0,0,0,0,0,0,0,0.0399504979912741,0.0397160317959117,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109174124588118,0.050568024050482,0,0,0.774550306026943,0,0,0.0583294171261222,0,0,0,-1.35525271560688e-20,0,0,0,0,0,-0.0743057759674753,0,0,0,0,0,0,0,0,0,0.0651783967643165,0,-0.00717032784302018,0,0.00517239807896643,0.0202412559688803,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148079675658376,0,0,0.29924868749097,0.0272512099117742,0,0.0161072441382045,0,0,0,0,0.121387833311877,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.112238558987744,0.0854469950847073,0.0640976092633244,0,0.119365061108921,0,0.00993845461039587,-0.00641897610974208,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.273644942260853,0,0,0,0,0,0,0,0.0781149233748629,0,0,0,0,0,0,0.153338531507898,0,0,0.0382649627827076,0,0,0,0,0,-0.0158334061979735,0,0,0,0,0,0,0,0.0766863667860832,0,0.10600472629844,0,0,-0.00962235031137811,-0.00339141507562781,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0647592489740148,0.0300645935923198,0,0,0,0,0,0,0,0,0,0.0143588110654139,0,0,0.305347799060771,0,0,0,0,0,0,0.00131411086959854,0,0,0,0,0,0,0,0,0,0,0,0.0969396023504767,0,0,0,0,0,0,0,0,0,0,0,0.0131973336865859,0,0,0,0,0,0
X600688.SH,0,0.406760790555016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792761230904263,0,0,0.0174733211422764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509717836957712,0,0,-0.00551443882478365,0,0.00387768992589806,0,0,0.0247447279798678,0,0,0,0,0,0,-0.0455067277549218,0.00839697884394998,6.8586215892916e-05,0,0.0490293863788312,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0384217418824782,0,0,0,0,0,0.0343549474652937,0,0,0,0,0,0,0,0,0.179345633363537,0.0798941234302845,0,0,0,0,0,0,0,0,0,0,0.0195198192708044,0.130001026391304,0,0,0,0,0,0,0,0,0,0.0930006186393176,0.0508553882792932,0,0,-0.0551103844372055,-0.000749871511509475,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0162916740771592,0,0,0,0,0.0445968344437038,0,0,0,0,0,0,0,0.00729451303118159,0,0,0,0,0,0.0523802358976455,0,0,0.0252714938201758,0,0.127783502099206,0.000276656790318274,0.376332334158733,0,0,0,0,0,0,0,0,0,0.0452414792522702,0,0.0351003230422701,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.327399131595752,0,0,0,0,0,0,-0.00825669207702967,0,0,0,0,0,0,0.0521560767964596,0.0537002472214942,0,-0.00992494054331865,0.102152689722378,0,0,0,0,0.132731777846681,0,0.0885931460403488,0,0,0,0,0,0,0,0,0.242574653276842,0,0,0,-0.00263656724141418,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0264365102835637,0,0,0,0,0,0.016134031899472,0,0,0.0266194423212028,0.272467305573387,0,0.0185787818970263,0.0531682904660867,0,0,0,0.0532751703662988,0,0,0,0,0,0,0,0,0.00580316070317083,0,0,0,0,0,0.057388772203535,0,0,0.100714721447157,0,0,-0.00363536071107266,0,0,0,0,0,0
X600886.SH,0,0.112806011776774,0,0,0,0,0.170270244684143,0,0,0,0,0,0.0569032932459262,0,0,0,0,0,0,0,0,0,0.0458893573552698,0,0,0,0.0904077691676559,0,0,-0.0288646048798009,0,0.029626681068889,0,0,0,0,0,0.062143802406602,0,0,0,0,-0.0687093127336501,0,0.0573805153001426,0,0,0,0,-8.41120607780467e-05,0,0,0,0,0,0,0
X600362.SH,0,0,0.137424166967874,0,0.127053042585591,0.126999695511801,0,0,0,0,0,0,0.119862925016291,0,0,0,0,0,0,0.0340134679026774,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.068684145419908,0,0,0,0,0,0,0,0,0,0,0.0444609279671408,0,0.146428035885745,0,0,0.00181304457917206,-0.00862683629694092,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112897829057658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362148614081511,0,0,0.132219816532927,0,0.0420993224180892,0,0,0,0.0285238905703908,0,0,0,0,0,0,0,0,0,0,0,0,-0.00564968067627816,0.00048480101852325,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810013886054519,0,0,0,0,0,0,0,0,0,0,0,0.048733873181738,0,0,0,0,0,0,0,0,0,0,0,0,0.0211988151594387,0.060810397328854,0,0.563769415104347,0,0.0141033090422153,0.021007433208568,0,0,0,0,0,0
X002466.SZ,0,0,0.109748736117362,0,0,0,0.136306762937852,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.299244159483972,0,0,0,0,0,0,0,0,0,0,0,-0.133978303894066,0.594836967929958,0,0,0,0,0,-0.0235014510665548,-0.394652143068739,0,0,0,0,0,0,0,0,0.164989442874667,0,0,0,0.011469780930909,-0.0298093840885061,0.295738812730236,0.174276573994923,0,0,0,0
