,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X600547.SH,X601600.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600111.SH,X600362.SH,X600886.SH,X600623.SH,X002466.SZ,X601992.SH,X000792.SZ,X600489.SH,X600309.SH,X600299.SH,X600660.SH,X300072.SZ,X601158.SH,X002075.SZ,X600583.SH,X000883.SZ,X000709.SZ,X600549.SH,X600352.SH,X000723.SZ,X000898.SZ,X002407.SZ,X000983.SZ,X000539.SZ,X002470.SZ,X000027.SZ,X000630.SZ,X002460.SZ,X000012.SZ,X600176.SH,X000060.SZ,X600021.SH,X000761.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0661200691427953,0,0,0,0,0,0,0,0.0482420535495715,0,0,0,0,0,0,0,0.149159056624719,0,0,0,0,0,0,0,0,-0.0358037040646816,0,-0.0517387493037869,0,0,0,0,0,0,0,-0.0211776087019864,0,0,0.0558221061193324,0,0,0,0,0,0.00702305127743825,0,0,0,0.0193003893542319,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.184716136412263,0,-0.00181220193103133,0,0.000397974623323494,0,-0.0356780215094876,0,0,0,0,0,0,0,0.0257365198398499,0,0.0655285747476901,0,0,0,0,0,0.110803420073601,0,0,0,0.00845656908868664,-0.0838866572693603,0,-0.0107668658554861,0,0,0.0118888071462448,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00904230736341623,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.118983691334722,-4.33680868994202e-19,0,0,0,0,0,0.0473139845489346,0,0,0,0,0.0503433031043426,0,0,0,-0.0212553940211477,0,0,0,0,0,0,0,0,0,0.0197566966438865,0,0.0193326991930736,0,0,0.100498254827964,0,0,0,0,0,0,0,0,0,0,0,0,0.0121375719614557,0.0107387704530285,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0620753106323166,0,0.0760072750747216,0,-0.0140032088220302,0,0,0,0,0,0.0279177428047809,0,0,0.00538997975450008,0.028567809900064,0,0,0,0,0,0,0,0.0255888345034278,-0.0277292748623924,0,0,0,0.0152830078679323,0,0,0,0,0,0,0.0183370297696779,0.229470460769273,0,0,0,0.113550469191049,0,0,0,0,0,-0.020276620644254,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0276294376209284,0,0,0,0,0,0,0,0.408632046763667,0,0,0.019374713430262,0,0,0,0,0,0.00268216560131761,0,0,0,0,0,0,0,0,0,0.179019933688592,0,0,0.0142305453910172,0,0.0422321295698563,0,0,0,0,0,0,0,0,0.0832835967848991,0,-0.0147588188583002,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0347130102195688,0,0.0239081137946706,0,0,0.0496363586983595,0,0,0.0251375058311317,0,0,0,0,0.0745567096674411,0.038402539928171,0,0,0,0,0.0584358815206977,0.114000228901046,0,0.110979442894741,-0.0367470679145522,0.0298184471948733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282651157376324,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.0963508461561048,0,0.138978287110566,0,0,0,0.204488869535252,0,0,-6.93889390390723e-18,-0.082938347578989,0,0,0,0.123018365803439,0,0,0,0,0,0,0,0.112721787890433,0.0247031135688151,0,0,0,0,0,0,0,0,0,0.153857810141148,0,-0.0902773345199006,0,0,0,0,0,0,0,0.292724438817174,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.060751731817288,0,-8.67361737988404e-19,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.00363024963709341,0,0.150154489025125,0,0,0,0,0.103459884288775,0,0.00204066877472598,0,0,0,0.0380694564448473,0,0.0543235421314301,0,0,0.201034900518521,0,0,0,0,0,0,0,0.0320581045383915,0,0.149949156385962,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0505981376889904,0,0,0,0,0.0270922783234048,0,0,0,0,0,0,0.00151009592642853,0,0,0.144664116743855,0,0,0.131103572185578,0,0.236584524427051,0,1.38777878078145e-17,0,0.131985949698817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175118240445978,0.0633293507225836,0,0,0,0,-0.0353177654022774,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0782931837609866,0,0.0249525137481447,0,0.0247066212469755,0,0,0,0.00814228281979762,0,0,0,0,0,0,0.01332832828671,0,0,0.0943091068205011,0,0,0,0,0,0,0,0.0225867353279838,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302255015176725,0,0,0,0,0,0
