,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600489.SH,X000301.SZ,X000708.SZ,X002466.SZ,X600160.SH,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X000983.SZ,X600219.SH,X600176.SH,X000877.SZ,X601699.SH,X002128.SZ,X000630.SZ,X000408.SZ,X600157.SH,X600096.SH,X601168.SH,X000933.SZ,X600985.SH,X002353.SZ,X002271.SZ,X600352.SH,X600378.SH,X600995.SH,X600688.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0458959209287002,0,0,0,0,0,0,0,0.1352348209966,0,0,0,0,0.288481306909624,0,0,0,0,0.218620509698775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429558578212494,0,0,0.00294439133560639,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129935257286057,0,0
X601088.SH,0,0,0,0,0.501381733101464,0,0,0,0,0,0,0,0,0,0,0,-0.0670254820301478,0,0,0,0,0,0,0,0,0,0,0,0,0.0211773961705072,0,0,0,0,1.38777878078145e-17,0.108545780990073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191017680463337,0,0,0,0,-0.0295306960626849,0,0
X600028.SH,0.0393827928046617,0,0,0,0.0429608635594597,0,0,0,0,0,0,0,0,0,0.0441848903021616,0,0,0,0,0,0,0,0,0,0,0.011220277040042,0.0443352450807575,0,0,0,0,0,0,0,0,0,0,-0.0252441725801241,0,0,0,0,0.357173856857614,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474305773112161,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157325591103426,0.0851633711184924,0,0,0.0109998792966784,0,0.0664254865905771,0,0.0237120661956886,0,0,0,0,0,0.2337652350461,0,0,0.0432691232345901,0,0,0.0543311785824844,0,0,0,0,-8.67361737988404e-19,0,0,0.0795969801876163,0,0,0,0,0,0,-0.0224798985932348,0,0,0,0,0,0,0
X601898.SH,0.165815541735323,0.24804164868544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.193909631754632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0142386818025545,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0424978967624527,0,0
X600660.SH,0.1319577058297,0,0,0,0,0,-0.0328591798082783,0,0,0,0,0,0,0,0,0,0.0159263715259273,0,0,0.0756994651570445,0,0,0,0.358273225240503,0,-3.46944695195361e-18,0,0.0824032138441402,0,4.33680868994202e-19,0,0,0,0,0,-0.053340856832499,0,0,0,0,0,-0.401690785018087,0,0.0851457401347051,0,0,0,0,0,0,0,-0.0834496003007664,0,0,0,0,-0.0139821455434222,0,0
X600019.SH,0.135353170733503,0,0,0,0,0,0,0,0,0.245358994731025,0,0,0,0,0.0203441590487297,0,0,0,0,0,0,0,0,0,0.112067380835955,0,0,0,0,0,0,0,0,0.11550420124918,0,0,0,0,0.0792886438358229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00489512618924887,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224553763727475,0,0,0,0,-6.93889390390723e-18,0,0,0,0.290595818288492,0,0,0,0,0,0,0,0,0.293867741348172,0,0,0,0.0170428756462553,0,0,0,0,0,0,0,0.19796953108529,0,0,0,0,-0.0366549225110115,0,0.0435593451751697,0,0,-0.0642648684095481,0,0
X600585.SH,0,0,0,0,0.0836008273793413,0,0.00155730024233415,0.145113057709368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820453176427936,0.0473644223594532,0,0,0,0,0,0,0,0,0,0,0.323999539976058,0,0,0,0,0,0,0,0,0.0739590123278429,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0416454897271662,0,0
X601600.SH,0,0,0,0,0,0,0.38268904635202,0,0,0,0,0,0,0,0,0,0,0,0.514128549533557,0,0,0,0,0,0,0,0,0.299754676762619,0.0687949281150998,0,0,0.152829991496373,0,-0.0790620054838252,0,0,0,0,0,0,0,0,0,0,-0.125016079377076,0,0,0,0,0,0,-0.0342545918291908,0,0,0,0,-0.0378273583190162,0,0
