,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X601991.SH,X600188.SH,X600309.SH,X600157.SH,X600027.SH,X600886.SH,X601992.SH,X600660.SH,X600111.SH,X600489.SH,X000898.SZ,X000959.SZ,X600299.SH,X000709.SZ,X601158.SH,X000792.SZ,X000723.SZ,X002466.SZ,X600583.SH,X600339.SH,X000408.SZ,X600098.SH,X000630.SZ,X000883.SZ,X600352.SH,X000825.SZ,X600219.SH,X000539.SZ,X600021.SH,X000027.SZ,X002092.SZ,X600623.SH,X000983.SZ,X601699.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.326010621574678,0,0,0,0,0,0,0,0,0.0312123002754292,0,0,0,0,0,0,0,0,0,0.00437160677414187,0.0256808984989328,0,0,0.0522119742695101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560547645164419,0,0,0,0,0,0.109279553865761,0,0,0,0,0,-0.00196229300231798,0,0,0,0,0,0
X600028.SH,0.808760614899193,0,0,0,0,0.167508763845111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163698260672365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0813089029071358,0,0.0703287421197705,0.0489808190926427,0,0,0,0,0,0,-0.0196566290906737,0.0196705419762003,0,0.0897254514729871,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.156374849169074,0,0.0419218972086416,0,0.0353924685739575,0.0477537894953019,0,0,0.0114209327427275,0,0,0,0,0,0,0,0,0.0906839828931807,0,0,0,0,0,0,0,0,0,0,0,0.0509868017481437,0,0,0.0781931272499596,0,0,0,0,0,-0.122717971757132,0.0473833025428342,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.165654842886688,0,0,0,0,0,0,-0.0620163322692099,0,0,0.0277379866011449,0.0183580877617554,0,0,0,0,0,0,0,0,0.109597336101151,0,0.132916264711429,0,0,0,0,0,-0.0346124061699562,0,0,0,0,0,0,0,0,0,0,0,0.125964676721326,0,0,-0.0874194535553853,0,0,0,0,-0.0379020115086289,0.0396284319155394,0,0,0,-0.158153921504468,0,0
X600011.SH,0,0.00443337303025865,0,0,0,0,0,0,0.0103820155885216,-0.0144641797433668,0,0.214462066539112,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222725323224832,0,0,-0.0772327302757678,0,0,0,0,0.00911717500698396,0,0,-0.0346293258262572,-0.0790138889211223,0,0,0,0,0,0,0,0.0957501304696991,0,0,0,0,0.050161522301065,-0.015400200139364,0.0188110145388693,0,0,0,-0.0468680909660491,0,0
X600585.SH,0,0.149207309301791,0,0.120883316990643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391244432594952,0.0175451526322367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061316786199967,0,0,0,0,0,-0.0206428031723402,-0.26151714467866,-0.023415560578167,0.0179380032683263,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.069585909489972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176638335455184,0,0,0,0,0,0,-0.00953095144035447,0,0,0,1.73472347597681e-18,-0.0164647990355649,0,0,0.0477561275987928,0,0,0,0.111910753783966,0,0.087766510390541,0.0686373484232313,0,0.0133090965188279,0,-0.021191527316381,0.00145539503603928,0,0,0,0,0,0
X601898.SH,0,0,0.0930040064555671,0,0,0,0,0,0,0,0,0,0.0553359957543696,0,0,0.125885095381853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543739533641615,0,0,0,0,0.0252347696595879,0,0.235917207077495,0.110735910772755,0,-0.0475262666022585,-0.0197447940981378,0,0,0,0,0,0,0
X600688.SH,0,0.122676247860287,0,0,0,0,0,0,0,-0.0237218233629947,0,0,0,0,0,0,0,0,0,0,0,0,0.106847703345469,0,0.00306613144433872,0,0,0,0,0,0,0,0,0.0309619610630023,0,0,0,0,0,0,0,0,0.159756405415378,0,0.0904364374310774,0,0,0,0.0620315859686399,0,0.00195549674272553,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.084928150623901,0,-0.0940771399340266,0,0,0,0,0,1.02163091575421,0,0,0,0,0,0,0,0,0,0,0,0.0696970378332374,0.00968964009141856,0,0,0,0,0,0,0,0.192906308805528,0,-0.0105528351774336,0,0,-0.0091253529458808,-0.0183480943648213,0.0015056066988028,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0600546221372393,0,0.164128269429425,0.173920425042961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236301707676057,0,0,0.0158082964125643,0.0368262603041173,0,0,0.0517816786624021,0.0246134684018473,0,0,0,0.278571659574333,-0.112052465878103,-0.000741341868003091,-0.00517877545427497,0,0,0,0,0,0
X600795.SH,0,0,0,-0.15408837271551,0.0633621942960721,0.112319236587646,0,0,0,0,0.107547014008471,0,0.0487820474345822,0,0,0,0,-0.074219572797993,0,0,0,0,0,0.0259626088518846,0,0.00941943258625772,0,0,0,0,0,0,0,0,0,0.0330172309744806,0,0,0,0,0,0,0,0,0.078198662806464,0.0493553035740931,0,0,0,0,-0.00775449226446375,0.0110265860598899,0.160122123617621,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.111485634692367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183707487899089,0,0,0.421592599587086,0,0,0.163896748106068,0,0,-0.12522785978587,0,0,0.206200198124805,0,0.0445312122003658,0.0421559733722937,0,0.0135602410481305,-0.0400536130650377,0.0390740329662929,0,0,0,0,0
X300072.SZ,0,0,-0.0539812265593145,0,0,0,0,0,0,0,-0.161099641402049,0,0.230401681244265,0,0,0,0,0,0,0,0,0,0,-0.0536005840288288,0,0,0,-0.0167323448482409,0.211742484906679,0.20005477879737,0.0967285947703403,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131537889777482,0,0.00550561715568747,0,0,0,0,0,0
X601991.SH,0,0,0,-0.0132712005373558,0,0,0,0,0,0,0.140725703651706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250264226440066,0,0,0,0,0,0,0.0307936710127659,0.0931929781589784,0,0,0,0.104932033559434,0,0,0,0,-0.0251858631907023,0,0,0.0545749917251313,0,0.00773587796741978,0,0,-0.00357809617130049,-0.00425618893482072,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.452894066237191,0,0.0715352497221807,0,0,0,-0.139136067189301,0,0,0,0.205222049096088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687983164957653,0,0,0,0,0,0,0,0.122020252454109,0,0,-0.219085320721208,0,0,0,0,0,0,0.0783408580020845,0.0577513146848006,-0.0366343498070082,0,0,0,0,0,0
X600309.SH,0,0.0773114040132346,0,-0.10438729555479,0,0,0,0,0,-0.021622266876817,0.0105429755607994,0,0,0,0,0,0,0,0,0.0226069547522944,0,0,0,0,0,0.0551255643426574,0,0,0,0,0,0,0,0.138167755661482,0.128286833084967,0,0.00210573087943274,0,0,0,0,0,0,0.244058826300934,0,0,-0.0713367835822616,0,0,0,-2.16840434497101e-19,-0.0133872201547676,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.529151056744057,0,0,0,0,0,0.101478774512701,0.0928867020180855,0,0,0,0,0,0,0,0,0,0,0.245239651718539,0.0999354657343806,0.0351990952154311,0,0,0,4.33680868994202e-19,0,0,0.0794149058034238,0,-4.33680868994202e-19,0,0,0,-8.67361737988404e-19,-0.0717722319793307,0.0420112116176447,-0.030500626428112,0,0,0,0,0,0.111206566938686
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.0755161365367662,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.000875368186823958,0.0294639410423767,0,0,0,0,0,0.0563036953560193,0,0,0,0,0,0,0,0,0,0,0.00897488579511471,0,0,0.00397332378467174,0,0,0,0.00126460346937102,0.00969612835229256,0,0,0,0,0,0
X600886.SH,0.228234829918718,0,0,0,0,0.00939566502302767,0,0,0,-0.0237765026462363,0.0697618623926914,0.171495865928842,0,0.0632714874719475,0,0,0.173622778918034,0,0,0,0,0.0306611843629137,0,0,0,0,0,0,0,0,-0.00339787337128613,0,0,0.00992381653176552,0,0.121865169189758,0,0,0,0,0,0,0,0,-0.0456809074971164,0.00631895825570595,0,0,0,0,0,0.00446161038353426,0,0,0,0,0,0
