,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600688.SH,X600352.SH,X601991.SH,X000786.SZ,X600111.SH,X600795.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X002075.SZ,X600126.SH,X600426.SH,X000723.SZ,X600529.SH,X600486.SH,X000401.SZ,X600315.SH,X601158.SH,X002353.SZ,X600219.SH,X002466.SZ,X600516.SH,X000898.SZ,X000932.SZ,X002409.SZ,X600612.SH,X000883.SZ,X000553.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.220614421239832,0,0,0,0,0,0,0.03965227636025,0,0,0,0,0.0579154522880958,0,0,0,0,0.0630976709872627,0,0.0243619602532508,0,0,0.0786854791935047,0,0,0,0,0.0372922418538224,0,0.0496904610919399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00910512900216208,-0.0177138529215455,0,0,0,0,0.00176115084706552,-0.0174878061276014,0,0,0,0,0,0
X600028.SH,0,0,0,0,-0.0173256501802523,0,0,0,0.083157898598807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0638718999415062,0.132433958727575,-0.0116554121200034,0,0,0,-0.0164762506706519,0,0,0,0,0.0234851572217921,0,0,0.117054343104978,0,0,-0.000138759618812059,0,0,0.017905499180897,0,0,0.0099271432997738,-0.00256218300748287,0,0,0,0,0,0
X601088.SH,0,0,0,0.192057164651188,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236826431691932,0,0,0,0,0,0,0,0.0591497279682286,0.0627271244881334,0,-0.170177900158021,-0.0269156172877757,0,0,0.0398150668687245,0,0,0,0,0,0,0.0625687703498627,0,0,0,-0.0738466347447218,0,0,0,0,0,0.000219978843275297,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.179672610124492,0,0,0,0,4.33680868994202e-19,0.0454556074748592,0.319073891788407,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0127101977460183,0,0,0,0,0,0,-0.0215767808617447,4.33680868994202e-19,0,0,0.0496811187721668,0,0,-0.038532000586874,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539883983033871,0,0.0143288492785201,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0573815294133537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171030498000321,0,-0.0190577291985186,0.246207995451641,0.00634908160115275,0.0050069404684618,0,0,0,0,0.0558790987979275,0,0.141236254859999,0,0,0,0,0,0,0,0,0,0.0159162321029894,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700795341905853,0,0.0257277946315251,0,0,0.0133925390920317,0,0,0,0,0,0,0,0.0250103980365882,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.311336578016933,0,0.165054059262918,0,0.0147185252120274,0.018660864268773,0.0676656664200489,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.153754390975543,0,0,0,0,0,0,0,0,0.0127470735712079,0,0,0,0.143861675679924,0,0,0.0789816058310776,0,0,0.0966965038489663,0,0,0,0,0.0322232100618435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00909294767205343,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.192048167403157,0,0,0,0,0,0,0,0.116551237293854,0,0.038410519330041,0,0,0.0871912373458221,-0.0199856204554386,0,-0.170569944422791,0,0.0562990475395825,0,0.0246469351823567,0.0706110355598316,0,0,0,0,0,0,0,0.191137565456325,0,0,0,0,0,0,0,0,0,0,-0.0709182397702474,-0.00482206237441038,0,0,0,0,0,0,0
X600011.SH,0,0,0.349186238545375,0,0,0,0,0,0,0,0,0,0,0.0856331438195056,0,0,0,0,0,0,0,0,0,0,0,0,0.158841507890996,0,0,0.0958804380299366,0,-0.00863934041196886,0,0.0423264178448812,0,0,0,0.100247903403505,0,0,0,-0.102061884473816,0,0,0,0,0.0324438587958093,0,0.0640151042388191,0,0,0.00148137723891703,0.0136633706223827,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.00565862378085684,0,0,0,0,0,0,0,0,0.27880625008453,0,0,0,0,0,0,-0.150979655418335,0,0,0.104430850590675,0,0,0,0,0,0,0.0970554499017532,0,0,0,0.0670577041154203,0,0,0.162471071317273,0,0.0885581736356143,0,0.181684420189685,0,0,0,0.124033119227153,0,0,0,0,0,0,0,0,0,0,0,0,0
