,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X300072.SZ,X600111.SH,X600886.SH,X601992.SH,X600489.SH,X600309.SH,X600660.SH,X600299.SH,X600623.SH,X002466.SZ,X000792.SZ,X000709.SZ,X002075.SZ,X601158.SH,X000723.SZ,X000408.SZ,X000898.SZ,X600352.SH,X600583.SH,X000883.SZ,X000983.SZ,X600549.SH,X000959.SZ,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X600021.SH,X000630.SZ,X000012.SZ,X002460.SZ,X601699.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0430321238194601,0.0136293824417776,0,0,0,0.0142684022560921,2.16840434497101e-19,0,0,0,0,0,0.0214178481634012,0.010827998758196,0.00320337854196636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103918016849997,0,0,0,0,0,0,0,-0.00619095062158908,0,0,-0.0112591064574802,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0621500140146255,0.0339098223014144,0,0,0,0,0,0,0,0.0100006114658992,0,0,0,-0.0355999648700171,0,0,0,0,0,0,0,0.0355312236989267,0,0,0.0486520340489839,0,0.00875465145318303,0,0,0.0519821138229458,0.0264000958425344,0,0,0,0,0,0,0,0,0,0.00858873952553615,0,0,-0.00784271247413523,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0292786870972681,0,0,0,0.122581509930814,0.102557722469065,4.33680868994202e-19,0,0,0,0,0,0,0.0190460661182933,0,0,0.0328058331480117,0,0.0313269804250116,0,0,0.0292420286885848,0,0,0,0,0,0,0,0,0.0618367125996705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630353956181463,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00962989823110831,0,0.146700704920334,0,0,0,0,0,0,0,0.0948955233446581,0,0,0,0,0,0,0,-0.0183986707220392,0,0,0,0,0,0,0.00369560964733381,0,0.18881866333329,0,0,0,0,0,0,0,-0.122728602876243,0.0919654092551262,0,0,0,0.0679170578683673,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,-4.33680868994202e-19,0,0.0112391069114023,0,0,0,0,0,0,0,0,0.0851872735502106,0,0.163767396404803,0,0,0,0,0,0,0,0,0,0.354657946638407,-0.041648452108697,0,0,0,0,0,0,0,0,-0.0382099719977928,0,0,0,0,0.0536442563714712,0,0,0,0,0.0192425584118045,0,0,-0.0179650402891423,-0.0110161460456395,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.142245880074879,0,0,0,0,0,0,0,0,0,0,0.0279263291551041,0,8.67361737988404e-19,0.2021002364493,0,0.20970360836258,0,0,0,-0.026584493094842,0,0,0,0,0.0979538906184004,0,0,0,0,0,0,0,0,0,0,0,-0.18358089257949,0,0,0,0,0.024191543298565,0,0,-0.017770603807844,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0654870814592706,0,0,0,0,0,0,0.0087437544505371,0,0,0,-0.00668757104706276,0.0288642546069504,0,0,0,0,0,0,0.0113814749525704,0,0,0,0,0,0,0,0,0.035631201612968,0,0,0,-0.0129899558436074,0.0426728997391295,0,0,0,0,-0.026030560092286,0,0,-0.0669330359549041,0.00686681937817573,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.115240996144518,0,0,0,0,0,0,0,0.0352260795263421,0,0,0.0521515700290147,0,0.04403048148072,0,0,0.0927930240068285,0,0,0,0.0479373203799283,0,0,0.0380238531215597,0,0,0,0,0,-0.0257974109894022,0.015903259483065,0,0,0,0,0,0,0,0,0.394128058937059,0.0139583311021017,0,0.0132157699297779,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070799375600363,0,0,0,0.134873103946718,0,0,0,0.0389540295861318,0,0,0,0,0,0,0,0.220906131899764,0.0257278643617516,0,0,0,0,0.131796616749711,0,0,0.0236980422240987,0.0482461451241509,0,0,0,-0.00222207211533899,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136415622406757,0,0,0,0.0104591534281288,0.0856681587658675,0,0,0.131686353573729,0,0,0,0,0,0,0,0,0,0,0,0.654940752407262,0,0,0,0,0,0,0,0,0.0972051665864199,-0.00320681660491602,0,0,0,0,0.238376657712789,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.158482433944407,0,0,0,0,0,0,-0.00574404631699228,0,0,0,0,0,0.724827054957909,0,0,0,0.191876507868426,0,0,0,0,0,0,0,0,0,0,0,-0.129478649823513,0,0,0,0,-0.16026470854013,0.108044891009462,0,0,0.133657569931602,-0.14340615406524,0,0,0,0.0588145907278389,0.149009448569186,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379705729091304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040204961556663,0,0,0,0.0725713502748184,0.125422307152591,0,0,0,0.0203220205476681,0,0,0.04829917375473,0.0144088796269215,0,0,0,0,0,0,0,-0.00503801655002114,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0833972809027653,0,-8.67361737988404e-19,0.0562171042387835,0,0,0,0,0.136434164643006,0.0799693357863701,0.0195185442785387,0,0,0,0,0.131896310720485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142746192008191,0.0795768888527214,0,0,0,0,0,0,0,0,0,0.0761085486159152,0,-0.0782381713118489,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,-0.0170862599983145,0,0,0,0,0,0,0.0174646976111164,0.0469267639376934,0.0746511899746362,0,0,0,0,0,-0.00320291980577057,0,0,0,0,0,0,0.0159860516274782,0,0,0.155101055512707,0,0.0379514149009626,0,-0.00740666020905594,0.0680182520519245,0,0,0.126675259544033,0,0,0,-8.67361737988404e-19,0.0194169701370382,0,0,-0.0309617921077357,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.107027050795651,0,0,0,1.0842021724855e-19,-0.0232680854291549,0,0,0,0,0,0,0,0,0.315540397593132,0,0,0,0,0,0,0,0,0,0,0.0365365138496706,0,0,0,0.0273751997287892,0,0,0,0.0102911912553367,0,0,0,0.0269676364769939,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0226137337615663,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0.0182889497304473,-0.0156812569362565,0,0.121106526047934,0,0,0,0,0,0.0925696157727072,0,0,0,0,0,0,0,0,0.0472601181991222,0,0.0528901313689943,0,0,0.075945059422442,0,0,0,0,0,0.0136443721005616,0,0,0,0,0,0,0,0,0,0.252838386671026,0,0,-0.00126951023338333,0,0,0,0,0,0,0
