,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600188.SH,X600795.SH,X601600.SH,X600547.SH,X300072.SZ,X601991.SH,X600157.SH,X600027.SH,X600362.SH,X601992.SH,X600111.SH,X600309.SH,X600886.SH,X600660.SH,X600489.SH,X600623.SH,X002466.SZ,X600299.SH,X002075.SZ,X000792.SZ,X601158.SH,X000723.SZ,X000408.SZ,X000709.SZ,X000898.SZ,X600583.SH,X000983.SZ,X000883.SZ,X600352.SH,X600549.SH,X000539.SZ,X000959.SZ,X600176.SH,X000027.SZ,X600021.SH,X002470.SZ,X000630.SZ,X600758.SH,X601699.SH,X000012.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0381182792552989,0,0.0437778061277296,0,0,0,0,0,0,0,0,0,0,0,0.0132807699199285,0,0,0.0134649199509688,0,0,0,0,0.016102746572263,0,0,0.00269623638014379,0.0456000848426702,0,0,0,0,0,0.0257028894131416,0,0,0,0,0,0.0445909519571031,0,0.016146209371802,0,0,0.0262837379168509,0,0.00136293800604552,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0485149886191327,0,0.0673965544116866,0.102483674311198,0,0.0368798542848209,0,0,0.00805247391801642,0.037787904892103,0,0,0,0,0,0,-0.0130996222626721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245816495108878,0,0,0,0,-0.0172764258372985,0,0,0,0,0,0.0650998410039067,0,0,0.0475125330877008,0,-0.00260619672166779,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.217164913745943,0.0356426109737439,0,0,0,0.0356163682135687,0,0,0,0,0,0,0,0.109737720554628,0,0.0669823409702778,0,0.0176493125063642,-0.0617952631621019,0,0,0,0,0,0.011043759225544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380425794719469,0,-0.0461120653441272,0,0,0.00158370679705641,0.0671544256296115,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0546844053109895,0,0,0,0.0824139427159938,0,0,0,0,0,0,0,0.266229324869496,0,-0.00738096183219126,-0.00228423174705944,0,-0.254565265374827,0,0,-0.0221841594865432,0,0,0,0,0,0,0,0.264622043781219,0.0459693059224642,0,-0.0602803666144109,-0.133075878969996,0,0,0,0,0.00626072935198171,0.0315004801224609,0,0,0,0.0410166513041821,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00849930928307681,0,0,0,0.0394332076791592,0,0,0,0,0,0.104919568369382,0,0.028456209511307,0,0,0,0,0,0,0.149211375220644,0,0,0,0,0,0,0.0975851201133187,0,0,0.0880321582822091,0,0,0,0,0,0,0,0,0.0127930335364967,0,0,0,0,-0.047024990385922,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.223660544864686,0,0,0,0.0618927265406984,0,0,0,0,0.17096149687241,0,0,0,0.0547073987749673,0,0,0,0,-0.117424740507316,0,0,0,0,0,0,0,0,0,0.126850935708303,0,0,0,0,0,0,0,0,0.0317649411645732,0,-0.152250640848087,0,0,0.018900010076065,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0373790978856264,0,0,0,0,0,0,0,0,0,0.0535699112738842,0.0718347275743046,0,0,0.0240178576612201,0,0,0,0,0,0,0,0,0,0,-0.18454467413198,0,0.00832427259386219,0,0,0,0,0,0,0.423488395077919,0.188415403334004,0,0,0.038847968563049,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0.0916297343677429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00686589647251634,0,0,0,0,3.46944695195361e-18,0,0,0,0.247790508066941,0,0.0471901766417139,0,0,0,0.0407094497548174,0,0,0,0.0580013318189547,0.0992653860846725,0.103295068179703,0,0,0,0,0,0,0,-0.00378003244635998,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0669805970601586,0,0,0,0,0,0,0,0,0,0,0.113514404420967,0,0,0,0,0,0,0.0290418528851769,0,0.0886598564928816,-0.148305616189296,0.650573808135269,0,0,0.152676106125302,0,0,0,0,0,-0.0923231100264763,0,0,0,0,0,0,0.0244733850766066,0.0923861076760737,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0120833186127698,0.0300091078350734,0,0,0.184420968741513,0.0862034190002946,0.0684205816098686,0,0.0105864359679664,0.0687015616275138,0,0,-0.0192119887982727,0,0,0,0.0305562588101933,0.0324717395570358,0,0,0,0,0.0498847031937081,0,0,0,0.0176000716277827,0,4.33680868994202e-19,0.0381241464262434,0,0,0,0,-0.00348245124797114,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.00965968316826965,0,0,0,0,0,0,0.0198294902920866,0,0,0,0.103203967280899,0.011581171560984,0,0.0552850443384981,0,0,0,0,0,0,0,0,0,0,0,0.0537935874843747,0,0,0,0,0,0.0864266166215986,0,0,0,0,0,0.0195146059721595,0,0,0.14571853910589,0.147593118573705,0,0,0,0,0,0,0,0,0,0
