,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X600111.SH,X601898.SH,X002271.SZ,X600011.SH,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600362.SH,X600795.SH,X600426.SH,X000983.SZ,X600803.SH,X000786.SZ,X600096.SH,X000408.SZ,X000723.SZ,X601699.SH,X601991.SH,X600486.SH,X600141.SH,X600219.SH,X600295.SH,X002353.SZ,X000807.SZ,X300073.SZ,X002192.SZ,X002080.SZ,X600801.SH,X600027.SH,X600157.SH,X600985.SH,X002497.SZ,X000683.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0512893401928553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562641870150751,0,0.179610112439913,0,0,0,0,0,0,0,0.0486470528616291,0,0.00151623441300663,0.111344157150904,0.045171470138511,0,0,0,0,0.162853705022557,0.000420844098972486,0,0,0,0,0,0,-0.00634818420165871,-0.0299907746701426,0,0,0,0,0,0
X601088.SH,0.0201805700636388,0,0,0,0,0,0,0,0,0,0,0.162713844759914,0,0,0,0,0,0,0,0,0,0,0,0,0.0606643479921872,0,0.0260730844096569,0,0,0.00807845456490036,0,0,0,0,0,0,0,0,0,0.0220350514675441,0,0,0,0,0,0,0.343251095640347,0,0,0,0,0.0354576667952066,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0123991067960869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102831428504918,0,0,0,0,0,0.085052584507016,0,0,0,0,0,0.0267117426004154,0,0,0.0277642571267716,0.0263128685006679,0,0.0187746978867547,0.0264948297632906,0,0,0,0,0,0,0,0,0,0,0,0,-0.00916628408293161,-0.0153606711293651,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0114266136469013,0,0,0,0,0,0,0,0,0,0,0.131723775890411,0.133026272677567,0,0.0340073690732888,0,0,0,0,0,0,0.11744994921567,0,0,0,0,0,0,0,0,0,0,0,0,0.107813536883615,0,0.0119794439594521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.313509230735018,0,0,0,0,0,0.0237906486510766,0,0,0,0,0,-0.108045490268591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488247085671344,0,0,0.111347179163345,0,0.090385653583424,0,0,0,0,0.432904813020155,0,-0.0275762050635928,0,0.116161595679478,0.0428947682008024,-0.014286590339922,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0529634492810435,0,0,0,0,0,0,0,0.0592240817352974,0,0,0,0,0,-0.0566777876304912,0,0.0893912987581195,0,0.0238643243304442,0,0,0,0,0,0,0,0,0.118970560352124,-0.012841690135381,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.371583756187507,0.0558069513898868,0,0,0,0,0,0,-0.0240801691878598,2.71050543121376e-20,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.388066414423237,0,0.210716314104702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235409942420745,0,0,-0.00317033410411803,0,0,0.0701805805232725,0,0,0,0,0.0324104467545247,-0.0935025136286575,0,0,0.125377551561089,0,0,0,0,0,0.108994567957721,0,0,0,-0.0302291996489863,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0639808871788354,0,0.225336837510221,0,0.159884131299774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661917929815989,0.152965721760726,0,0,0,0,0,0,0,0.395937788534923,0,-0.0226365427890553,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00770292516916481,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0518207920805824,0,0.563025921921498,0,0,0,0,0,0,0.0206642019380181,0,0,0,0,0,0,0,0,0,0,0,0,0.0328871007738015,0.0473759459347509,0,0,0,0,0,0,0.0528657960459179,0.0268516346241161,0.034196752683251,0,-0.10699656944414,0,0,0.105554358540047,0,0,0,0,0,0.22643763574844,0,0,0,0.0199355214623636,0,0,0,0,0,0,0
X600019.SH,0.0793765910770806,0,0,0,0,0,0,0,-0.0411548690691562,0,0,0,0.0307679750972179,0,0,0,0,0.18709376753137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.149494601671645,0.0388452644812058,0.00572988503690723,0,0,0,0,0,0.0731662457063424,0,0.146966550846276,0,0,0,0,0,0,0,0,0,0,0,0
