,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600011.SH,X600886.SH,X601600.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600027.SH,X000708.SZ,X600160.SH,X600803.SH,X600010.SH,X600111.SH,X601991.SH,X000983.SZ,X002460.SZ,X600426.SH,X601699.SH,X000301.SZ,X002128.SZ,X000933.SZ,X000807.SZ,X000786.SZ,X000630.SZ,X600219.SH,X000877.SZ,X002466.SZ,X601168.SH,X600985.SH,X600176.SH,X000408.SZ,X000883.SZ,X600096.SH,X002353.SZ,X000027.SZ,X600348.SH,X600282.SH,X600612.SH,X600483.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.384756064382303,0,0,0.0796049232078833,0,0.0630162699620935,0,0.229127573480615,0,0,0,0,-0.130030145591433,0,0.038429966358475,0,0,0,0,0,0,0,0,-0.0159256762370563,-0.146678011595876,0,0,0.01169468426137,0.0171280959107977,0,0,0,0,0,0,0,0,-0.0951760373483058,0,0,0,0,0,0,0,0,0,0,0,0.0256822850475405,0,0,0,0,0,0,0
X601088.SH,0.383985968586358,0,0,0,0,0.106247156875026,0,0,0,0,0,0,0,0,0.0667406550965069,0,0,0,0,0,0,0,0,0,0,0,0,0.123784878678077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105308437095117,0,0,0,0,0,0.0573414844369797,0,0.0295020329242861,0.00304419068508299,0.0418629414979982,0,0,0.0687666827285344,0,0
X600028.SH,0.397960316713209,0.14610593261116,0,0,0,0,0.0477432187584004,0,0,0.0684360119640732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17407422868407,0,0,0,0,0.0272464157215176,0.00762366287022124,0,0,0,0,0,0,-0.00354197843336787,0,0,0,0.0218107122892813,0,0,0,0,0,0,0,0,0.00277466917327665,0,0,0,0,0,0,0
X600309.SH,-0.151674175716116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12043698357756,0,0,0,0,0,0,0,0,0,0,0,0.0140527216439807,0,0,0,0,0.0995664289183403,0,0,0,0,0,0,0,0,0,0.140397161258848,0,0,0,0,0,-0.0369367940175267,0,0,-0.0362711628752429,0.0166640720599208,0,0,0,0.0497925717083831,0,0
X601898.SH,0.0475279388672522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349493624589031,0.0834543441545641,0,0,0,0,0,0,0,0.258798029445379,0,0.0566191833152672,0,0,0,0,0,0,0,0,0.28597004881481,0,0,0,0,0,0,0,0,0.00622314135940148,0.0186923623712786,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600188.SH,0.146470195663161,0,0,0,0.338073021853042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236309625116438,0,0,0,0,0,0,0,0.211014175781966,0,0,0,0,-0.157505718371696,0,0,0,0,0,0.170505663327707,0,0,-0.314562525312388,0,0,0,0.272851737737793,0,0,0,0,0,-0.00944378434726346,-0.00499506155960556,0,0,0,0.042202252183623,0,0
X600019.SH,0,0,0,0,0.15695400794554,0,0,0,0,3.46944695195361e-18,0,0.0369580376014339,0,0,0,0,0,0.225385247910072,0.0708249515360669,0.0893972686186452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155609298492224,0,0,0,0.0291503296890242,0.0399700272121599,0,0,0,0,0,0
X600011.SH,0.00196518937831447,0,0,0,0,0,0,0,0,0,0,0,0,0.277079657599495,0,0,0,0.068619151805099,0,0,0,0,0,0.290536261273223,0,0,0,-0.0972406540280763,0,0.167538586740485,0,0,-0.162706472405177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466495359189319,0.00935354803206563,0,0,0,-0.00480332122283225,0,0
X600886.SH,0,0,0,0,0.0360318429960925,0,0,0,0,0,0,0,0,0,0,-0.0399269352538421,0,0.281374636075246,0,-0.0451041058310327,0,0,0,0.0835027135975213,0,0,0,0,0,0,-0.122931427786221,0,-0.0769703064862917,0,0,0,0,0,0,-0.0203088154324563,0,0,0,0,0,0.142390177992555,0,0,0,0,-0.164166461227988,-0.00430067958331878,0.00733916245466106,1.0842021724855e-19,0,0,0.0690510156289095,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143904538330009,0,0,0.0238011278642289,0,0,0,0,0,0,0.0103453837397598,0.18021991391051,0.368720641960832,0,0.313622681717551,0.0381226845479062,0,0,0,0,0,0,0,0,0.0487588907174579,0,0,0,0,0,0,0,0,0.000571329421297323,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651803562890208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496769990548706,0,-0.0783764158634693,0.0164654814631373,0,0,0,0.0925311683691485,0,-0.0361052450116979,0,0,0,0.180754705488928,0,0,0,0,0,0,0,-0.000963053442378697,0,0,0,0,0.0308082054196987,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0630643945599643,0,0,0,0,0.082736329513981,0,0.0419154368273402,0,0,0,0,0,0,0,0,0.0636124640753001,0,-0.0413672513172788,0,0,0,0,0,0,0.132620491740545,0.0609760422518057,0,0,0,0.108003426385251,-0.101887941030619,0,0.0698819066617957,0,0,0,0,0,0,0,-0.0223571293148,0.039968641955402,-0.00641317097701455,0,0,0,0.0689366090629237,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496504282750026,0,0.0570693734086008,0,0,0,0,-0.11929652158462,-0.0500756354536013,0,0,0,0,0,0,0.134536963883627,0,0,-0.16047831036674,0,0,-0.0542835596677261,0,0,0.0928527477212683,0.0670055532432155,0,0,0,0.0332176662263514,0,0,0,0,-0.0362835107950729,0.0528445374844582,0,0,0,-0.0308339709584797,0,0
X600795.SH,0,0,0,0,0,0,0,0.261470666881986,0,0,0,0,0,0,0,0,0,0.32517761310851,0,0,0,0,0,0.155422720425906,0,0,0,-0.0781969527025674,0,0,0.0308520546938773,0,0,0,0,0,-0.00572060519216964,0,0,-0.0302514482251429,-0.0183680038380545,0,0,0,0,0,0,0,0,0,0,0,-0.00628015710094556,0,0,0,0,0,0
X000792.SZ,-0.0550507785646512,0,0,0,0,0,0,0,0,0,0,0,0,0.00410926400939298,0,0,0.157113755697393,0,0,0,0.0541717609565298,0,0,0,0,0.286296613142426,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0229839009855867,0,0,0,0.0120991462399714,0,0,0,0.0725414169481625,0,0,0,0,0,0,-0.0308262684262579,-2.71050543121376e-20,0,0,0,0,0,0
X600362.SH,0,0,0,0.0763293702223908,0,0,0,0,0,0,0.17327084916549,-0.14198687106168,0,0,0,0,0,0,0.00432554681283438,0,0,0,0.0754379981855567,0,0,-0.0164808239770774,0,0,0,0,0,0,-0.0434606935850027,0.595141132532871,0,0,0,0.17639387306718,0,0,0.0388072435445733,0,0,-0.0558271917781278,0,0,0,0,0,0,0,0,-0.0413847996248461,0,0,0,-0.0111891273125129,0,0
