,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600011.SH,X600660.SH,X002271.SZ,X000877.SZ,X000301.SZ,X600188.SH,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X002080.SZ,X000408.SZ,X600219.SH,X600803.SH,X600795.SH,X000786.SZ,X002326.SZ,X601991.SH,X300037.SZ,X300073.SZ,X600027.SH,X000831.SZ,X600399.SH,X000959.SZ,X600516.SH,X600688.SH,X600141.SH,X600157.SH,X600096.SH,X000825.SZ,X600352.SH,X600489.SH,X600801.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.103176349987195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725930235412732,0.115212600301915,0,0,0,0,0,0,0,0,0,0,0.0716073437425933,0,0,0,0,0,0,0,0,0.0876746102333179,0,0,0,0,0.0557056915314654,0,0,0.0923509957637127,0,0,0,0,0,0,-0.0226332496647709,0,0,0,0,-0.0405080261737331,0,0
X600028.SH,0.247717486843392,0,0,0,0,0,0,0,0,0,0,0.0360524763768115,0,0,0,0,0.0679656630189832,0,0,0.0112937992933806,0,0,0,0,0,0,0,0,0,0.0475496160801582,0,0,0,0.0677323953982047,0,-0.0288749007340611,0,0,0,0,0,0.0578200779088795,0.00341422798527412,0.0826564926347115,0,0,0,0,0.0873995085920576,0,0,-0.00293101924852973,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.063381354923823,0,0,0.0211798923805575,0,0,0,0,0.175067965544751,0,0.0950855477125456,0.487831477076513,0,0,0.0795146412932636,0,0.0563680454410327,0,0,-0.0686032891268726,0,0,0,0,-0.0546081474268188,0,0,0,0,0,0,0.0144375173558492,0,0,0,0,0,0,0,0,0,0,0,0,0.00366476605691807,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241464951134546,0.130996958700773,0,0,0,0,0.099362244736868,-0.0732706438760212,0,0,0,-0.0483764913177859,0,0,0,-0.00363962733278147,0,-0.0922134836529022,0,0.0100420271813083,0,0,0,0,0,0,-0.000823580170600311,0.035420341970889,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.478870757386811,0.0965010501274912,0,0,0,0.176969877629184,0,0,0.0484192538773654,-0.0948760669182464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0641400498752637,0.00477499180391084,0,0,0,0,0,0,0.113092968237617,0,0,0,0,0,0,0,0,-3.24204407937852e-05,2.16840434497101e-19,0,0,0,0,0,0
X600585.SH,-0.0143799353611341,0,0,0,0,0,0,0,0.0158011220250163,0,0,0,0,0,0,0,0.0496633890474435,0,0,0,0,0,0,0.216011414957691,0,0,-0.1877675271068,0.0318463907229344,0,0,0,0.0156963140616165,-0.0385915620797986,0,-0.0220251090191797,0,0,-0.0962103905631635,0,0,0,-0.0180125480472403,0,0,0,0,0,0,0.560871305490195,0.0520158708662486,0,0,0.0324770763039516,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0994004567965129,0,0,0.265035303937441,0,0,0,0,0.0811308940541182,0,0,0,0,0,0,0,0,0,0,0,0.0220249761390384,0,-0.117389208112627,0,0,0.14009224215798,0,0,0,0,0.147331998856736,0.167561520766413,0,0,0,0,0,-0.0712262414733777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,-0.111927904261622,0,0,0,0.363753885675031,0,0,0,0.237879452256225,0,0.198076363283081,0,0,0,0,0.0299756072287951,0,0,0,0,0,0.0802984980417691,0,0,0.00836540570109135,0,0,0.069643124135058,0,0,0,0,0.0745319868855909,0,0,0.0615937353296653,0,0,0,0.0138745988043105,0,0,0,0,0,0,0,0,0,0,0,0.0310570905556905,-0.0135788602775862,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.281401886946754,0,0,0,0,0,0,0,0,0,0,0.0454823932591423,-0.1493217021975,0,0,0,0,0,0,0,0,0,0.167336730554977,0.12827186586958,0,0,0,0,0,0,0,6.93889390390723e-18,0.0752461732408277,0.161690042751503,0,0,0.303414619115261,0.133482067274591,0,0,0,0,0,0,0,0,0,-0.01951895412649,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0703658954175401,0.0266762569451098,0,0,0,0,0,0,0,0,0,0,0.227640759885613,0,0,0,0,0,0.0133153260228068,0,0,0,0.107688639594431,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099048967190542,0.0288791212581495,-0.00223462063315681,0.119800654584377,0,0,0.236083063025999,0,0,-0.0151934596644109,0,0,0,0,0,0,0
