,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600027.SH,X601699.SH,X600010.SH,X002460.SZ,X600111.SH,X600160.SH,X000983.SZ,X600426.SH,X002466.SZ,X000301.SZ,X600803.SH,X601991.SH,X000786.SZ,X600985.SH,X000933.SZ,X000807.SZ,X002128.SZ,X000877.SZ,X000630.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X600348.SH,X600612.SH,X000883.SZ,X600096.SH,X002271.SZ,X000932.SZ,X002353.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.534357632403923,0,0,0,0,0.0901593838205823,0.136837508590728,0,0,0,0,0,-0.0970753306009934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344743548011288,0,0,0,0,-0.0229487813111741,0,0.0176471453165262,0,0,0,0,0,0,0,0,0,0,0,-0.0819329437523782,0.00646040468011751,0,0,0,0,0,0
X601088.SH,0.141646276801705,0,0.088434586168791,0,0.106147482336486,0,0,0,0.073575129814455,0,0,0,0,0,0,0,0,0,0,0.173090465744508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102018106416265,-0.0501464105360059,0,0,0,0,0,0,0.00137847470683504,0,0,0,0,0,0,0,0,0,0,0,0.0642248255215951,0,0
X600028.SH,0.459698547301768,0,0,0,0,0,0,0,0,0,0,0,0.0569180900779267,0,0,0,0.00565383434233441,0,0,0,-0.0235005535133005,-0.0822745077041736,0,0,0,0,0,0,0,0,0,-0.014301222797976,0,0.0460358499930656,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0892635160652792,-0.102592700900269,0,0,0.0588629802129392,0,0,0,0,0,0,0,1.73472347597681e-18,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0335179649139135,0,0,0,0,0.037436045800664,0,0,0,0,0,0,0.0784204260871476,0,0,0,0,0,0,0,0.019652231073142,0,0,0,0,0,0,0.00752412109602688,0,0,0,0,-0.193237572754431,0,0,0.143515249950319,0,0,0,0,0,-0.0524035603028102,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0851659982439592,0,0,0,0,0,0.03011065171407,0,0,0,0,0,0,0,0.20497375642053,0,0,0,-0.0312384308892457,0,0,-0.0129463702995031,-0.0546462238323533,0,0,-0.21956383571803,0.320904433279649,0.0347606057341046,0,0.0100392308177807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158777388719288,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.074150306387015,0,0,0.147075313170946,0,0,0,0,0,0,0,0,0,0,0,0.325033474029213,0,0,0,0,0.0262003341322115,0,0,0,0.040610072850712,0,0.0526882307118225,0,0,0,0,0.126889862518319,0.0234366130584984,0,0,0.157490642785011,0,0,0,0,0,0,0
X600019.SH,0.03529360942184,0,0,0.0992019208318245,0,0,0,0,0,0,0,0,0.0888551774344628,0,0,0,0,0,0,0,-0.0655218949643783,0,0,0,0,0.0205613482712282,0,0,0.170748811990012,0,0,0.0839364241664565,0,0,0,0,0,0.011573910558082,0,0.0617342068427503,0,0,0,0,0,0,0.24658046922058,-0.0316552942772965,0.0108218058677026,0,0,0,0.0415042441083904,0,0,0,-0.0630332005575143,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0391500664895097,0.416719633133804,0,0,0,0,0.240137868798689,0,0,-0.0184297090256684,0,0,0,0,0,0,0.0226046557377488,0.103465490122924,-0.0541813266425364,0,0,0,0.1254651720751,0,0,0,0,0,0,-0.161692518454137,0,0,0,-0.0167405246851678,0,0,0,0,0,0.0058217425440935,0.0283397009799386,-0.0491880412948262,0,0,-0.0291683318850481,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,-0.107130479281498,0,0,0,0,0.0810243358792036,0,0,0,0,-0.00188766936745237,0,0.150668911528059,0,0,0,0,0.269170778019089,0,0,0,0.248196935284356,0.119062605691401,0,0,0.0416904566718179,0,0.110502068457334,0.14048985963423,0,0,0.160703075876418,0,0,0,0.0752592635597922,0,0,0,0,0,0,0,0,0,0.0475130528246934,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257830337083196,0,0,0,0,0.0231640743301344,0.0510928673031678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177798222609622,0,0,0,0,0,-0.08614148989207,0.00574458629585927,0,0,0,-0.200929506565154,0,-0.00560550601382061,0,0,0,-0.0610045476173908,0,0
X600585.SH,0,0,0,0.222619881362274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148153617151145,0,0,-0.0211075543298455,0,0,0,0,0,0,0.239779535280521,0,0.0347300912908868,0,0,0,0,0,0,-0.054166871308165,0,0,0.100824304760956,0,0.0852381896103998,0.00990380081901437,0,0,0,0,0,0.0259161602881931,-0.0436861732679498,-0.100570071926208,0,0,0.0828897774365834,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778478301422058,0,0,0,0,0,0,0,0,0.0403893843471086,0,0,0,0,0,0.0606982101930142,0.0543079279562888,-0.0583356330660721,0,0,0,0,0,0,0,0,0,0,-0.0276793862243617,0,0,0,0,0,-0.0602864400282838,0.0723938735863773,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577289240686109,-0.0150847843372014,0,-0.0543606510199048,0.0894446356738524,0,0.0926520389556287,0,0,0,0,0,0,0,0,0.12222790001496,-0.0236395965316,0,0.091315960595392,0,0,-8.67361737988404e-19,0,-0.0218878763541579,0,0,-0.089065393260448,-0.012773158897733,0,0,0,0,0.00138556921045645,0,-0.002624020763481,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.457444062111909,0,0.0837165618867132,0,0,1.73472347597681e-18,0,0.0721031833643668,0,0,0,0.263148616347897,0,-0.0668895367881271,0,0,0.00967856711201399,0,0,0,0,0,0.0146159039566011,-0.0887011619673705,0,0.0137067571943707,0,0,0,0,-0.0299551371516815,0,0,0,0,-0.00372236552741788,0,0,0,0,0,0,0,0,0,-0.013129061075073,0,0,0,0.0265719290917918,0,0
X000792.SZ,0,0,0,0.131865200791893,0,0,0,0,0,0,0,0.0545511553922972,0,0,0,0,0,0,0,0,0,0.255098445157395,0,0,0,0,0.0159008460957148,0,0,0,0,0,0,0,0,0.0274124310589758,0,0,0,0.0427163753714001,0.110963187452939,0,0,0,0,0,0,0,0,0,-0.118680335607588,0,0.00667242131190623,0,0,0,-0.00701942891957435,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,-0.0574385160222504,0.300550769614631,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0606664331166553,0,0,0,0,0,0,0,0,0,0,0.142908768956651,0,0,0.348146994118206,0,0,0,0.178963874387246,0,0,0,0,0.0263503524692916,0,0,0,0,0,-0.0190142878537031,-0.00850731683746705,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.2871856254914,0,0,0.189848424063761,0,0,0,0,0,0,0,0,0,0,0.00738803427844077,0.061525916093663,0,0,0,0,0,0,0.158929681176877,0,0,0,0,0,0,0.00550015476079685,0,0,0,0,0,0,0,0,0,0,0,0.0915177433384605,0,0,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,-0.0342267723548139,0,0.661902814107334,0,0,0,0,0,0,0,0.0107441422581689,0,-0.0895557446968036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137418369706268,0,0,0.0556280945270198,0,0,0.0810864426337897,0,0,0,0,0,0,-0.0107336835237927,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.354012032426961,0,0,0,0,0,0.276607753599861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223768183968993,0,0,0,0,0,0,0,0,0,0.104811165894128,0,0,0,0,0,0,0,0.143156708741176,0,0,0,0,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0.277216651389525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.109762098796614,0,0,0,0,0,-0.1113521137218,0,0,0,0.817505788982943,0,0,0,0,0.0102593058202329,0,0,0,0.0392592846171158,0,-0.00783118804799862,0,0,0,-0.0356282067626869,0,0
X600010.SH,-0.136129297663017,0,0,0,0,0.235311181689417,0,0,0,0,0,0,0,0,0,0,0.137318355383609,0,0,-0.126035218777416,0,0,0.502482564703067,0,-0.0983585038772718,0,0,0,-0.0662190482488715,0,0,0,0,0,0,0,0,-0.017147066866955,0,0,0,0,0,0,0,0.0460733883418521,0.0462104545287524,0,0,0,0,0.0194720774560942,-0.00947607293519613,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105078621590137,0,0,0,0,0,0,0,0,0,0,0,0.818868889569333,0,0,0,0,0,0.0479679521036583,0,0,0.037208533939164,0,0,0,0,0.00460682355183422,0,0,0,0,0.0471791023679433,-3.46944695195361e-18,0,0,0.0612968111785949,0,-0.00876294171131576,-0.00636313796760419,0,0,0,0.0158554737917464,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.162783318853888,0,0,0.00689739950867764,0,0,0,0.032144878605979,0,0,0,0,0.526857854587289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783407261593453,0,0,0,0,0.0280581377302759,0.00598659707354347,0,0,0,0.0967272932558202,0.0559368167148837,0,0,0,0,0,-0.0348977127999314,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114368719984378,0.395655080790165,0,0,0,0,0,0.00112880925643391,-0.111297751180027,0,0,0,0,0,0,-0.395210322283075,0,0.149479328927541,0,0,0,0,-0.0399807170014951,0,0,0,0,0,0.176991732359306,0.299507093793378,0,0,-0.125593245308062,0,-0.0518715724690411,-0.0118930761081848,0,0,0,0.0153897767312718,0,0
X000983.SZ,0,0,0,-0.0221256256132225,0.0413527728515194,0,0,0,0,0,0,0,-0.0417350398805856,0,0,0,0,0,0,0.255744082411374,-0.0364232425762959,0,0,0,0,0,-0.0174197176452338,0,0,0,0,0.353188022122556,0.028649056333189,0,0,0.0276662352544272,0.0626041172851046,0,0,0,0,0,0,0,0,-0.0299851603277767,0.144953983535415,0,0,0,0,-0.0668743102562814,-0.0338256719622865,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.09244621396175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694523477889059,0,-0.0795260140619067,0.427876898909022,0,0,0,0,0,0,0,0,0,0,0,0.12905066707904,0,0.0449079968499315,-0.00320341515735851,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,6.93889390390723e-18,-0.196990708045986,0,0,0,0,0,0.0112413404746385,0,0,0,0,0,0,0.902843622276905,-0.0660520786149388,0.176256545082238,-0.0734870057961849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516110722954176,0.0122041921616641,0,0,0,0,0.0271262036402949,0,-0.0474858038810229,0,0.189617696526611,0.118608689816655,0,0,0,-0.111522374873467,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0846256236929885,-0.0481856239262098,0,0,0,0,0,0,0,0,0.129875245494052,0,0,0,0,0,0,0.149543966297332,0,0,0,0,0,0,0.0297400820413457,0,0.0574044152312832,0,0,0,0.0743796933717902,0,0,3.46944695195361e-18,0,0.188589540299491,0,0,0,0,0,0.0212603397518793,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.139496385766219,0,0,0,0.165815752053988,0,0.0652654693199822,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0384079521844794,0,0,0,0,0,0,0,0,0,0,0,0.089736915739689,0.019577223683317,0,0,0.101226634074127,0,0,0,0,0,0,0,0.123926167479386,0,0,0,0,-0.035625870720625,0,0
X601991.SH,0,0,0,0,0,0,0,0.0852459114781458,0,0,0,0,0,0.14055649275881,0,0,0,0,0.281955151511141,0.0985552609929768,0,0.0210422563048158,0,0,0,0,0.0204003299711956,0,0,0,-0.0680979642493608,0,0,0,0,0,0.0115057056959884,-0.0144977760812876,0,0,0,0,0,0,0,-0.0178506080779118,0,0,0,0.217020393789834,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0.164998115365109,0,0.139559414494521,0,0,0,0,0,0,-0.0521984460017307,0,0,0,0.145289806721729,0,0.170418927971621,0.0595615758516023,0,0,-0.400261227578229,0,0,0,0,0,0.0298750471778886,0,0,0,0,0.108328214619519,0.136603293616481,0,0,0,0,0,0,0,0,-0.027859384983721,0,0,-0.0516251254258565,0,0,0,0,0
X600985.SH,0.0782212474905318,0,0,0,0,0.130769418063319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223687600972744,0,0,0,0,0.257276023470813,0.0419091862899484,0,0,0,0,0.120645163378219,0,0,0,0,0,0,0.100822259002296,0,0.0740170960173954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000933.SZ,0,0,0,0,0.460705210875123,0,0,0,0.283654833461922,0,0,0.149210064182177,0,0,0,-0.0404044023997833,0,0,0.111043625880168,0,0,0,0,0,0,0,0.138358141906709,0,0,0,0,0,0,0.352910941649685,0.0699793703552872,0,0,0,0,-0.0572203004573772,0,0,0,0,0,0.0340987580887598,0,0,0,0,0,0,0,0,0,0,0,0,0
