,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X600011.SH,X000792.SZ,X601898.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600795.SH,X600886.SH,X000877.SZ,X600547.SH,X601991.SH,X601600.SH,X600027.SH,X600426.SH,X002271.SZ,X000983.SZ,X600803.SH,X600362.SH,X600176.SH,X600348.SH,X000408.SZ,X601699.SH,X000629.SZ,X000723.SZ,X600096.SH,X000786.SZ,X600160.SH,X600995.SH,X600985.SH,X600219.SH,X600378.SH,X600157.SH,X002080.SZ,X600141.SH,X600688.SH,X600489.SH,X002353.SZ,X600549.SH,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.496312636420943,0,0,0,0,0,0,0,0.144062636920145,0,-0.0117954119616904,0,0,0,0,0,0,0,0,0,0.0385914319180448,0,0,-0.0365425687088212,0,0,0,0,0,0,0,0.0146322949432042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145570138406851,0,0,0,-0.0332679147783199,0.012196234688925,0,0,0,0,0,0
X601088.SH,0,0,0,0.155286633333284,0.357344526877837,0.0458023523395176,0,0,0,0,0.201997370238201,0,-0.0222422911451717,-0.12923644543458,0,0,0,0,0,0,0,0,0,0,0,0,0.105096824859585,0,0,0,0.0539809549658484,0,0.108691380644433,0,0,0,0,0.021148109140477,0,0,0,0,0,0,0,0,0,0,-0.11120879679385,0,0,0,-0.0197491639773364,0,0,0,0,0,0
X600028.SH,0.344411578145229,0,0,0,0,0.00373238679170717,0,0,0,0,0.058098512232413,0,0,0,0,0,0,0,0,0,0,0,0.107032520357064,0,0,0,0,0.0641830920165247,0,0,0,0,0,0,0,0,0,0,-0.0173527185750555,0,0,0,0.00285066646655809,0,0,0,0.0804272080053924,0,0,0,0,0.010235067908872,0.0057926988399273,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128822804389539,0.0757860420359937,0,0.0405749799901326,0,0,0,0.0577227223685422,-0.0692514646023985,0,0,0,0,0,0.100451521000699,0.0125512527014989,0.0184668098414842,0.123232555210014,0,0,0,0,0.0167278785006207,0,0,0,0.00486031013312503,0,0,0,0.00702899908664251,0,0,0,0,0,0
X600188.SH,0,0.653009059047577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131180801026213,0,0,0,0.066827535668322,0,-6.93889390390723e-18,-0.0230796237534541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165973400345419,0,0.00418954643436849,-0.0969304090287573,0.0344529585462279,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.480272806577175,0,0,0,0,0,0.10455542139155,0,0,0,0,0,0,0.0997741758585241,0,0,0,0,0,0,0,0.0422063194806219,0,0,0,0.209576956707328,0,0,0,0,0,0,0,0,0,0,0,0,0.276450859850961,-0.128676329845019,0,0,0,-0.0845097162048336,0,0.128284449473779,-0.0110867609722605,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.450319896657315,0,0,0,0,0,0,0.0190131493840566,0,0,0,0,0.099215381072625,0,0,0,0,0,0.0576877869723067,0,0,0,-0.238270052555131,0,0,0.0141029451356103,0,0,0.030091511630203,0,0,0,0,0,0,0,0.0330366448214786,0,0,0,0,0,0.030272557234668,0.091942916180671,0.162986070231633,0,0.0821714096921803,-0.0617548613235541,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0446311922650146,0,0,0.037490056639758,0,0,0,-0.0569480995066753,0,0,0,0.0542718816536553,0.118450518906488,0,0,0,0,0,0,0,0.0267344625034898,0,0,0,0,0,0,0,0,0,0,0.211819762736361,0,0,0,0,0,0,0.0936169317449082,0,0,0,0,0,0.0547474011803963,0,0.0278611973609316,0.0228697483683628,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406226850586769,0,0,0,0,0,0.360519478162861,0,0,0,0,0,0.265343084110334,0,0,-0.149826043794848,0,-0.0258519333941806,0,0,0,-0.145561145894018,0,0,0,0.201955580484826,0,0,0,0,0,-0.124420442181448,0,0,0.125991516180001,-0.111472226198948,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.270424328830058,0,0,0.113171638256429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141466783133065,0,0.0260125427847766,0,0,-0.0334345694173464,0,0,0,0.0899016147909401,0,0,0,0.0419975252547746,0.241129219877931,0,0.0301987671256247,0,0,0,0,0,0,0,0,0,0,0.0381693521350388,0,0,0.0327104360270241,0,0,0,0,0,0
