,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X002466.SZ,X600362.SH,X600801.SH,X002271.SZ,X600188.SH,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X000723.SZ,X002353.SZ,X600111.SH,X601992.SH,X600176.SH,X600027.SH,X600489.SH,X600516.SH,X600583.SH,X600299.SH,X600426.SH,X000898.SZ,X600219.SH,X601158.SH,X000792.SZ,X600612.SH,X000932.SZ,X000553.SZ,X000709.SZ,X000883.SZ,X600160.SH,X000401.SZ,X000818.SZ,X002080.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0605465438587273,0,0,0,0,0,0.0371589863280939,0.0247508307643485,0,0,0,0,0,0,0,0.17815170071392,0,0,0,0,0,0,0.0899559461429409,0,0.0274813145955497,0,0,0,0,0,0,0.113686401454843,0.0691908967030246,0,0,0.168189570263461,0,0,0.0539460944540836,0,0,0,-0.00541364877737525,0,0,0,0,0,0,0
X600028.SH,0.0730716001004796,0,0,0,0,0,0,0,0,0.0131866574831568,0,0.00638221980997504,0,0,0.0599662777283851,0.0530642395343927,0,0,0,0,0,0,0,0,0.170365005513612,0,0,0,0,0,0,0,0,0.0683846495733812,0,0,0.0180467719118542,0,0,0,0,0,0,0,0,0,0,0.0558791730890463,0,0,0,0,0,0,0,0,0.0103953373517019,0,0
X601088.SH,0,0,0,0,0,0,0.0123628419105879,0,0,0.0480142849833817,0,0,0,0,0,0.0442129228442211,0,0,0,0.269257964203623,0,0,0,0,0,0.104036264238179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221346347078922,0,0.00776499452024082,0,0,0,0,0,0,0,0,0.00070900667558859,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0133306920926778,0,0,0,0,0,0,0,0.538007976307487,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0.00647218292702999,0,0,0,0,0,0,0,0,0,0,0,0.0480560464279065,0,0,0,0,0,0,0.0283144522520625,0,0,0,0.026824699861692,0,0,0,0.0281851304771279,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212701006217381,-0.0999477318601928,0.132776445558199,0.177769001644353,0,0,0,0,0,0,0,-0.120717755848468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591691016324627,0.111124547855554,0,0.00032893746687373,-0.0241594717280526,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.00248023286158192,0,0,0,0,0,-0.0220991888959304,0,0,0,-0.162224154081544,0,0,0,0,0,0,0,0,0,0,0,0.947824237736937,0,0,0,0,0,0,0,0,0.0194502788641919,0,0,0,0,0,0,0,-0.0293301571770405,0,0,0.0532989177683951,0.00279539355448408,0,0,0,0.111219426126406,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0123510700851071,0,0,0,0,0,0,0.0111205690125375,0.154018519105122,0,0,0.0439112448663687,0,0,0,0,0,0,0,0,0.0212073483561367,0,0,0,0.0529615409500506,0,0,0,0,0,0,0,0,0.033318176415946,0,0,0,0,0.142084577929065,0.0108900549826751,0,0,0,0.00935565173043229,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0308600006385664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752072308272104,0.0748773692518721,0,0,0.193437730028966,0,0.0272829501373606,0,0,0,0,0,0,0,0,0,0,0,0,0.0603802616371372,0.0633714080312606,0.0639468885593405,0.0569201290602308,0.0813761207027335,0.100917261327289,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.207788142460398,0,0,0,0,0,0,0,0.030181588333092,0,0,0.0553143503566639,0,0,0,0,-8.67361737988404e-19,0.0653755079730831,0,0,0,0,0,0,0.0265738190657328,0.191227760576477,0.0966962195814319,0,0,0,0,0,0.336149640614626,0,0,0,0.291303027337072,0,0,0,0,0,-0.00714682970230634,0,0,0,0,-1.73472347597681e-18,0,0
X002460.SZ,0,0,0,0,0,0,0,0.158729695510256,0,0,0.148428335627385,0,0,0,0,0.123175149110795,-0.251317914691744,0,0.027449276781657,0,0,0,0,0,0,0.0543052762999298,0,0.0436188241705711,0,0,0,0,0,0.526739587652476,0,0,0,0,0,-0.206605811703031,0,0,0.0686352626513845,0,0,0,0,0,0,0,0,0,0.0507667043869332,0,0,0,0.0972174865221662,0,0
