,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X000792.SZ,X002466.SZ,X600111.SH,X002271.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600219.SH,X600176.SH,X600011.SH,X600886.SH,X000723.SZ,X000786.SZ,X000932.SZ,X000825.SZ,X000408.SZ,X000959.SZ,X600803.SH,X601991.SH,X600795.SH,X000898.SZ,X600399.SH,X000807.SZ,X002080.SZ,X300037.SZ,X600352.SH,X000831.SZ,X601699.SH,X600486.SH,X002409.SZ,X600808.SH,X600489.SH,X000027.SZ,X600516.SH,X002353.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.035335502271272,0,0,0,0,0.00121945875004667,0,0,0,0,0.0226983673067975,0,0,0,0.0586104754075848,0,0,0.0298104812848701,0,0,0,0,0.0359044389806101,-0.0451762735846474,0,0,0,0,0,0,0,0,0,0.0330906378681602,0,0,0,0,0.0326207036498898,0,0.0569809560214901,0,0,-0.0341730834061725,0,0,0,0,0,0,0
X600028.SH,0.186416415744887,0,0,0,-0.0555149704863783,0,0,0,0,0,0,0,0.0501575896563733,0.0640870039536308,0,0,0,0,0.0135747823623575,0,0,0,0,0,0,0,0,0,0,0,0,-0.00777629672081359,0,0,0,-0.0285385318609876,0.054669328211783,0,0,0,0,0.01050252394358,0,-0.00414980705632972,0,0,0,0,0,0,0,-0.016560782115693,0.051801102847947,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.11974838275648,0.104917627190297,0,0,0.0504503516897622,0,0,0,0,0,0,0.136071717341886,0,0,0,0,1.73472347597681e-18,0.0278681141151848,0,0,0,0,0,0,0,0,-0.0739650578781207,0.000419055800347303,0,0,0,0,0,0,0.0513658525691177,0,0,0.0247420862608636,-0.0183806011445385,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.0254269139863485,0.0707693011247322,0,0,0,0,0,0,0,0,0,0.0519393585067542,0.0653342134502691,0,0.184785151024711,0,0,0,0,0,0.0422472055105136,0.0372169879481689,0.113080794485807,0,0,0,0,0,0,0,0,0,0,0,-0.0598158672621455,0,0,0,0,0,0.0155941877431875,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.125176496048568,0.069326880133316,0,0,0,0.122487558819637,0,0,0,0,0,0,0,0,0,0,0,0.0832045376022248,0,0.0510846445072739,0,0,0,0,0,0,0,0,0.398970847967216,0,0.212720599084313,0,0,0.0571267948002596,0,0.0356524994189986,0,0,0,0,0,-0.0403206394520472,0,0.104592508318953,-0.0674211201458051,0,0,0,0,0,0
X600585.SH,0.031803996148223,0.162789859750136,0.00141624651725521,0,0,0,0.078451544443606,0,-0.0549202867711974,0,0,0,0,0.0483276306235408,0.0750967449418717,0,0,0,0,0,0,0,0.100821444038415,0,0,0,0.223309077862124,0,0,0.028255415995191,0,0,0,0,-0.100420489031756,-0.00802254852328903,0,0,0,0.0349317493631891,0,0,0,-0.0182371048624625,0,0,0,0,0,0,0,-0.012877085787346,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840805693647257,0,0,-0.0470136059403449,0,0,0,0,0,0,0,0,0,0.0174129592266822,0.0105334465763728,-0.0330046832346849,0.0568989904710054,0,0,0,0.347718352386408,0,0,0,-0.0740962342600088,0,0,0,0,-0.0706838406505529,0.118839983721826,0,0,0,0,0,0,-0.011494491110639,0,0,0,0,-0.163932080947124,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.0192246805896918,0,0.0406438936829381,0,0,0,0,0,0.299954844982625,0,0,0,0,-0.0368387932617377,0,0,-0.13897731995468,0,0,0,0.0309981034043976,0,0,0,0,0,0,-0.201471647570848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141877955994041,0.0289802773206082,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0774167256084857,0,0,0,0,0.437599977166076,0,0,-0.131160087422477,0,0.182761587551417,0.443226162782676,0,0,8.67361737988404e-19,0,0,0,0.103094185102341,0,0,0,0,0,0,0.282699140840986,0,0,0,0,0,0.00380606435333552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00647601021065336,-0.0291368486323531,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.191258932815382,0,0,0,0,0,0,0,0,0,0.243044802382817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227333801695497,0,0,0.296865897981968,0,0.232393506620332,0,0,0,0,0,0.152285383482132,0,-0.147005458100507,0,0,0.0247679908863634,0.0282483624272635,0,0,0,0,0,0
