,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X601600.SH,X600547.SH,X600795.SH,X600362.SH,X600309.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600886.SH,X600660.SH,X601992.SH,X600111.SH,X600489.SH,X000898.SZ,X600299.SH,X600339.SH,X000709.SZ,X601158.SH,X000959.SZ,X600583.SH,X000792.SZ,X002466.SZ,X000630.SZ,X000408.SZ,X600098.SH,X600219.SH,X600352.SH,X000883.SZ,X000539.SZ,X000723.SZ,X600021.SH,X000027.SZ,X000825.SZ,X601699.SH,X000983.SZ,X002092.SZ,X600623.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.319854989582403,0,0,0,0,0,0,0,0.0285230797531034,0,0,0,0,0,0,0,0,0,0,0.0302068100140469,0.0164120887201274,0,0,0.0567433869652956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503495537301743,0,0,0,0.102821096197881,0,0,-0.00176387298981809,0,0,0,0,0,0,0
X600028.SH,0.710069401054356,0,0,0,0,0.216695760459729,0,0,0,0,0.031666650144603,0,0,0,0.02912697899017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114720690979828,0,-0.0275151966809998,0,0,0,0,0,-0.0624520958525494,0.0464917502177143,-0.0255270185827397,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0462368664425854,0.0759329672375007,0,0.058890508495818,0.103235433150701,0,0,0,0,0,0,0,0,0,0.0784593114514764,0,0,0,0,0,0,0,0,0,0,0,0,0.0534186681724826,0,0,-0.0463149037215762,0,0,0,0,0.0694961810106592,0,0.0345768181265493,0,0,0.00944361968538131,-0.13099666867586,0.172908556660081,0.112204616436568,-0.0494139772968437,0.0288539260616994,0,0,0,0,0,0
X600019.SH,0,0,0.0789109191035056,0,0,0.0286792238248928,0,0,0,0,-0.0855294695950754,0,0.0888062332907057,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0528384056218652,0,0.135889944018974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121376845599588,0,0,0,0,0,-0.134728904648314,0,0,-0.0115406818692994,0.0160919263866144,0,0,0,-0.474625813422325,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0817429676151402,0.296844252745741,0,0,-0.0254839853632124,0,0,0,0.15743581562504,0,0,0,0,0,-0.0961596828789213,0,0,0,0,0,0,0,0,-0.0115728209510035,0,0,0,0,0,0,0,0.0715007748638146,0,-0.0131145942298208,0,0,0.082825885971234,0,0,0,-0.0160930815730975,0.012056496095925,0.0914315510354512,0,0,-0.14511816933389,0,0
X600585.SH,0,6.93889390390723e-18,0,0.208542192357449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169244518285445,0,-4.33680868994202e-19,0,0,0,0,0,0.0327834897712904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.323434066809955,-0.0390674401358538,0.0331995835490387,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0695500387583194,0,0,0.000209507719444373,0.0151708250699457,0,0,0,0,0,0,0,0,0,0,0.196942904679453,0,0,0,0,0.00328902039402084,0,0,0,0,0,0.042875881063018,0,0,0,0,0,0,0,0,0,0,0.00588712655408035,0.100600113195092,0.0724231293262508,0,-0.021124685723635,0.00471113142225977,0,0,0,0,0,0
X601898.SH,0,0,0.0884759509075788,0,0,0,0,0,0,0,0,0,0,0,0,0.0249156849195885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244329403678212,0,0,0,0,0,0,0,0,0,0.0500475460895148,0.000200688213853073,0.398463333245206,0,0,0.0599391450693844,-0.030889925606806,-0.02400411762513,-0.000624522870701217,0,0,0,0,0,0
X600688.SH,0,0.30070859715873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013406860077775,0,0.0197313232953979,0,3.46944695195361e-18,0,0.134725498610812,0,0.0296065490180384,0,0,0,0,0,0,0,0,0,0,0.0941166189878632,0,0,0,0,0.123335125640406,0,0.0132158867637359,0,0,0.000225283529670707,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.22280288748918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383029750425999,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.126074956299999,0,0,0,0,0,-0.0325436142346682,0.0231160847847912,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0716608852416109,0,0,0,0,0,0,0,0.961279852740471,0,0,0,0,0,0,0,0,0,0.0129658196269896,0,0.110624881815831,0,0,0,0,0,0,0,0,0,-0.0266585349079342,0.164273104172299,0,0,-0.0186789436413812,-0.0239365744603283,0.00209116689239907,0,0,0,0,0,0
X600795.SH,0,0,0,-0.0407634023507312,0.0317678258514944,0.051013290092753,0,0,0,0,0,0,0.0757633246022518,0,0.096772006392129,0,0,0,0,0,0,0,0,0.0187083728897203,0,0,0,0,0,0.119018717730119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000479903074606654,0,0,0.0254030207436261,0,0,0,-0.0164148529827239,0.0184657629219022,0.11226389658709,0,0,0,0,0
X600362.SH,0,0,0,-0.109236340432484,0,0,0,0,0,0.253322521833917,0,0,0,0,0.13480926173759,0.133259958163069,0,0,0,0,0,0,0,0,0,0,-0.27427379007043,0,0,0,0,0,0,0.491995202280807,0,0,0,0,0,0,0,-0.156801957293186,0,0,0,0,0.0126222636522001,0.0572551240303037,0.0961834154883481,0,0,-0.0142967662701295,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.124073270681086,0,0,0,-0.153378153365132,0,0,0,0,0,0,0,0,0.0712457437881593,0,0,0,0,0,0,0.136515532513586,0,0,0.131115808111014,0.0418643627473443,0,0,0.0702928425005451,0,0,0.117008535393761,0,0,0,0,-3.46944695195361e-18,0.116571719469955,0,0,0,0,0,-0.152090963478544,0,-0.00173093114456095,-0.0154890296233427,0.0472378572062353,0,0,0,0,0
X300072.SZ,0,0,-0.0528524757240275,0,0,0,0,0,0,-0.0842718512415319,0,0,0.205765601241815,0,0,0,0,0,0,0,0,0,0,-0.0598004296043998,0,0,0.0974935469698027,0,0.147751066137735,0,0,0.0984253644649137,0,0,0,0,0,0,0,0,0.00881566434694919,0,0,0,0,0,0,0.023115132119213,0,0.116107302946969,0.00442581008854088,0.0201533206262232,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.418500267975798,0,-0.0663972691310076,0.0545551556771856,0,0,-0.0382220122309856,0,0,0,0.0514450436240066,0,0,0,0,0,0,0,0,0,0,0,0,0.192602649777566,0,0.104447443578332,0,0,0,0,0,0,0,0,-0.161246967206243,0,0.060675237427379,0,0,0,0,0.141615160901437,0.13032215320832,0.0140076292095399,-0.00675459058265673,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0326557169918879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628048242740867,0,0,-0.0251671191939334,0.0114954274445303,0,0,0,0,0,0,0,0,0,0,0,0,0.0481359376531835,0.0282909500418517,0,0.0419261355764732,0.0954786589838996,0,0,0.00914030660636264,-0.0185381153036845,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608992849874467,0,0,0,0,0,0,0.0680169903336683,0,0,0,0.147226422091433,0,0,0,0,0,0,0,0.0498595765674825,0,0,0,0,0,0,0.0297370560528195,0,0,0,0,0,0,0.00228805493236428,-0.144998351442334,0.0149876926896935,0.00403015330808032,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0527532342319057,0,0,0,0,0,0,0.0099632433768809,0,0.0288159836711363,0,0,0,0,0,0,0,0,0,0,0.00462411969549367,0,0,0,0,0,0.0554431588049157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396018420973167,0,0.0134485447911644,0,0.00690014195414852,0.00381130098819804,0,0,0,0,0,0
X600886.SH,0.174875554651634,0,0,0,0,0.0550577981161518,0,0,0,0,0,0,0,0.139883520352843,0.0389756177994426,0,0,0,0,0,0.00795887899512555,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0511895152473023,0,0,0,0,0,0.0671443799160049,0,0,0,0,0,0,0,0,0,0,-0.00667646204426471,0.0418007274316314,0,0,0,0.00625891118165284,0,0,0,0,0,0
