,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X600886.SH,X601600.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600188.SH,X600352.SH,X600688.SH,X600111.SH,X000723.SZ,X600801.SH,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X000898.SZ,X600176.SH,X600516.SH,X002460.SZ,X600299.SH,X600426.SH,X000709.SZ,X600612.SH,X601158.SH,X002466.SZ,X000883.SZ,X000629.SZ,X600219.SH,X000630.SZ,X000027.SZ,X002353.SZ,X600315.SH,X600583.SH,X000553.SZ,X601699.SH,X600985.SH,X000401.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445574913363988,0.0771552448232722,-0.000192511701003433,0.0410816920997093,0,0,0,0,0,0,0,0,0.0362076579950851,0.0245991270817844,0.0640840385951305,0,0,0,0,-4.33680868994202e-19,0,0.0577660422116341,0,0,0,0.0439266666525239,0,0.0592665103161288,0,0,0,0,0,0,-0.00317435715207552,0.00201528020211524,0,0,0,0,0,0
X600028.SH,0,0,0.0215997490277639,0,0.070253284682985,0,0,0,0,0,0,0,0,0,0,0,0.0469244614845773,0.0146889694980993,0,-0.0435705589183914,0,0,0,0.0560011390118838,0,0.0522529013065121,0,0,0.00258582749570477,0,0,0.0462729551284608,0,0,0,0,0,0,0,0,0,0,0.0277984777543875,0,0,0,0,0,0,0,0,-0.024942562989048,0.0216802675821541,0,0.0156009441753087,0,0,0,0
X601088.SH,0,0,0,0.133846048025917,0.0202119534368431,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.152201272350541,0.0458328420851861,0,-0.0583932781775239,-3.46944695195361e-18,0.0396736975991845,0,0,0,0,0.0646801972223514,0,0,0,0,0.0100813841397634,0,0,0,0,0,0.100498634365808,0.0953350309705163,0,0,0,-0.140101697753422,0,0,0,0,0,0,0,0,-5.83372175391363e-05,0.0318362652433302,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490833084069145,0,0,-8.67361737988404e-19,0.378908609374114,0,0,0,0,0.298468744190389,0,0,0,0,0,0.0237845009211574,0,0,0,0,0,0.0319175635411164,0,0,0,-0.00738492734811565,0.00329845545057905,0,0,-0.0532511958238606,0,0.0163681450003301,0,0,-0.0112179593522093,0,0,0,0,0.0470201417321313,0,0
X600309.SH,0,0,0,0,0,0,-0.000554969439287817,0,0.351195779622308,0,0,0,0,0,0,0,0,0,0,0,0,0.273356825365927,0,0,0,0.0213585693879424,0,0.147912070228092,0,0,0,0,0.0329224696024479,0,-0.0440241099793519,0,0,0,0,0,0,0,-0.0797255537026108,0,-0.017875896838766,0.135674740608599,0,0,0,0,0,-0.0108971867735625,0.0166440441589183,0,0,0,0,0,0
X600019.SH,0,0,0.0924911246359419,0,0.0746916612961512,0,0,-0.120410403647865,0,0,0,0,0.0574886980150182,0,0,0,0,0.0670398217171308,0,0,0,0,0,0,0,0,0.00961490915672874,1.73472347597681e-18,0,0,0,0.026313021748213,0,0,0,0,-0.014214559089394,0,0.108868868792799,0,0,0,0,0,0,0.152363857659976,0.00409411004511377,0,0,0,0,-0.00814259800056035,0.00900403414834624,0,0,0,0.0205426843175233,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.172698609700576,0,0,0,0,0,0,0,0,-0.200667365824655,0,0,0.704101163742822,0,0,0,0,0,-0.0376435848528458,0,0,0,0.0398904005293648,0,0,0.16510258874559,0,0,0,0.0596381064836008,-0.0321614946485186,-0.329380102735691,0,0,0,0,-0.0234732602104063,0,0,-0.0411443732079506,0.0217065922778386,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.0717895257900338,0,0,0,0,0,0,0,0,0,0,-0.0894387145366487,0,-0.0261730336577581,-0.0282413775097698,0,0.420296050149957,0.00675360955007722,0,0,0,0,0,0,0,0,-0.0423026198493719,0,0,0,0.0733383642914516,0.126517231250631,0.171752663784562,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.175128656583262,0,0,0.183334567674373,-0.0168467991053747,-0.00319660736581553,0,0,0,0.192107148899781,0,0
X600010.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21196185053554,0.112507556982769,0,0,0,0,0,0,0.262227682162528,0.0384768875035384,0.0920628698652653,0,0.0161107190717733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045589423600914,0,0,0,0.00481761794710778,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0668374925544953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04528614757205,0,0.0533254978484035,0,0,0,-0.0138666996987063,0.114257534065064,0,0,0,-0.215885124000268,0.440721711442223,0,0,0,0.16265697179146,0,0,0,0,0,0,0,0.00914777332487387,0.0320991111444591,0,0,0,0,0,0,0,0.0170019986070356,-0.0161813464111925,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0346698702068969,0,0,0,0,0,0,0,0.047963256971208,0,0.0215770307393246,0,0.1368792351153,0.0619659473980292,0.0531838279466524,0,0,0,0,0,0,0,0,0,0.108396232252803,0,0.207402648883138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114012023983173,0,0,0,0.00978142815670649,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202716823435672,0,0,0,0.0763780075253945,0,0,0.128676237773419,0.00325296378664669,0,0,0,0,0.00294852502747185,0.0575718247623783,0.00573901364412991,0,0,0,0,0,0,0.122071854728293,0,0,0,0,0,0,0,0,0.0563697005782496,0,0.128974883329423,0,0.0285751214922108,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.00211014464888185,0,0,0.0399998169746335,0,0,0,0,0,0,0.127711750337192,0.0161019225707228,0,0,0,0,0,0,0,0,0.0491969413221699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107406411720429,0,0.112117590635836,0.00116945820585081,0,0,0.00422164462433749,-0.0145523410986616,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126387421523348,0,0.056497671555038,0,0,0.135427628665433,0,0,0,0.103873205310567,0.0629656398288829,0.000365284917031191,0,0.00495629263981307,0,0,0,0,0.11332481567769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00503510246370752,0,0,0,0,0.0457865616801261,0,0
