,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X000709.SZ,X600157.SH,X600188.SH,X600362.SH,X002075.SZ,X600583.SH,X600111.SH,X601992.SH,X601158.SH,X000539.SZ,X600309.SH,X000898.SZ,X002353.SZ,X600352.SH,X002470.SZ,X000027.SZ,X600021.SH,X000883.SZ,X000629.SZ,X000878.SZ,X600660.SH,X000792.SZ,X600808.SH,X600578.SH,X600863.SH,X601918.SH,X600307.SH,X000825.SZ,X000060.SZ,X600098.SH,X600489.SH,X600008.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.827187766494336,0,0,0,0,0,0,0,0,-0.0927944948879297,0,0,0,0,0,0,0,0,0,0,-0.0178917517949326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125227123920971,0,0,0.0534027481915937,1.73472347597681e-18,0,0,0.0597823118257118,0,0,-0.00935787841814799,0,0,0,-0.213626644255087,0,0
X600028.SH,0.462247342788759,0,0,0,0,0.153864451112895,0.0409953510169168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729857324761314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574327720289394,0.069545125033432,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0109239677645351,0,0,0,0,0,0
X601088.SH,0,0.270690660259352,0,0,0.0282160610517138,0,0.141186212492859,0,0,0,0,0,0,0,0,0,0.071770512628108,0,0,0.033854351111338,0,0,0,0,0.0671999488498333,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.097617714814035,0,0,0,0,0,0,0,0,0,0,0,-0.0386437136593403,-0.017574993754999,0.0219506304598798,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.204173498002413,0,0,0,0,0,0,0.104186032977134,0,0,0,0.0187203474447285,0,0,0,0,0.00985559213807074,0,0,0.040980821963709,0,0,0,0,0,0,0,0,0,0,0.0125756098126076,0.371368239345885,0,0.00598609888717652,0,0,0,0,0,0,0,0,-0.00211909659821652,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.050655213486928,0,0,0,0,0,0,0,0,0,0.121278289433199,0.101027776559933,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.247816707024814,0,0,0,0,0,0.0235478283446617,0,0,0,0,0,0,-0.0227291692802905,0,0,0,0,0,0
X600019.SH,0,0.0437584414911751,0.142813102424396,0.281461077487938,0.002692840351386,0,0,0,0,0,0,0,0,0,0.060637273242976,0,0,0,0,0,0,0,0,0,0,0.338102081173697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389334929237073,-0.00892003494525296,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.0219317529363201,0,0,0.123597948833543,0,0,0,0,0,0.44295802411374,0,0,0.303815828576622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463359777682516,0,0.102075723730661,0.136622102245415,-0.01968755966553,0,0,0,0,0,0,0,-0.0270265041260213,0.0209742524985713,0,0,0,0,0,0
X600585.SH,0.0445536181644004,0.0108738870081931,0.0568467587552809,0.0422331324324668,0,0.0877479419580654,0,0,0,0,0.163316775733251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015933326175927,0,0,0,0,0,0,0,0,0,0.296505490742519,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110386484041996,-0.00771645862510852,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0745213999572978,0,0.0474047295241994,0.0806519254632467,0,0,0,0,0,0.0313527797599249,0,0,0,0,0,0,0,0,0,0,0.191763984799475,0,0.187789642937581,0,0,0,0,0.159930347225346,0.0888799726667167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.102735721942518,0,0,0,0,0.089007696934234,0,0.00682707929092266,0,0.294915598078884,0,0,0,0,0,0,0,0,0.109102880777728,0,0,0,0,0,0,0.062550106099726,-0.0946076889485905,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0110951829819629,-0.0405518769780198,0,0,0,0,0,0
