,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600688.SH,X600886.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X601992.SH,X002466.SZ,X600516.SH,X600176.SH,X600111.SH,X600352.SH,X000709.SZ,X002460.SZ,X000629.SZ,X600489.SH,X600808.SH,X000786.SZ,X600299.SH,X601158.SH,X600219.SH,X600801.SH,X000553.SZ,X000825.SZ,X002271.SZ,X600157.SH,X000883.SZ,X600583.SH,X002470.SZ,X002110.SZ,X600339.SH,X600985.SH,X000408.SZ,X600021.SH,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.222788825969392,0,0,0,0,0,0,0,0,0,0,0.0634521739248831,0.159649550841969,0,0,0,0,0,0,0,0.0133340799557739,0,0,0,0,0,0,-0.00202223067008092,0,0,0,0,0,0,0,0,0,0,0.00727406517727419,0,0,0,0,0.0761164666376812,0.094455972006484,0,0,0,0,0,-0.00367802102299559,0.00514008437344569,0,0,0,1.73472347597681e-18,-0.00167630104634274,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.166143129614964,0,0,0,0,0,0,0,0,-0.0940812117300707,0,0.0772340953543615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225461897673698,-0.0888482477266399,0,0,0,0,0.158464805376019,0,0,-0.0498013645790961,0,0,0,0.0265874751100698,0.0912489346771245,0,0,0,0.0291800862407034,0,0
X601088.SH,0,0,0,0,0.0398635538401785,0.161257832606799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558427003409131,0,0,0,0,0,-0.0488842094272886,0,0,0.0590447408947204,0,0,0,0,0.0682249849555071,0.136000671025147,0.0191646036627716,0,0,0,0,0,-0.107959891744905,0,0.0272844443568021,0.0473369486086572,0,0,0.00909987027856952,0,0,0,0,0.0533094954931146,0,0
X600585.SH,0,0.0286233629047569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124281382601768,0,0,0,0,0.0277854709167214,0,0,0,0,-0.044501606190503,0,0,0,0,0,0,0.379247307337335,0,0,0.0358693840951612,0,0,0,0.0232645004536342,0.17694432293658,0,0,0,0,0,0,0,0,0.0150070989700529,0,0,0,0.0474281254600517,0,0
X600019.SH,0,0,0,0,0,0.0559536640869691,0,-0.00975543268544221,0,0,0,0,0,0,0,0,0,0,0,0.437532972096363,0.0298688086132938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228093117257341,0,0.0297367826708147,0,0.147257635831732,0,0,0,0,0,0,0,0.00369547797466429,0.0229865205548254,0,0,0,0.0383869673592779,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613014605417155,0,0,0,0,0,0,0,0,0.407458902915028,4.33680868994202e-19,0,0,0,0.140858594047511,0,0,0.0174685852407107,0,0,0,0,0.200236767445841,0.0388416898847606,0,0,0,0,0,0,0,0.0318022723297787,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503804192452669,0,0,0.622430120164017,0,0.0236065793761329,0,-0.207613214975827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466505172138236,0,0,0.049747101941679,0,-0.121741043816262,0,0,0,0,0,0,0.00417700429350839,0.00821009790574978,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0808958082642278,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370639155269405,0,0,0,-0.0427878097154954,0,0,0,0,0,0.133621640285096,0.814995323782388,0,0,-1.73472347597681e-18,0,0,0,0.177222165146949,0,0,0,0,0,-0.128797245364872,0,0,0,0,0.0438230546160617,0,0,0,-0.0321295522152057,0.0218423325146895,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0239289183958636,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.077010028031925,-0.088727593096857,0.0280560435896562,0,0.0017348537846608,0,0,0,0,0,-0.0906527474593324,0,0,0,0.32742555112497,0,0,0.143672811243318,0.139192670580569,0,0,0,0,0.158686820053296,0.0891515681978584,0.0424847642987316,0.030825151275397,0,0,0,0,0.021010890300071,-0.0226706129098416,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.00366920364548032,0,0,0,0,0,0,0.0288614625139384,0,0,0,0,0,0,0,0,0,0,0.15432391947537,0.107577173926372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337935633154562,0,0,0,0,0,0.0245498970462337,0,0,0,0,0.0661997966088764,0,-0.0200035200780123,0.0418419696763438,0,0,0,0.0414242270962163,0,0
