,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600111.SH,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X000301.SZ,X600188.SH,X000877.SZ,X000708.SZ,X002271.SZ,X600011.SH,X601600.SH,X600547.SH,X601898.SH,X600362.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000408.SZ,X000723.SZ,X600803.SH,X002326.SZ,X600219.SH,X300073.SZ,X300037.SZ,X600688.SH,X600399.SH,X601991.SH,X600516.SH,X600795.SH,X000786.SZ,X000831.SZ,X000959.SZ,X000155.SZ,X600141.SH,X600096.SH,X000825.SZ,X600486.SH,X600352.SH,X600489.SH,X600157.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.270575988518662,0,0,0,5.20773287697451e-06,0,0,0,0,0,0,0,0.0316786546410587,0,0,0,0,0,0,0,0,0,0,0.0725425792029889,0,-4.33680868994202e-19,0,0,0,0,0,0,0.132394355053607,0,0,0.0512256841575296,0,0,0.0218316141148787,0,0.0366665001336822,0,0.0410476359972309,0,0,0,0,0,0.0507506924969165,0,-0.00983647040539652,0,0,0,0,-0.110472339898169,0,0
X600028.SH,0.0723816751028114,0,0,0,0,0,0,0,0,0.115787999525125,0,0,0,0.0861651035273705,0,0,0,0.0670388974632569,0,0,0,0,0,0,0,0,0,0,0.0273945758831232,0,0,0,0,0.132953802001262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046910361187502,0.0967409448624831,0,0,-0.0052419550671805,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.183550273740933,0,0.118559729027719,0,0,0,0,0.436344818128205,0,0.106183045826717,0,0,0,-0.0463710535516606,0,0.0199423763180458,-0.0200055127794708,0.0238991886659847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093810068421587,0,0,0.0112203100239787,0,0,0,0.00872294168999928,0,0
X600309.SH,0,0,-0.0347368376669224,0,0,0,0,0,0,0,0,0,0,0,-0.0234272997707867,0,0.0288615466432766,-0.0236652039374779,0.104583408980222,0,0,0,0,0,0.198734934797375,0.0921567309286652,0,-0.0182901364413714,0,-0.0693104992761787,0,0,0,0,0,0,-0.00249282559053649,0,0,0,0,0,-0.101196720643944,0.0178136942780362,0,0,0,0,0,-0.0081827380906699,0,0,0.0348955803042903,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.526768570039782,0,0,0,0.273746001525221,0.0737858399555876,-0.113466560983503,-0.0052590563571247,0,0,-0.115241393086393,0,0,0,0,0,0,0,0,0.0612790873453544,0,0,0,0,0,0,0,0.0856288522515325,0,0,0,0,0,0,0,0.0266249888806942,0.0751362107286409,0,0,0,0,0,0.00693717593663923,0,0,0.0272738249403295,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.108455502149188,0,0,0.529721075113695,0,0,0,0,0,0,0,0,-0.0573549895822424,0,0,0,0,0,0,0.132704966913926,0,0,0.0730151057954552,0,0,0,0,0.146546122716778,0,0.0622955146471693,0,0,0.121099496191361,0,0,0,-0.0212130830502169,0,0,0,0,0,-0.21824715701227,0,0,0.00155144601722484,0,0,0,-0.0261602064484392,0,0
X600585.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0785203044693744,0.446652315117216,0,0.128326871409238,0,0,0,0,0,0,0,0,0,0.0550999861104511,0,0,0,0,0,-0.0163582892424213,0,-0.00759672169488256,0,0,0,0.17771127883543,-0.0207766532923631,0.185215806128529,0.0417119897538702,-0.0443421917797556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.474531291857005,0.0272878066393001,0,0,0,0,0.0896188517554505,0,0.107086174043459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163835805887146,0.0421510137160613,0,0.0144806006145731,0.0298824452410537,0,0,0,0,0,0,0,0,0.036431780647308,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.00137362354799072,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0599411823837607,0,0,0.152104038871159,0,0,0,0,0,0,0,-0.198055738134064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203999282072902,0.310276180150899,0,0,0.0387050989074415,0,0,0.0340228790254044,0,0.319032719268683,0,0.0548739571857307,-0.0682485838164378,0,0,0,0,0,0,-0.0221083056471326,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.148149356818281,0,0,4.33680868994202e-19,0.216385841345917,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.0497898935209712,0.111329343296887,0,0.0841808983111278,0,3.46944695195361e-18,0,0,0,0,0,0.0538091225028476,0,0,0,0,0,-0.0323695598708947,-0.000684273892901543,0.309300634094532,0,0,0,0.0290848059545247,0,0,0,0.0189731136948166,0,0,0,0,0,0
X600010.SH,0,0,0.0268164788254958,0,0,0.264497373809915,0,0,0,0,0,0,0,0,0,0,0,0,0.136518191344582,0,0,0,0.0611414074871091,0,0,0,0,0.065118538991958,0,0,0,0,0,0,0,0,0.0604040071907245,0.000227545027589093,0,0.103271828963526,0.0468515105219166,0,0,3.46944695195361e-18,0,0,0,0,0,0.176294689570962,0,0,0.00528419363175843,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0517077944229443,0,0,0,0,0.0439054339284605,0,-0.0264934640130898,0,0.0507240677928635,0,-0.0481708016208537,0,-0.0263452900267813,0,0,0,0,0,0,0,0.126530282631506,0,0,0,0.0417413899780511,0.00294770306685201,0,-0.0470829520103204,0,0,0,0.181465925625259,0,0,0,0,0,0,0,0,0,0,0,0.0497304112964003,0,0,0,0,-0.0330471928004361,0,0
X000301.SZ,0,0,0,0,0,0.0474977945397111,0,0.0584437852385722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666705342732977,0.179960162067154,0,0,0,0.113979375360449,0,0,0.0261934060251965,0,0.0229413733420031,0,0,0,0,0,0,0,0.336931108178002,0,0,0,0,0,0,-0.0288245758501823,0,0,-0.0513485181162538,0,0,0,0,0,0
X600188.SH,0,0,0.588906959063633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.166441356948871,0,0.178545260984854,0,0,0,0,0,0,0,0,0.0188333623840671,0,0,0,0.128394544350328,0,0,0,0,0,0.102868517375808,0,0,0,0.0623002849783721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0.368931550280387,0,0,0,0.148511477721012,0,0,0,0,0,0,0,0.00059751147417713,0,0,0,0,0,0,0.00892091128706535,0,0,0,0.0619949970527921,0.0383021007451256,0,0,0.0761718110255878,0,0,0,0.0823807758215833,0,0,0,0.0417328340352906,0,0,0.0661748513417809,0,0.103254652267381,0,0,0,0,0,0,0,0,0,0.127619983914099,0,0
X000708.SZ,0,0,0.00466249722734277,0,0,0,0,0,0,0.0548805066343129,0,0,0,0.00246028052977912,0,0,0.0693650416326112,0,0,0,0,0,0,0,0,0,0,0.121319317550862,0.0587250705550535,0,0.0168682829096188,0,0,0,0,0,0.0274131260113566,0,0,0,0,0,0,0.0588389125759642,0,0,0,0,0,0,0,0,0.0277953864038629,0,0,0,0.00242804068079531,0,0
X002271.SZ,0,0,0,0,0,0,0,0.02211917960524,0,0,0,0.074971103804397,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328681271308066,0.0208498104504464,0,0,0,0,-0.0787986673291213,0,0.0230150113048532,0,0,-0.0581628672641904,0,0.947345457682527,0.0221803487233085,0,0,3.46944695195361e-18,0,-0.122617946088907,0,0,0,0,0,0,-0.0142826437789496,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.101238051024473,0.0129929259964901,0,0,0,0,0,0,0,0,0,0,0,0.0601927165572192,0,0,0,0,-0.111002289039469,0,0,0,0.0990495243174834,0.5697093431328,0,0,-0.0606404152288225,0.00995549791220396,0,0,0.0360902577438079,0,0,0,0,0,0,0.0436814893368229,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0755831090836103,0,0,0.00996441569796493,0,0,0.0700724402331028,0.322173280574072,0,0,-0.0267700237284733,0,0,0,0,0,0,0,0,0,0,0,0.112704550739244,0,0,0,0.0256865607793062,0,0,0,0,0,0.0688166385479547,0,0,0,0,0.336507542473314,0,0,0,0,0,0,0,-0.0192018795877776,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.071485350153563,0,0,0,0,0,-0.0408414778976691,0,-0.0383032550888681,0,0,0,0,0,0,-0.0679795071313851,0,0,0,-0.10214464896169,0.121128085611078,0,0,0,0,0,0,0,0,0,0.000163195668767391,0,0,0,0,0,0.0153497363859926,0,0,0,0.384138372081215,0,0.0473853376728055,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.488515261888976,0,0,0,0,0,0,0,0,0,-0.00512474286803418,0.194049623478364,0,0,-0.0930444347225338,0.0251293943879191,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0762733132652356,0,0,-0.0226689300185094,0.0631661223954489,1.73472347597681e-18,0,0,0,0,0,0,0,0.140059911505846,0,0,0,0,0.114005434384271,0,-0.0738186221544045,0,0,0,0,0.116316733339024,0,0
X600362.SH,0,0,0,0,0,0,0,0.0854194332400125,0,0,0,0,0,0,0,0,0,0,0.00494039803474851,0,0.0502312299640368,0,0,0,0,0,0,0.128443372329998,0,0,0.195002121905235,0,0,0,0,0,0.0213875128593113,0,0.00274545464426512,0,0,0,0,0,0,0,0,0.317163206928706,0.161459179676249,0,0,0,0.000902012031748211,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643846612580266,0,0,-0.0750439188795532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11379638049226,0.0817357730945906,0.196054628914884,0.170954787330559,0.329511599103739,0,0,0.178947721784285,0,-0.0425862875820548,1.38777878078145e-17,0,0.110608407667919,0,0,0,0,0,-0.0124760836288227,0,0,0,0,0.111054686826149,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516956064402467,0,0,0,0.141615592895037,0,0,0.0873069080286979,0,0.0348438962313501,0,0.0371047216365617,0,0.207654537999396,0,0,0,0,0,0,0,0,0,0.030116935975252,0,0,0,0,0,0,0,0.0332574392957574,0,0,0.0206479056279162,0,0,0,0.0411383281079692,0,0
