,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X002271.SZ,X000301.SZ,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600219.SH,X600176.SH,X600011.SH,X000786.SZ,X600886.SH,X000723.SZ,X000932.SZ,X600803.SH,X000825.SZ,X000959.SZ,X601991.SH,X000408.SZ,X600795.SH,X000807.SZ,X000898.SZ,X600399.SH,X002080.SZ,X300037.SZ,X000831.SZ,X600352.SH,X600486.SH,X002409.SZ,X601699.SH,X600489.SH,X600801.SH,X000630.SZ,X000027.SZ,X600808.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0258932778463615,0.0354042824943512,0,0.0133242418660042,0,0,0,0,0,0,0.0400933288448356,0,0,0,0,0,0,0,0.0907720918597457,0,-0.0592508386424548,0,0.0540522745382641,0,0,0,0,0,0,0,0,0,0,0,0,0.019663972827988,0,0,0,0.0496367179127304,0,0,0,-0.00647946029426992,-0.0292404103101139,0,0,0,0,0,0
X600028.SH,0.228214477840627,0,0,0,-0.0788033389412443,0,0,0,0,0,0,0.0582534937317143,0,0,0,0,0,0,0,0,0,0,0.0415683562631314,0,0,0,0.0192165166345789,0,0,0,0.015162871521012,0,0,0,0.0505938427557687,0,-0.0166375167261005,0,0,0,0,0,-0.0178536246756224,0.0094710000618926,0,0.0211555461733079,0,0,0,0,0,0,0.0464437761188458,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.00291136240854504,0,0,0,0,0,0,0,0,0,0,0.0107780747921259,0.0158943835776651,0,0.200829720455757,0,0,0,0,0,0.11482848126693,0.045517307201421,0.0396140131289456,0,0,0,0,0,0,0,0,0,0,0,-0.0706221676168114,0,0,0,0,0,0,0.111145760124123,0,0,0.0328938497216261,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0838002958564255,0,0.0802360704343171,0.0231531224954992,0,0,0,0,0,0,0,0,0.152708780246848,0,0,0,0.0445654669350178,0,0,0,0,0,0,0,0,0,0.0111072284871034,0,-0.0778627491515313,0,0.0114243747042615,0,0,0,0.038435820544646,0,0,0,0,0.0677322073540008,0,0,0,0.000914459894982874,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.0664243643491687,0.148781786848308,0,0.059477085873805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0604674907884161,0,0,0,0,0,0,0,0.393850097119179,0,0,0,6.93889390390723e-18,0.0150918166401462,0,0,0,0,0,0,-0.180896430566508,0,0,0.352152180527537,0,0.0325496202555661,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.00230019600816375,0,0,-0.0804993023164162,0.0486461312016541,0,0,0,-0.00848680235263564,0,0,0.0690316379033159,0,0,0.106533338952504,0,0,0,0,0,0,0,0,0,0,-0.0214631357587972,0,0,0,0,0,0,0,0,0,0.489868501201397,0,0,0,0,0,0.00227415732652526,0.0082983850630394,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174210195723198,0,-0.0552941212561583,0.312749969341108,0,0,0,0,-0.0183318711936682,0,0,0,-0.127101560526577,0,0,0,0,0,0.0270051217021791,0,-0.180673713846469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148150084584948,0.0224863754016628,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487195939325939,0,0,0,0,0,0,0,0,0,0,0,0,0.0521332698888258,0,0,0.059370671336369,0,-0.0424173647453353,0,0,0.352887452666,0,0,-0.0731620508288971,0,0,0,-0.0394003204472713,-0.0047257783916682,0,0,0,0,0.103156326053617,0,0,-0.00321274407644499,0,0,0,0,-0.186449750077713,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464096557596016,0,0,0.0997392287789838,0,0,0,0,0,0,0,0,0,0,0.00441440541067236,0,0,0,0,0,0,0,0.28103280276244,0,0.12999675832109,0.172444595544096,0,0,0,0,0,0,0,0.276490773359352,0,0.531597331702448,0,0,0.103599754210178,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.102217679799535,0,0,0,0.339054071452245,0,0,0,0,-0.160184916768891,0.21018574624423,0.43746424959307,0,0,-0.0217724282261148,0,0,0,0.131428754272978,0,0,0,0.0225378566302749,0,0,0,0,0,0.245139180838774,0,0,0,0.056567037888864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273572131025207,0,0,0,0,0,0,0
