,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600188.SH,X601898.SH,X600688.SH,X601991.SH,X002466.SZ,X600660.SH,X600362.SH,X600795.SH,X600547.SH,X300072.SZ,X601992.SH,X002460.SZ,X600516.SH,X600111.SH,X000898.SZ,X600886.SH,X000786.SZ,X600176.SH,X000553.SZ,X600352.SH,X000709.SZ,X000792.SZ,X600299.SH,X600027.SH,X000825.SZ,X002271.SZ,X000408.SZ,X601158.SH,X600489.SH,X601699.SH,X600219.SH,X600808.SH,X600426.SH,X000883.SZ,X002470.SZ,X600583.SH,X000630.SZ,X600315.SH,X600157.SH,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.240016430129972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176381839600354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427397035809085,0,0,0,0,0,0,0.0641983066569781,0.0519360363459565,0,0,0.0935101000783763,0,0,0,-1.73472347597681e-18,0,0.00881719979098135,0.0153044955749076,0,0,0,0,0,0
X600028.SH,0,0,0.359057274683908,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170594766404289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00958077933364283,0,0,0.0630075419762244,0,0,0,0,0,0.0256655018638514,0.014600383857947,0,0,0,0,0,0
X601088.SH,0,0.113115056536324,0,0.227568967052127,0,0,0,0.0303270969405736,0,0,0.0121546549995158,0,-0.00291967233512762,0,0,0,0,0,0,0,0,0,0,0,0.0364998510862684,0,0,0,0,-0.0201864106420058,-0.167409463514109,0,0,0,0,0,0,0.376100968851578,0,0,0,0,0,0,0,0,0,0,0,0.00322263382240525,-0.0129857458765663,0,0,0,0,0,0
X600019.SH,0,0,0.232898509319995,0,0.206164145124385,0,0,0,0,0,0,0,-0.00880337320340127,0,0,0,0,0,0,0,0,0,0.0397107794953108,0,0,0,0,0,0,-0.0418653519718818,-0.070821463048308,0,0.0673966449932275,0,0,0,0,0.188173620596646,0,0.19275218246555,0,0,0,0,0,0,0,0,0,0.0226670373959135,-0.00590666907844248,0,0,0,0,0,0
X600585.SH,0,0,0.0280707978875869,0.337483567963262,0,0,0,0.0218695158374955,0.219974604992066,0,0,0,0,0,0.0898968405125227,0,0,0,0,0.00871632167018346,0,0,0,0,0.0704875017327783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315255801219021,0,0.00376629711932228,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042703044562747,0,0,0.174294435926281,0.0222418987882917,0,0,0,0,0.0718765992594071,0,0,0.000682685460888628,0,0.0407716787656386,0,0,0,0,0,0,0.0981297241218033,0,0,0.108405625235872,0.0951148851372336,0,0.0186926483925893,0,0,0,-0.0170139324909774,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.159491434481702,0,0,0,0,0,0,0,0,0,0,0,0,0.0409518168295953,0,0.012543771966162,0.129884364830994,0.0920549339377921,0,0,0,0,0.123445896455499,0,0,-0.0471150022470223,0,0.0741274986750372,0,0,0,0,0,0.190857292396481,0,0,0,0,0,0,0,0,0,0,0,-0.00888560417699954,-0.0189493979128655,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.777989672575935,0,0,0,-0.0590500974112018,0,0,0,0.315053579437191,0,0,0,-0.121619852449268,0,0,0,0,0,0,-0.120969632400961,0,0,0,0,0,0.0782068353944167,0,0,0,0,0,0,0,0,-0.64579634499135,0,0,0,0,-0.464478122564949,0,0.0361469216281881,-0.148663314476629,0,0,0,0,0,0
X600188.SH,0,0.0773232553423881,0,0.249138009985624,0,0,0,0.0359988253191379,0,0,0,0,0.0484238071740891,0,0,0,0.190640649900361,0,0,0.101340281987534,0,0,0.156743931688042,0,0,0.145038761119324,0,0.0176700321120248,0,0,0,0,0,0,0,0,0,0.14271716826508,0,0.230002547905409,0,0,0,0,0,0,0,0.147245733775398,0,-0.0339878195523105,0,0,0,0,0,0,0
X601898.SH,0,0.0444182020181402,0,0,0,0,0.0420686042665898,0,0,0,0,0,0,0,0.401972011704696,0,0,0,0,0,0,0,0,0,0,0,0.00770852991377143,0.0179343284393608,0,0.086620142948447,0,0,0,0,0,0,0,0,0,0.146429059597699,0,0,0.0940373121245646,0,0,0,0,0.0741413599707716,0,0.00064882997655721,0.00876642742479801,0,0,0,0,0,0
X600688.SH,0,0.434374573920164,0.0484621587638054,0,0,0,0.00374225447977695,0,0,-8.67361737988404e-19,0,0,-0.00369045827332829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0224146979227242,0,0.0442482004026025,0,0,0,0,0,0.00316555388721112,0,0,0,0,0.054980141481566,0.0168747787766165,0,0,0,0,0,0.0269091705806747,0.0672504549047328,0,0.116220746778437,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0321074089922241,0,0,0,0,0,0,0,0,0,0,0,0.0839506682466724,0,0.0941797204114511,0.0745357183886981,0,0,0,0,0.00333051196128021,0,0,0.00884739999498957,0,0,0.045222821694937,0.0420563338407928,0,0,0,0,0,0,0.0514751331426721,0,0,0,0,0,0,0,0,0,-0.0058680907786437,0,0,0,0,0,0
