,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X601992.SH,X600111.SH,X600886.SH,X600157.SH,X600547.SH,X600299.SH,X600623.SH,X600660.SH,X601158.SH,X600352.SH,X600489.SH,X000709.SZ,X000792.SZ,X600583.SH,X002466.SZ,X600309.SH,X000898.SZ,X000539.SZ,X000883.SZ,X000629.SZ,X000630.SZ,X000027.SZ,X002075.SZ,X000959.SZ,X000060.SZ,X000983.SZ,X002470.SZ,X600021.SH,X300072.SZ,X600022.SH,X600176.SH,X601699.SH,X600612.SH,X600578.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.205290150100402,0,0,0,0,0,0,0,0,0,0,0,0,0.0288329863363384,0,0,0,0,0,0,0.041018448946318,0.0466107716542671,0.0285532353320532,0,0.0484762774078641,0,0,0.0633458092064079,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,-0.00978322394501264,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0916941933669008,0.169787002406035,0,0.0890556442656684,0,0,0,0,0,0,0,0,0,0,0.0195075757570175,0,0,0,0,0,0,0,0.0411274158146062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563546447082372,0,0,0,0,0.00842173077513587,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.518301276098894,0,0,0,0,0,0,0.130538957206002,0,0,0,0,0,0,0.00344636086923152,0,0,0,0,0,0.070795284323286,0,0,0,0,0,0,0.0876765581233152,0,0,0,0,0,0,0,0.00255339865226507,0,0,0,0.0319129204809691,0,0,0,0,-0.00727190805312801,0,0,0,0,0,0,0
X600011.SH,0,0,0.178318543671239,0,0,0,0,0.00970350903617129,0,0,0,0,0,0.00915238919098245,0,0.119426533541596,0,0,0,0,0,0,0,0,0,0,0,0,0.0285518671220831,0,0,0,0,0,0,0,0.0115230933150814,0,0.0537804172425471,0,0,0,0,0,0,0,0,0,0,0.195565027412813,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0062152059396976,0,0,0,0,0,0,0,0,0.0667867078853481,0,0.0415596801383021,0,0,0,0,0,0,0,0.159671749243952,0,0,0,0,0.00237478452613766,0,0,0.0741374159263879,0.230988212611645,0,0,0.0914214547681511,0.0997669856169666,0,0,0.087140517097056,0,0.0929809661043961,0,0,0,0,0,0,0,-0.00972425910892113,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440476918774271,0,0,0,0,0,0,0,0,0,0,0,0,0.42428021050685,0,0,0,0,0,0,0.0536714972042429,0,0.0771923380895582,0,0,0,0.353184573494367,0,0,0,0,0,0,0.0211775267635878,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.183668320351268,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.120409995204343,0,0,0,0,0,0,0.100776018256844,0,0,0.0978850938364224,0,0,0,0.0528738645261722,0,0,0,0,0,0.00725301206290633,0,0,0,0,0,0,-0.0436614169707396,0,0,0,0,0,0,0
X601898.SH,0,0,0.0996541723720082,0,0.101888549947701,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0722601946589818,0,0.105609188612649,0.0165344869155706,0,0,0,0,0,0,0.0475685036214804,0,0,0.166830772901459,0,0,0.104228698870947,0,0,0,0.0148202368064122,0,0.0338332752823025,0,0,0,0.0956225346093961,0,0,0,0,0.0849427695186067,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525621674406178,0,0,0,0,6.93889390390723e-18,0,0.0224347254953325,0,0,0,0.120076052202562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252597714846787,0,0,0.0983475164804017,0,0.359671467214441,0,0.010964614681711,-0.20878487690881,0,0,0,-0.0205130280159977,0,0.0321772015681443,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0924383705973625,0,0,0,0,0,0.136533871591105,0,0,0,0,0,0,0.110607817086131,0,0,0,0,0,0.0492223102620077,0,0,0,0,0,0,0,0.0214483627198544,0,0,0,0.000141568645770528,0.224144704009776,0.0235956909162319,0,0.0461361248514984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0561755683739901,0,0,0,0,0,0,0,0,0.118681201316006,0,0,0,0,0.0553159628197139,0,0,0.00120593127244311,0,0,0,0,0,0,0.174703995341714,0.027197990481456,0,0,0,0,0.0716933300436631,0,0.0289801891881812,0,0,0,0,0,0,0,0,0,0,0,0,0.168690676171048,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.013758900046753,0,0,0,0,0,0,0,0,0,0,0,0,0.109636192885092,0,0,0,0,0,0.0316619312540726,0,0,0,0.0982856352475426,0,0,0,0.15205020586901,0,0.0508444166624712,0,0.0722491053670912,0,0,0.0024212756414387,0,0,0.131718873706732,0,0,0,0,0,0,0.108007145195177,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.180347038590498,0,0,0,0.112931499357787,0,0,0,0.318716721181803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670101206790983,0,0,0,0,0,0,0,0,0,0.00016388214111226,0.0681069055267628,0.00790152042950018,0,0.0076234686301017,0,0,0,0,0,0,0.158292344924718,0,-0.000201762842830541,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.0290820991348793,0.143716453598265,0,0,0,0,0.0676463062638866,0,0,0,0,0,0,0.106225212118279,0,0,0,0,0.0903972448028502,0.00690415711442528,0,0,0,0,0,0,0,0,0,0.0489696276510642,0.173933930145584,0.120941215963913,0,0,0,0,0,0,0.185977230245787,0,0,0,0,-0.0154326502175801,-0.0348230499622945,0,-0.113346809278775,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0915358499720486,0,0,0,0,0.124940757881807,0,0.143270176443708,0,0,0.0881731056751844,0,0,0,0,0,0,0,0.0375386177721765,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0922420233771801,0,0.516752865807605,0,0,0,-0.055329054463983,0.0152982738033832,0,0,0,0,0,0
X601992.SH,0,0,0.098287796126423,0,0,0.0141826940019895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240681605145693,0,0,0,0,0,0,0.303490650928051,0,0,0.271008870170422,0,0,0,0,0,0,0,0,0,0,0,-0.0205913833069771,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0798768399009435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108938996302457,0,0.136930450234603,3.46944695195361e-18,0.00804998757063002,0,0,0.00146650815121569,0,0,0,0.279039321835253,0,0,0.0274752179242679,0.103636296584569,0,0,0,0,0,0.131265517695888,0,0.0468574234559426,0,0,0,-0.0104085050903207,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0965714039239125,0,0,0,0,0,0,0,0,0,0,0.0508514711798862,0,0.138211295049547,0,0,0,0.0277667405625484,0,0,0,0.112106232117222,0,0,0,0,0.181395956411449,0.0267138987975909,0,0,0,0,0,0.00625160280395454,0,0,0,0,0,0,0,0,0.0607185508999465,0,0,0,0,0,0,0,0,0
