,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600886.SH,X600547.SH,X601600.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X600803.SH,X000708.SZ,X600027.SH,X000301.SZ,X002466.SZ,X601991.SH,X600426.SH,X600160.SH,X000983.SZ,X600219.SH,X000786.SZ,X601699.SH,X000807.SZ,X000408.SZ,X000630.SZ,X600176.SH,X600985.SH,X600096.SH,X601168.SH,X002128.SZ,X000877.SZ,X000933.SZ,X600352.SH,X000883.SZ,X600995.SH,X600378.SH,X002353.SZ,X600299.SH,X600688.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.38297257481901,0,0,0.302242268354812,0,-0.0409168139619521,0,0,0,0,0,0,0,0,0,0,0,0.0929359911914131,0,0,0,0,0,-0.0412494773826032,0,0,0,0,0.30972145802319,0,0,0,0,0.229593310948863,0,0,0,0,0,0,0,0,0,0,-0.103138565599779,0.0404336656883544,0,0,0,0,0,-0.075992425461484,0,0,0,-0.0444311109736102,0,0
X600028.SH,0.429547957935466,0,0.0463481738555172,0,0.289745675649731,0,0,0,0.036193627163529,0,0,0,0,0.0290713676806101,0,0,0,0,0,0,0,0,0,0,-0.0650563048514875,0,0,-0.106726345437887,0,0,0,0,0,0,0,0,0,0,-0.0972444963858168,0,0.083608778201613,0,0,0,0,0,0,0,0,0,0,0.0436813271850192,0,0,0,0,-0.00437759559600435,0,0
X601088.SH,0.0452289055168819,0,0,0,0.256156409650141,0.0377354802630115,0,0,0,0,0,0,0,0.0931764195394989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134581048936449,0,0,0,0,0,0,0,0,-0.00911398511847425,0,0,0,0,0,0,-0.0364250953126635,0,0,0,-0.0389218475179184,0,0
X600309.SH,0,0,0,0,0,-0.0178711310245243,0,0,0,-0.15125103410562,0.0262883265728142,0,0,0,0,0,0,0,0,0,0,0,-0.21357737130699,0,0,0,0.149585407324164,0.0462409156301289,0,0,0.1939208040188,0,0,0,0,0,0,-0.0104806989998255,0,0.361553538654177,0,0,0,0,0,0.00356078144139686,0.099041636580645,0,0,0,0,-0.0583098646313783,0,0.0158198440957585,0,0,-0.0118569698385824,0,0
X601898.SH,0,0.380888847217193,0,0,0,0.106432332389993,0,0,0,0.0622062183338449,0.198540172415117,0,0,0,0,0,0,0,0,0,0,0,0.0474836840336491,0,0,0,0,0,0,0,0,0.156740730164295,0,0,0,0,0,0.00967597982335451,0,0,0,0,0,0.0358518167376351,0,0,-0.0339326114826113,0,0,0,0,0.00694915985796033,0,0,0,0,0,0,0
X600188.SH,0,0.0866375376976229,0,0,0.0489832981400101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288769505453099,0,0,0,0,0,0,0,0,0.343864588201925,0,0.0849623459815782,0,0,0.444507623019294,0,0,0,0,0,0,0,0,0.0105076068527058,0,0,0,0.271438218141993,0,0.0376369912041855,0,0.0718164830545397,0,0,-0.0221074936409423,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986538583345802,0,0,0,-0.0490554847515588,0.0219569799941192,0,0,0,0,0.263220394776064,0,-3.46944695195361e-18,0,0,0,0.200042723919736,0.211365589893284,0,0,0,0,0,0,-0.124988028634494,0,-0.209143711258562,0,0,0,0,0,-0.0885010792399011,0,0,0,0.0189077909928628,0,-0.0290930914322398,-0.122321488398193,0,0,-0.0613691365588496,0,0
X600019.SH,0,0.37947041843796,0,0,0,0,0,0,0,0,0.262732147280069,0,0.0645306705904667,0,0.0804735021474274,0,0,0,0,0,0,0.358450186599068,0.042197513288446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.211467687745888,0,0,0,0,0,0,0,-0.128727039515691,-0.107486914259086,0,0,0,0,0.0361654562881735,0,-0.0945875727550422,0,0,0,0,0
X600886.SH,0.19085008844391,0,0,0,0,0,0,0,0,0.10535240585936,0,0,0,0,0,-0.0619874137915075,0,0,0,0,0.192282062208597,0,0,0,-0.0588719406173051,0,0,0,-0.151030788971415,0,-0.0799894018827084,0,0,0,0,-0.257872186555425,0,0,0,0,0,0,0,0.245964384275031,0,0,0,0,0,0,0,-0.0193991145252302,0,0.0189151161369496,0,0,-0.043672510226954,0,0
X600547.SH,0,0,0,0,0,0.157048131608135,0,0,0,0,0,0,0,0,0,0.00667319558404211,0,0.125209186346028,0.672646367813465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911911013589345,0,0,0,0,0,0,0,0,-0.280586166194626,0,0,0,0,0.0186199860540451,0,0,0,0,0,0
