,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X600547.SH,X601600.SH,X000792.SZ,X600795.SH,X002466.SZ,X601699.SH,X002460.SZ,X000708.SZ,X600111.SH,X600010.SH,X000301.SZ,X000983.SZ,X600362.SH,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X600489.SH,X601991.SH,X600985.SH,X000786.SZ,X000408.SZ,X000933.SZ,X002271.SZ,X000807.SZ,X000630.SZ,X600176.SH,X601168.SH,X000932.SZ,X002128.SZ,X600348.SH,X600612.SH,X600219.SH,X600096.SH,X601666.SH,X600995.SH,X000027.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.326259274693508,0,0.121839099306711,0,0,0,3.46944695195361e-18,0,0,0,0,0.14676166529512,-0.121497168222322,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016487534958624,0,0,0,0,0,0,0,0,0.131554877659239,0,0,0,0,0,0,-0.0486577646389639,0.0308618212729466,0,0.0325603571322304,0.125783378284348,0.110865607471406,0,0,0,0
X601088.SH,0.00420410182951031,0,0,0,0.269803190322521,0.169043656050038,0,0.0563010821670416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0645224098866279,-0.0880941675131318,0,0,0,0,0,0,0,0,-0.0570833137365143,0.0131071547362543,0,0,0,0,0,0,0.174951139408215,0,0,0,0,-0.0116592314322398,0.0102305245604045,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0124323803834402,0,0,0,-0.193608953386037,0,0.158783465723123,0,0,0,-0.0739623531004969,0,0,0,0,0,0,0,0,0.119071736842465,0,-0.0615190913967223,0,0,0,0,0,0,0,0,-0.020965453137471,0,0,0,0.0435230689689664,0.166555784195476,0,0,0,0,0,0,0,0,0,0,0,0.00831920428782867,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211078136371838,0,0.0138043928909035,0,0,0,0.21279564653385,0.239086844153829,0,0,0,0,0,0,0,0,0,0.00624088530827003,0,0,0,0,-0.0695839021984628,0,0,0,0,0,0.0895121716004578,0,-0.0029331120096678,0,0,0,0,0,0,0
X600188.SH,0,0.0269442556185259,0,0,0,0.256248763946757,0,0,0,0,0,0,0,0,0.0604426767514501,0,0,-0.0501392226846335,0,0,0,0,0.176863114519902,0,0,0.0441995418661499,0,0,0.0542910866526424,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0385724706783308,0.238934332324066,0,0,0,0,0,0,0,0,0.00546475516520331,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.127818859650564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403084104453684,0,0.371425328022757,0,0,0,-0.0380305558015281,0,0,0,0,0,0,0,0,0,0,0.0343825322830478,0,0,0.0356742117754551,0.00418972094778235,0,0,0,0,0,0,0,-0.0162415202420607,0,0.105588858096524,0,0,0,0,0
X600019.SH,0,0,0,0,0.0236967992708729,0.131937534373068,0,0,0,0,0,0,0,0,0,0,0.0389454554952209,0,0,0,0,0,0,0,0,0,0,0,0,0.0897669241614091,0,0,0,0,-0.116925150176308,-0.0200782714072959,0,0,0,0.177049078948716,0.0844316778121139,0,0,-0.0464420826264064,0,0,0,-0.0317281549606424,0,0,0,0,0.0203771597745263,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.228234063550249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295452103366285,0,0,0,0,0,0.214931057450077,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0198893295043066,0,0,0,0,0,0,0,0,0.00516148788564237,-0.00218748755024626,0,0,0,0,0,0
X600585.SH,0,0,0,0.174683342965298,0,0,0,0,0,0,0,0,0.153820342310219,0,0,0,0,0.0240013191488038,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0550301885142818,0,0,0,0,0,0,0,0.031944801857051,0,0.0525940461804738,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164068542346356,0.0218948563114575,-0.0567394162230861,0,0,0,0,0
X600660.SH,0,0,0,0,0,-0.0610320555168413,0,0,0,0,0,0.126607146702328,0,0,0,0,0,0,0,0,0,0,0.054601936477087,0,0.0564554636868778,0,0,-0.0236025060536106,0,0,0,0,-0.0753685056487864,0,0,-0.144118336149016,0,0.144693687255109,0,-0.0571262544383116,0,0,0,0,0,0,0,0.0699314143005007,0,0,0,0.0117630113392784,0,0.0224616937457057,0.299604664574884,0,0,0,0
