,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X601991.SH,X600309.SH,X300072.SZ,X600188.SH,X600157.SH,X600027.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600219.SH,X600352.SH,X000883.SZ,X000408.SZ,X600098.SH,X000983.SZ,X000825.SZ,X000723.SZ,X002092.SZ,X000539.SZ,X600021.SH,X601699.SH,X000027.SZ,X600623.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.350231355490075,0,0,0,0,0,0,0.0364437575814644,0,0,0.00647448060479962,0,0,0,0,-0.0191310335045079,0,0,0.0326997853589368,0,0,0,0.0634467725358435,0,0,0,0,0,-0.0272062984983471,0,0,0,0,0,0,0,0,0.00299104153916211,0,0.0283059779854887,0,0,0,0,0,0,0.0878010202102022,0,0,0,-0.00717499219577469,0,0,0,0,0,0
X600028.SH,0.875002446011589,0,0,0,0,0,0,0,0,0,0,0.00456252916872985,0,0,0,0.0449632170014742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239788172165023,0.00539510911522577,0,0,0.0229397632620647,0,0,0,0,-0.153299847721561,0.0266222904059755,-0.0106299669769798,0,0,0,0,0,0
X601088.SH,0,0.0952606441874013,0,0,0,0,0,0,0.0266222602661997,0,0,0,0,0,0,0,0,0,0,0,0,0.00377339199868257,0,0.124192823771111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234480206097508,0,0.000581009439518064,0,0,0,0,0.181460927500382,0,0,0,0.0159308980494292,-0.0314131297804618,0.0174952833027634,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0879738609087244,0.244542221458416,0,0.0352352510764914,-0.053050444210991,0,0,0.0243677851567736,0,0,0,0,-0.0871841035483503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180998731308969,0.100774672985881,0,0.0421293827103689,0,0,0,0,0.0247267895128002,-0.0146411359050353,0.014591586406748,0.118838873370654,0,0,0,0,0
X600019.SH,0,0,0.189100139343991,0.311970294305074,0,0,0,0,0,0,0,-0.0420650840818715,0,0,0,-0.0678306556187668,0,0,0,-0.0702306568622286,0,0,0,0.284344070551403,0,0,0,0,-0.0782803005750924,0,0,0,0,0,0,-0.292395191361996,0,0,0,0,-0.0810461479048157,0.0431837606479441,0,0,0,0,0,-0.115017802840142,0,0.0373491413727537,-0.0124526944690941,0.00924955358334503,0,0,0,0,0,0
X600585.SH,0,0.0346744934252515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116345197706564,0,0,0,0,0,0,0,0,0,0,0,-0.10759228718882,0.265379466703136,0,0.155455565565956,0,0,0,0.0570851314112366,0,0,0,0,-0.348896615091323,-0.0198602025495139,0.0156724984326701,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0525226129240187,0,0.00420785373489409,0,0,0,0,0,0,0,0,0,0,0,0,0.184462419692934,0,0,0,0,0.0241353418944269,0,0,0,0,0,0,0,0,0,0.0416909443691217,0.0617147772830835,0,0,0.0107765678677761,0,0,0,0,0.0852761826582833,0.0202090748728172,0,-0.0213578788721479,0.00828305635496288,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0340235657769085,0,0,0,0,0,0.084415445859241,0,0,0,0,0,0,0,0,0.0663594984345129,0,0,0,0,0.11765488739623,0,0,0,0,0,0,0,0,0,0,-0.0269463361597569,0,0,0,0.118167484924112,0,0,0.128637127740352,0,-0.0139780260412884,0.0067630878025439,0,0,0,0,0,0
X601600.SH,0,-0.03942205742921,0,0,0,0,0,0,0,0,0.24095387288247,0,0,0,0,0,0,0,0,0,0,0.193891385684844,0,0,0,0,-0.243510014138953,0,0,0,0.0620240212796062,0,0,0,0,0,0,0,0,0,0,-0.0754729340281772,0,0,0,0,0,0,0,0,-0.0381797030237806,0.0264087522470684,0,0,0,0,0,0
X600688.SH,0,0.461012228370053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375708618854851,0,0,0.0623402740353891,0,0,0,0.149643592073771,0,0,0,0,0,0,0,0,-0.046962980065965,0,0.147274474855636,0,0,0.0282445093848786,0,0,0,-0.0290731296144233,-0.0132227754689653,0.00897785311055057,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.270991994901022,0,0,0,0,-0.159920982964897,0,0.122903578016641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560767798250176,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0882362584737963,0,0,0,0.0887657798008204,0.0578739738590226,-0.00945720707584315,0.0196886686605198,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0656044424744736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746698082827415,0,0,0,0,0,0.0358504589700157,0,0,0,0,0,0,0,0,0,0,0.0487536297209324,0,0,0,0,0,0,-0.12081542269339,-0.0828437648846761,-0.0191657500216811,0.012245451072816,0,0,0,0,0,0
