,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X600795.SH,X601600.SH,X600027.SH,X601991.SH,X600111.SH,X600188.SH,X600547.SH,X600157.SH,X600362.SH,X600886.SH,X002466.SZ,X600623.SH,X601992.SH,X000792.SZ,X600309.SH,X600299.SH,X600489.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000723.SZ,X000709.SZ,X600352.SH,X000539.SZ,X000898.SZ,X002407.SZ,X002460.SZ,X000027.SZ,X002470.SZ,X000983.SZ,X000630.SZ,X000761.SZ,X000012.SZ,X000060.SZ,X600176.SH,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.105105751141729,0,0,0,0,0.0660645649255313,0,0,0,0,0,0,-0.0191165338806402,0,0,0.178044861688402,0,0,0,0,-0.0214887361132162,-0.00523825482557669,0,0,0,-0.0443438541775567,0,0,0,0,0,-0.0319324650601277,0,0,0,0,0,0,0,0,0,0,0,0,0.0060328384718654,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.207268473695411,0,0,0,0,0,-1.38777878078145e-17,0,-0.0208638941445658,0,0,0,0,0,0,0.0726426982878849,0,0,0,0,0,0,0,0.163930238041319,0,-0.0609581172901157,0,0,0,0,-0.0326614499076344,0,0,0,0,0,0,0,0,0,0,0.0329419701579887,0,0.0029054306516342,0.00649026583088514,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.00670949614985902,0.319871904887863,0,0,0,0,0,0.0059642723732316,0,-0.0179738709054552,0.0381802181141061,0,0,0,0,0,0,0.0748055483829469,0,0,0,0,0.0236648397396044,0,0,0,0,0.0572808903377972,0,0,0,0,-0.003680708527395,0,0,0,0,0,0,0,0,0,0,0,0,0.0256388693768424,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0180599888193277,0,0.107635596376247,0,0,0,0,0.0234025391230952,0.0376357526710092,-0.0371919820625166,0,0,0.235891455045049,0.0454209057177854,0.0800472621618744,0,0.0296971413382249,0,0,0,0,0,0,-0.0582259095088587,0.0147569121681778,0,0,0.00679455530890004,0,0,0,0,0,0,6.93889390390723e-18,0,0.00209503520104028,0,0,0,0,0,0,0,0,-0.00766683703684212,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0182372623327098,0,0,0.358063618734753,0,0,0,0,0,0,0.0331824635817871,0,0,0,0.0151992480701016,0,0,0.0201816133233351,0,0,0,0,0,0.16934322239298,0,0,0,0,0,0,0,0.0287663372794234,0.0133296671576571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203371483763974,0,0,0,0,0,0,0,0.0640371073011007,0.0252197192407693,0.150025500595862,0,0,0,0.0520701210223829,0.00673967379921495,0,0.220388042984237,-0.0454078243561572,0,0,0,0,0,-0.0230284332242501,0,0,0,0,0,0,0,0.0240611099471713,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196457552075265,0,0.101023663535129,0,0,0,0,0.061320513673391,0,0,0,0.0812183082253592,0,0,0,0.116291679197112,0,0,0,0,0,0,0,0,0,0,0.0897217302193668,0,0,0,0,0,0,0,-0.171145350431035,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0321919970447268,0,0.152138278720702,0,0,0,0,0,0,0,0,0,0,0,0.179080829702647,0,0,0,0,0.0569385398653217,0.0246015997295955,0.0410239773871906,0,0,0,0.0521223847088109,0,0,0,0,0,0,0,0,0.130942297726106,0.0219356335095142,0.0652556600650315,0,0,0.0541634100802494,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296923709816983,0,0,0,0,0,0.106213682806644,0,0.149270143323292,0,0,0.199370087751543,0.0906950699459013,0.0738894075364741,0,0.00315871670824085,0.2585662025788,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348233120207061,0,0,0,0,-0.0301882738577221,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0182542213898654,0,0,0,0,0.0606763503586335,0.0433260284959136,0,0.0289306993120476,0,0,0.00315529441374223,0,0,1.73472347597681e-18,0,0.0384622749595448,0,0,0.0157416623982888,0,1.73472347597681e-18,0,0.0915785346326078,0,0,0,0,0,0,0,0,0,0,0.0100574603165698,0,0,0,0,0,0,0,0,0,0.0221582469793209,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696669903346184,0,0,0,0,0,0,0.0706360186460755,0,0,0,0,0,0,0,0.106136590581134,0.0844295091225157,0,0,0,0.142660975675443,0,0,0,0,0,0,0,0,0,0,0,0,0.170588318221178,0,0,0,0,0.0233684535834213,0,0,0,0,-0.0500034494522719,0,0
X600027.SH,0,0,0,0,0,0,0,0,0.00453042194171586,0,0,0,0,0,0.0594332710524604,-0.00359300095240064,0,0,0.0656303760360076,0.0520666112776903,0,0,0,0,0,0,0,0,0.012011876282211,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0835474358612808,0,0,0,0,0.0186047209584542,0.0523731068750474,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.102486851303855,0,0,0,0,0,0,-0.020117415372294,0,0,0,0,-0.0155727124220869,0,0,0,0.0275520950193576,0,0,0.0178574114568564,0,0.00792099729230428,0,0,0,0,0,0,0.0611539462015671,0,0.032695347889697,0,0,0,0.141172042009582,0,0,0,0,0.0506391126330663,0.0858323894956705,0,0,0,-0.050067175456641,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.764933068746435,0,0,0,0,0,0,0,0,0,0,0.0509939926818966,0,0,0,0.0518829610796559,0.0855000402594421,0,0,0,0,0,0,0,0.343168390437842,-0.139076263911595,0,0,0,0,0,0.0839030619320168,0,0,-0.0112008958211566,0,0,0,0,0,0,0,0,-0.0122532210222729,0,-0.0791309351798386,0,-0.056981345295252,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318028252368385,0,0,0,0,0,0,0,0,0.310744740717065,0.0259811980199479,0,0,0,0.0830851638300008,0,0,0,0,0,0,0,0,-0.0759111509030236,0,0,0,0.466882534769501,0,-0.0624412045689419,0,0.222576084514997,0,0,0,0,-0.0199469086206306,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116992956222199,0,0,0,0,0.0624299778866502,0.0134588654290504,0,0,0,0,0.846802790608934,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963504520487832,0,0.034011429927226,0,0.0814339484452334,0.0710873532300278,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0596127258145054,0,0,0,0,0,0,0,0,0,0,0,0,0.0554338408153517,0.245206077707593,0,0,0,0,0.0746625282369388,0,0.106533767497958,0,0,0,0.0556950547275492,0,0,0,0,0,0,0,0,0.0218847019937623,0,0.0741593463628787,0,0,0,0,0,0,0.098639466201979,0,0,0,0,0,0,0
