,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X600011.SH,X600426.SH,X601898.SH,X600886.SH,X601600.SH,X000301.SZ,X600111.SH,X600010.SH,X600188.SH,X600352.SH,X600486.SH,X002080.SZ,X601991.SH,X600801.SH,X600219.SH,X002353.SZ,X600795.SH,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X002409.SZ,X601168.SH,X600027.SH,X601992.SH,X600299.SH,X600157.SH,X000932.SZ,X600516.SH,X002497.SZ,X000830.SZ,X000027.SZ,X600399.SH,X000898.SZ,X600529.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,-0.00819468920118444,0,0,0.0276066712458984,-0.00358602527628901,0,0,0,0,0,0,0.0575641489375036,0.0334192477252892,0,0,0,0,0.0053734749447494,0.018558147454151,0,0.0650108705336655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04682298571121,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000853638268994465,0,0,0,0,0.000820886734095403,0,0
X600028.SH,0,0,0,0,0,-0.0417188879935712,0,0,0,-5.6874966543166e-05,0,-0.0191277540192498,0,0,0,0,0.0287188818413416,0.0806171576071699,0.145567884845668,0,0,0,0,0,0,0,0.030201563452246,0,0,0,-0.0438418082954927,0,0,0,0,0,0,0,0.0987119413939569,0,0,0,0,0,0,0,0,0.0335193977552321,0.0867656656884807,0,0,-0.00671466321979604,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168188703609999,0,0,0,0,0,0.463272921303899,0,0,-0.0177635556772001,0,0,0,0,0,0,0,0,-0.0279210044424162,0,0.0742529799492004,0,0,0,0,0,0,-0.0190935876575527,0,0,-0.0829992676518846,0,0,0,0.0181756439690167,0,0,0,0,-0.0133436606006039,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117316217107689,0,0,0,0,0,0,0,0.169244195686208,0,0,0,0,0.0671962569193331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135138024959196,0,0,0,-0.256966335936717,0,0,0.026045730833947,0,0,0,0.010631124053985,0,0
X600585.SH,0,0,0,0,0,0.0690409713181846,0,0.0178797677548558,0,0,0,0,0,0,0.0674744652751458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222283515700227,0,0,0,0,-0.143648890929487,0,0.100404630285825,0,0,0,0,0,0,0,-0.0572364695151562,0,0,0,0,0,0.00751147876163173,0,0,0,0,-0.000948182520824409,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.361631106638244,0,0,0,0,0,0,0,-0.183060900622952,0.0937883252779318,-0.0403429872991238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437886764963774,0,0.181998942615485,0,0,0,0,0,0,0.234573454184251,0,0,0,0,0,0,0,-0.00656616898721303,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.196814134635601,0,0,0,0,0,0,0,0,0,0,0,0,0.243615909852708,0,0,0,0,0.0142650298430517,0,0,0.0832106821069515,0,0,0,0,0,0,0,0,0,0,0,0,0.0411845760883238,0,0,0,0,0.0506663533173101,0,-0.0526543300875832,0,0,-0.03663446778602,0,0,0,-0.0047447740357709,0,0
X600660.SH,0,0,0,0,0,0.0784048979790991,0,0,-0.00363283064546401,0,0,-0.026490819625485,0.170348158594417,0,0,0,0,0,0,0,0.0394298478324217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518674579381751,0,0,0,0,0,-0.0792811225484267,0,0,0.0432701556254006,0,0.0833060173588501,0,0,0,0.00156559365271186,-0.0350440684044711,0,0,0,0.0144533700591013,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15845433470069,0,0,0,0,0,-0.0135580034864452,0,0,0,0,0,-0.0978149796743055,0,0.104850531323364,0.18893925086478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124007824704268,0,0,0.094330020801436,0.148904115095081,0,0,-0.0417158924994848,0.0649276849910006,0,0,0,0.00590404397032355,0,0
X002271.SZ,0,0,0,0,0,0,0,0.249432308635807,0,0,0,0.0294160005743109,0,-8.67361737988404e-19,0,0,0.0280515305262755,0,0,0,0,0,0,0,0,0.243707777687754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565392478911128,0,0,0,0,0,-0.0793252733462663,0.0471298206606249,0,0,0,0.0565711164455586,0,0
