,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600157.SH,X600583.SH,X601158.SH,X600352.SH,X000898.SZ,X000709.SZ,X000831.SZ,X600547.SH,X002353.SZ,X600489.SH,X000539.SZ,X600008.SH,X000630.SZ,X000825.SZ,X000027.SZ,X600660.SH,X002470.SZ,X600021.SH,X000629.SZ,X600549.SH,X600315.SH,X600808.SH,X600578.SH,X600307.SH,X600098.SH,X601699.SH,X000983.SZ,X600863.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.519109554214222,0,0,-0.0127501182023181,0,0,0,0,0,0,0.0940565465341917,0.101975582732545,0,0,0,0,0,0.0495870699100524,0,0,0,0,0,0,0,0.0440247160388117,0,0,0,0,0,0,0,0.0177676521642691,0,0,0,0,0,0,0,0,0,0,0,0.093964856145103,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X600028.SH,0.491930910127559,0,0,0,0,0,0,0,0,0.0148981322260848,0,0,0,0,0,0,0,0.422953570997541,0,0,0,0,0,-0.00858267646753223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036688044563631,0,0,0,0,0,-0.0416137906396495,-0.0112356065895321,0,0,0,0,0,0
X601088.SH,0.0177212021702184,0.0605593778081032,0,0,0,0,0,0,0,0,0,0.143479014402793,0.0779039045699423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481384438327745,0,0,0,0.16276542747095,0.388999664882804,0,0,0,0,0.00252579746916771,0,0,0,0,0,0
X600011.SH,0.00566056603353234,-6.93889390390723e-18,0,0,0.0734221300947494,0,0,0.0842843009143783,0.111621419158918,0,0.161505186366329,0.0400960113760374,0.0786477297857776,0,0,0.062561893942141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254671792164748,0,0,0,0,0,0,0,0,-0.000379855994443265,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590471942768435,0,0,0,0,0,0,0,0,0,0,0.532243207116962,0.126858393413036,0,0,0,0,0.0493401979802514,0,0,0,0,0,0,0.0153228994634671,0,0,-0.0734695278396604,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0884342315517719,-0.0229588496975832,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.00919304610518845,0,0,0,0,0,0,0,0,0,0.171457178732276,0,0,0,0.161621606954387,0,0,0,0,0.0363663087299923,0,0,0,0,0.0237864132282784,0,0,0,0.138922354858659,0,0,0,0,0,0,0,0,0.188713077415454,0.022893376703291,0,0,0,0,0,0.00800851257344078,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.111494395670975,0.0872582617255608,0,0,0,0,0,0,0,0.00323058983813642,0,0,0.0239376367520414,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0133926827634557,0,0,0.00787269944522767,0,0,0,0.144979276317847,0,0,0,-8.67361737988404e-19,0,0,0.180395617793587,0.335974220331132,0,0,0,0,-0.00306680670727777,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.00968607424479265,0,0,0,0,0,0,0,0.0727193441242867,0.139034610064997,0,0,0,0,0,0,0,0,0,-0.00860670698994777,0.328149700672083,0,0.116374043644332,0,0,0,0,0,0,0.130199450135538,0,0,0,-0.0466828500960123,0,0.0285676979367569,0.264882535863084,0,0,0.118033588043835,0,0,0,0,0,0,0,-0.0161631554403704,0,0,0,0.095277331820541,0,0
X601991.SH,0,0,0,0,0,0,0.0984708351893639,0,0,0.326470268869681,0.0981665479041051,0.0216282923792787,0,0,0,0.0581002170667069,0.0105133844129279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231663675432239,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024480884223452,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.195118925115386,0,0.178861479811133,0,0,0.186043352940602,0,0,0,0.0401400628845341,0,0,0,0,0,0,0,0,0.129982952424659,0,0,0,0,0.0561922423150001,0,0,0,0,0,0,0,0,0,0,0,0.0744198763828245,0,0,0,0,0,0,0,0,-0.036973973954871,-0.0293206524479933,0,0,0,0,0,0
X600795.SH,0,0.0406171872603433,0,0,0,0,0,0,0.27829152016729,0.179100549355129,0,0.105160486255457,0,0,0,0.15871819783052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0448587035388712,0,0,0.0525430151639074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130453458931283,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.0674441173623781,0,0.0382165377307241,0,0,0,0,0.015100891993675,0.102528288764346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204153275266371,0,0.224535725525411,0,0,0,0.116658500999775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187303243343537,0,0,0,0,0,0
X600188.SH,0.298186085872618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262545726739799,0.241775201837801,0,0,0,0,0,0,0,0,0,0,0,0,0.136395137921604,0.121832658387224,0,0,0,0,0.0181026947994479,0,0,0,0,0,0
X600362.SH,0,0,0,0.0448832797488305,0,0,0,0.00314613640699768,0,0.010398962402167,0,0,0,0,0,0,0,0,0.0981590368529746,0,0,0.0282047703169182,0,0,0,0,0,0,0,0.0291591851926642,0,0,0.136648742330846,0,0,0,0,0,0,0,0,0,0,0,0,0.125013302491619,0.166070841056107,0,0,0,0,-0.0122782637166338,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0299188727677464,0,0,0,0,0,0.0774570967774181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.021959327269743,0.0709650914563361,0.454005217106748,0,0,0,0,0.00942706876153751,0,-6.93889390390723e-18,0,0.0590323860544014,0,0,-0.00873890001533644,0,0,0,0,0,0
X600027.SH,0,0,0,0.319486019064552,0,0,0,0,0,0,0.360625103774925,0,0,0,0,0,0,0,0,0,0,0,0.091601664790223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0249149234263145,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.21491476396896,0.191296275172743,0,0,0,0,0,0,0,0,0.167618501377746,0,0.0534087862216829,0,0,0.000373315509802977,0,0,0,0,0,0,0,0,0.110380614591938,0,0,0,0,0,0,0,0,0,0,0,0,0.130949285127911,0,0.0154854200379233,-0.00290450208771396,0,0,0,0,0,0
X600688.SH,0,0.540009739364245,0,0,0,0.0110368500908424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492372565036759,0,0.0390388021050605,0,0,0,0,0,0,0,0,0,0.241000011733117,0,0,0,0,0,0,0,0.00150216735607279,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.157133229438803,0,0,0,0,0,0,0,0,0,0,0,0,0.0943705418867485,0,0,0.0758159895100995,0,0,0,0.0305768202306272,0.0716541055281852,0,0,0.0103666387634896,0,0.135312146189881,0,0,0,0,0.308800759049488,0,0,0,0,0,0,0,0,0,0,0,0,0.0404579846820999,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0964842549999974,0,-0.0397050327197169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115202362020349,0,0,0,0,0,-1.38777878078145e-17,0.160512207523367,0,0,0.097038915740905,0,0,0,0,0,0.0801453363004824,0.0878853582851797,0,0,0,0,0,0,-0.00790611436274375,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0109861892698592,0,0,0,-0.0533109027808175,0,0,0,0,0,0,0.0212562502932319,0,0,0,0,0,0,0,0.0198057445170474,0,0,0,0,0.193704180439786,0,0,0.140828626394159,0,0.0414877592304822,0,0,0,0,0,0,0,0,0,0.264793403493526,0,0,0,-0.0568205592325064,0,0.14714237082175,0,0,0,0,0
