,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X002466.SZ,X601992.SH,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600176.SH,X600886.SH,X000898.SZ,X000786.SZ,X000709.SZ,X000792.SZ,X600157.SH,X600352.SH,X000553.SZ,X601699.SH,X000408.SZ,X002271.SZ,X600027.SH,X600219.SH,X600489.SH,X000983.SZ,X002110.SZ,X600339.SH,X600808.SH,X002092.SZ,X000959.SZ,X601158.SH,X000630.SZ,X000883.SZ,X600299.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.586201934356055,0,0.0328115424670676,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166485983089952,-0.10485689993058,0,0,0,0,0.0443100218551077,0.00952819313568255,0.00856844652731944,0,0,0,0.0346755733070806,0,-0.00688569543749827,-0.00043509942066945,0.0665373172734507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00635488411998196,0,0,0,0,0,0,0
X600028.SH,0.360206729691276,0,0,0,-0.0152535529632488,0,0,0.0659507931560725,0,0,0,0,0,0,0,0,0,0.0179219288404979,0,0,0,0,-0.0687091974629899,0,0,-0.0100548895417718,0,0.0472369952394544,0,-0.0763532350946091,0,0,0,0,0,0,0,0,0,0,-0.111172408591846,0,0,0,0,0,0,0,0,-0.00826626647133856,0.0363188092352035,0,0,0,0,0,0
X601088.SH,0,0,0,0.173223703133218,0.25020006158181,0,0,0,0.00376030568252039,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0745956847947584,0,0,0.0236392722757523,0,0,0,0,0,0.0485387801022597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00751971715095935,0.149038881820304,0,0,0,0,0
X600019.SH,0,0,0.0931438239704061,0,0.0103081446845513,0,0,0,0,0,0,0.0766054979533247,0.241587208093284,0,0,0,0,0,0,0,0,-0.0645081733513458,0.121170446820201,0,0.526302185640214,0,0,0,0,0,0,0,0,0.0399389294423691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234415523401902,0.0135763198414818,0.213309926036643,0,0,0,0,0
X600585.SH,0,0,0.329609103503488,0,0,0,0,0,0,0,0,0,0,-0.0448547703620212,0.0290985878980075,0,0,0.0948116213406201,0,0,0,0,0.234501158953396,0,0,0.0405990626316619,0,-0.149167963032638,0,0,0.00644065097614783,0,0,0,0,0,0,0,0.00344233586010831,0,0,0,0,0,0,0,0.142990570694274,0,0,-0.0321289684329951,0.104286735491779,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0161458016511422,0,0,0,0,0,0,0,0,0,0,0,0,0.0853620911970809,0,0,0,0.0232351669512785,0,0,0,0,0.079496896946688,0,0.0544242314299285,0,0,0,0,0.107703582130624,0,0,0.25647260972552,0.0847468310908968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0.232234562693517,0,0,0,0,0,0,0,0,0,-0.00256768378195782,0,0,0,0,0,0,0,0,0,0.122333903511446,0,0,-0.02378936828525,0,0,0,0,0,0,0,-0.118434172891379,0,0,0,0,0,0,0,0.110858325376177,0,0,0,0,0,0,0,-0.0459237270189253,-0.0655160585603303,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0676376026761471,0,0,0,0,0.0290843714629785,0,0,0,0,0.0816649273474509,0,0.133170031816772,0,0,0,0,0,0,-0.0341413233894692,0,0,0,0,-0.0457699188827814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841699236660005,0.0135739623429064,0,-0.0101868562376853,0.00745240318992237,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0548958787883767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0748839696555914,0.101983167502076,0,0,0,0,0,0,0.0529009175892256,0,0.270677900490831,0.0248746120655792,0,0,0,0,0.175774708603194,0,0,0.0774713424379551,0,0,0,0,0,0.163487961683516,0,0,0.0319561691631687,-0.0490327414873354,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.125739707724955,0,0,0,0,0,0,0,0,0.00404159226667195,0,0,0,0,-0.0161995373378317,0,0,0,0,0.0493698967649133,0,0,0.0575471821771683,0.021304171876168,0,0,0,0,0,0.287464242008893,0.0318231809942439,0,0,0,0,0,0,0,0,0.0337624666429088,0,0.00302369870930349,-0.00704540667840599,0,0,0,0,0,0
