,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X600795.SH,X600352.SH,X600688.SH,X600111.SH,X600801.SH,X000723.SZ,X600027.SH,X601992.SH,X600489.SH,X000786.SZ,X002271.SZ,X600516.SH,X600176.SH,X000898.SZ,X600612.SH,X600299.SH,X002460.SZ,X000709.SZ,X601158.SH,X600426.SH,X002466.SZ,X000883.SZ,X000629.SZ,X600219.SH,X002353.SZ,X000027.SZ,X000630.SZ,X600583.SH,X000553.SZ,X000825.SZ,X601699.SH,X000401.SZ,X600985.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11297792217261,0,0,0.0803448817826538,0,0,0,0,0,0.00775288410559403,0.0371540538275465,0,0,0.0886799741339399,0,0,0,0,0.0101821122711815,0,0.0697509909992876,0,0.0203407237593774,0,0,0,0,0,0,0,0.0043503613292792,0,0,-0.00261125587431898,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0677484184588,0,0,0,0,0,0,0,0,0.0660538960470596,0,0,0,0.0252307279977577,0,-0.0456155297828958,0,0,0,0,0,0.0630362201194354,0,0,0,0,0,0.0594093195715771,0,0,0,0,0,0,0,0,0.0234416153649078,0,0,0,0,0,0,0,0,0,0,-0.0279079990704355,0.0252798340209628,0,0,0,0,0,0
X601088.SH,0,0,0,0.339612478092348,0,0,0,0,0,0,0,0,0,0.155920653577116,0,0,0,0.0668525006471383,0,-0.0258910161526983,0,0,0,0,-0.000165336533797213,0,0.0360747099278689,0,0,0,0,0,0,0,0,0,0,0.040365392695918,0,0,-0.0460327002961671,0,0,0,0,0,0,0,0,0,0,0.00483033422191563,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00460668493976669,0,-0.0212881921326001,0.384822242079099,-0.00489411089070277,0,0,0,0,0.294377830050566,0,0,0,0,0,0,0,0,0,0,0,0.0296531529315959,0,-0.0549121568096579,0,0,0,0,0,-0.016649049073331,0.0293301875682879,0.0571745952223759,0.0186782934125653,0,-0.0139953695442673,0.0216256580317438,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0386124799296116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549356662813724,0,0,0,0,0,0.213401892451703,0,0.160449738867856,0,0,0.126065366153451,0,0,0,0,0.0887336501884183,0,0,0,0,0.146420222895858,0,0,0,0,0,0,-0.00508718747796286,0,-0.00710019112557811,0.0186799713655121,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.111986911293463,0,0,0,0.0444063148725391,0,0,0,0.161889041266181,0,0,0,0,0.00563006373756537,0,0,0,0.0203552073392569,0,0,0.00423217612334482,0,0,0,0,0,0,0,0,0,0,0,-0.0501006099707041,0,0.167612417397575,0,0,0,0,0,0.138600786088537,0,0,0,0,0,0,-0.0169852922877631,0.0210263189770652,0,0,0,0.0197981153483185,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.263669458741798,0,0,0,0,0,0,0,-0.140137825387981,0.00333445168196221,0,0,0.648163758721628,0,0,0,0,0,0.127337013743158,0,0,0,0,0,0,0.13696901113137,0,0,-0.0892728830796638,0,0,0,0,0,0,0,0,-0.269459310930427,0,-0.0507838954553088,0.0322571177424411,0,0,0,0.0111523477084912,0,0
X600011.SH,0,0,0,0,0,0,-0.0665960436507324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413646636560269,0,0.539518512194158,0.0687062261590533,0,0,0,0,0,0,-0.0760918354439298,0,0,0,0.0189147249457305,0,0.057173268731222,0,0,0,0.203176471835679,0,0,0,0,0,0,0,-0.122359969660327,0,0,0,-0.0221352578902074,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-0.0195767645572401,0,0,0.0403569251031807,0,0,0,0,0,0,0,0,0.11766497608835,0.0555697547908297,0,0.0817985475463589,0,0,0,0,0,0.0900663670198695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652822163189665,0,0,0.0746535612119107,0,0,0.147487722229073,0,0,0.00373367207829885,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121394920927894,0,0,0,0,0,0,0,0.0936050702035931,0,0.0344120579602857,0,0,0,0,0,0,0,0.0314752173380147,0.104722477095595,0,0,0,0,0,0,0,0,0,0,0,0,0.244045004133913,0,0,0.00226345009151773,0,0,0.0381119316601059,-0.0261715973751494,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867214527771251,0,0,0,0.0797490528112589,0,-0.187989320692851,0,0,0,0,0,0,0,0.318569413540947,0,0,0,0,-0.0164907252131908,0,0,0,0,0,0,0,0,0,0,-0.000508225195281446,-0.022798430218523,0,0,0,0.0736585504525663,0,0
X601600.SH,0,0,0,0,0,0,0.0286803891778411,0,0,0,0,0,0,0,0,0,0,0,0.175093644413568,0.0653978532177055,0,0.0349942930040041,0,0,0,0,0.0362666249772939,-1.73472347597681e-18,0,0,0,0,0.07976196456872,0,0,0.139817244201496,0,0,0,0,-0.0053263214343505,0.214903824242616,0,0,0,0,0.0147651604805627,0.00657095659781323,0,0,0,0.000873420728594246,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207508645299284,0,0,0,-1.73472347597681e-18,-3.46944695195361e-18,0,0,0,0.139255944991444,0,0,0,0,0,0.0726687981007668,0,0,0,0,0,0,0,0,0.0334850128256889,0,0,0,0,0,0.0711339461678215,0.0486669851227025,0.111431765769397,0,0.0120393922158685,0,0,0,0,0.0117757728293423,0,0
X600188.SH,0,0,0.182114147023535,0,0,0,-0.0417883959880321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321298042660265,0,0.46918171419242,-0.082342347383178,0,0,0.0468967332203796,0,0,0,0.0299313277239218,0.0285383376642357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00762916950737202,0,0,0,0.0107720307171434,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0421313018567375,0,0,0,0,0,0,0,0,0,0,0,0.0366120698966285,0,0.155419838122737,0,0,0,0,0.224472209807081,0.090900922902974,0.00932727716919172,0,0,0,0,0,0.0692504912554681,0,0,0,0.0570238320270886,0,0.0995357184447018,0,0,0,0,-0.0223709275203706,0,0,0,0.0127496409201229,-0.00553794215461759,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.136666199099685,0,0,0,0,0,0.0454042126468904,0,0.137307337755408,0.115728936624798,0.122185737637178,0,0,0,0,0,0.00494337941278694,0,0,0.088406421354988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127892256210779,0.016625039592372,0,0,0,-0.0397083111594774,0,0
X600795.SH,0,0,0,0,0.0486767411385235,0,0,0,0,0,0.0251314312404659,0,0,0.0324277089409697,0,0,0,0.000385830133261073,0,0,0,0.0371919486135323,0,0,0,0,0,0,0,0,0.0541252308705463,0.0380150284789837,0.0752142808710333,0,0,0.0378240480974496,0.0101175170769887,0,0.00487284016874382,0,0,0,0,0,0,0,0,0,0,0.0156299750322614,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115290955495921,0.250322958805999,0.69275503233932,0,0,-0.242238435461457,0,0,0,0,0,0,0,-0.164545741558108,0,0,0,0,0,0,0,0.00982555897489052,-0.142962495390216,0,0,0,0,-0.241023030133132,0,0.150731850142125,0,0,0.0580853751134329,-0.0757246598861776,0,0,0,-0.0443774337033056,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0657832681862824,0,0.0449575482385895,0,0.134547962165291,0,0,0,0,0,-0.0111889741447165,0,0,0,0.0255397486095427,0,0,0,0.0870439705431666,0.131163702648367,0,0.0926754686416169,0,0.0938699877525426,0,0,0,0,0,0,0,0,0.059174314822523,0,0,0,0,0,0,0,0,0,0.0295687566211481,-0.00900492391904263,0,0,0,0,0,0
