,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600886.SH,X601600.SH,X600660.SH,X600585.SH,X600547.SH,X600795.SH,X000792.SZ,X600362.SH,X600027.SH,X600489.SH,X000708.SZ,X600160.SH,X600010.SH,X600803.SH,X600111.SH,X000983.SZ,X600426.SH,X002460.SZ,X601991.SH,X601699.SH,X000301.SZ,X000786.SZ,X002128.SZ,X002466.SZ,X000877.SZ,X000807.SZ,X000933.SZ,X000630.SZ,X600985.SH,X600219.SH,X600176.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X600096.SH,X002353.SZ,X000027.SZ,X002271.SZ,X600612.SH,X000932.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0701230885220727,0.514161669311603,0,0,0,0.0683080358519073,0,0,0.102648273060823,0,0,0,0,-0.163693096348868,0.0568356620874652,0,0.0558831510848262,0,0,0,0,0,0,0,0,0,0,0,0,0.0176621357712815,0,0,0,0.0575295658350362,0,0,0,-0.112128671586529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.250450869579825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00699019787528055,0,0,0,0.304178788415104,0,0,0,0.0375626668006003,0,0,0,0,0,0,0,0,0,0,0,-0.0321729482691898,0,0,0,0,0.0654732679779394,0,-0.00919639979291856,0,0,0,0,0.0174163623793807,0,0,0,0,0.0795384288348291,0,0
X600028.SH,0.373600402662338,0.15277144901895,0,0,0,0,0,0.0455150959799132,0,0.0641748083565461,0.0622005530106847,0,0,0,0,0,0,0,0.00364992947183564,0,0,0,0,0,0,-0.173223112215001,0,0,0,0,0,0,0,3.46944695195361e-18,0.0202379837537105,0,0,0.0504552893024717,0,0,0.00305372406243764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,-0.165976291319839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874710695053759,0,0,0,0,0,0.168649338022082,0,0,0.0829824205733238,0,0,0,0,0.0937729809038803,0.0183285281378449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103809696444819,0,0,0,0,-0.12519159399115,0.0705181362175744,0.115263084420777,0,0,0,0,0
X600188.SH,0.103636377356709,0,0,0,0,0.168540166936693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907800961743432,0,0,0,0.157651929254606,0,-0.0926329563339841,0,0,0,0,0,0,0.162656245256665,0,0,-0.0467262715617675,0,-0.0686666003711519,0.382617675213189,0,0,0,-0.143643055443588,0,0,0,0,-0.106089548504466,-0.0170783953189257,0,0,0,0,0,0
X601898.SH,0.0285192897627383,0,0,0,0.0689687351904711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063024529166687,0.0898836491901274,0,0,0,0,0,-0.011273160367366,0,0.195931724806474,0,0,0.0442961790343454,0,0,0,0,0,0.325685617011742,0,0,0,0,0,0.00591714521793611,0,0,0,0,0.0311783750023743,0,0,0,0,-0.00150875396425586,0,0,0,-0.0117295925643569,0,0
X600011.SH,0.125534699768429,0,0,0,0,0,0,0,0,0,0,0,0,0.255301156116948,0,0,0.166661583564395,-0.0438685028379308,0,0,0,0,0,0,0,0,0.3644873666675,-0.08135389461476,0,-0.0632159598034007,0.0269108737517456,0,0,0,0,0,0,0,0,0,0,0.0282455382431684,0,0,0,0,0,0.0159174763431551,0,0,0,0,0.0702709491104864,0,0,0,-0.0750836115452345,0,0
X600019.SH,0,0,0,0,0,0.156852480871824,0,0,0,0,0,0,0,0,0,0,0.152642543811731,0,0.0697801358113076,0.0296410214747085,0,0,0,0,0,0,0,0,0,0.035796680230126,0,0,0,0,0,0,0,0,0,0.00701331938788112,0,0,0,0,0,0,0,0.0914276619912869,0.313640473254752,0,0,0,0,0,0,0,0.0188551628236293,0,0
X600886.SH,0,0,0,0,0,0.0458448709021715,0,0,0,0,0,0,0,0.143892622145859,0,-0.0348073281342425,0.159100947206955,0,0,-0.0686686270809211,0,0,0,0,0,0,0,0,0,-0.124285137081113,0,0,0.0363196803961177,0,-0.0696640769590845,0,0,0,0,0,0,0,0.0538246898712961,0,0,0,0,0,0,0,-0.195153759149926,0,0,0,0,0,0.0805276372828312,0,0
X601600.SH,0,0,0,0,0,0,0.0711837545855532,0,0,0,0,0,0,0,0,0,0,0,0,0.116362998175266,0,0.0458445759254968,0,0,0,-0.0487396598911183,0,0,0,0,0,0,0,0.170736951405704,0.205757128858842,0,0.0657179385714144,0,0,0.238314290971584,0,0,0,0,0,0,0,0,0.154093952093663,0,0,0.0245833656848099,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174014713483431,0,0,0,-0.0561051949928049,0.257716749790971,0,0,0,0,0,3.46944695195361e-18,0,-0.0404830858500157,0.0271264422165506,0,0,-0.0639036565410723,0,0,0,0,0,0,0.0445395336962802,0.0186620417159772,0,-0.0402629723964274,0.0496830019800195,-0.140145423719479,0,0,0.00403943679956728,0.0185437046764196,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0843638861888915,0,0,0,0,0.172456389708215,0,0,0,0,0,0,0,0,0,0,0,0,-0.0472325107853533,0,0,0,0,0,0,0,0,0,0.091255288511311,0.096791884128449,0,-0.0498631101967485,0,0,0.0923157627159562,0,0,0,-0.00754372710503642,0,0,-0.0312503092313661,0,0,0,0,0,0.0327436884553819,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629141760201864,0,0,0,-0.0712253326994288,0,0,0,0.0124605359882322,0,0,0,-4.33680868994202e-19,-0.0775434360331905,0,-0.0204280425076089,0,0.0335452855160249,0.117199633018041,0,0,-0.0365890264985138,0.0987662698802562,0,-0.00950200625707326,0,0,0.175985707675764,0,0,0,0,0,0,-0.0323949733372134,0.0386843864091215,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.279148893900646,0,0,0,0,0,0,0,0,-0.0538877381394338,0.339564344658178,0,0,0,0,0,0,0,0,0,0.108229742802041,-0.0424197045330829,0,0,0,0,0,0,0.0193017649569902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192098177338419,0,0,0,0,0,0
