,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600352.SH,X600660.SH,X600886.SH,X600188.SH,X600362.SH,X600795.SH,X600111.SH,X000723.SZ,X601992.SH,X600027.SH,X000898.SZ,X600801.SH,X000709.SZ,X600176.SH,X002460.SZ,X000786.SZ,X002466.SZ,X600516.SH,X600489.SH,X601158.SH,X002271.SZ,X000629.SZ,X600299.SH,X000553.SZ,X000883.SZ,X600219.SH,X600808.SH,X600583.SH,X000630.SZ,X000027.SZ,X600985.SH,X600339.SH,X000825.SZ,X601699.SH,X000301.SZ,X600426.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0321854744318347,0,0,0,0,0,0,0.00964222689437899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091208645253692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659693202161875,0.0921675455559759,0,0,0.0180380433873356,0,0,0,0,0,-0.00932499891780385,0,0,0,0.012753223861999,0,0
X600028.SH,0,0,0.0827740894875145,0,0,0,0,0,0,0,0,0,0.178377178248186,0,0,0,0,-1.38777878078145e-17,0,0.0480631658101897,-0.00836370022022714,0,0,0,0.0389459620489017,0,0,0,0,0,0,0,0,0,0,0,0.02123375350087,0,0.061965491631128,0,0,4.33680868994202e-19,0,0,0.0309512328486469,0,0.00172119155242672,0,0.0678807314702837,0,0,0,-0.018387583387669,0,0,0,-0.00682997953619735,0,0
X601088.SH,0,0,0,0.0195909242442004,0,0,0,0,0,0.131975676103929,0,0,0,-0.033226020912305,0,0,0.0675248309842407,0,0,0,0,0,0,0,0.092231067716997,0,0,0,0.0629545160831559,0,0.0457887685126676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385099748444562,-0.0636088247482098,0,0,0,0.00491098958089815,0,0
X600585.SH,0,0,0,0,0,0.144353449661918,0,0,0,0,0,0,0,-0.0297152461873851,0,0.0575409976840074,0,0,0,0,0.0182403401513582,0,0,0,0.456984782023966,0,0,0,0,0,0,0,0,0,0,-0.0615453930581641,0,0,0,0,-0.00395253557997041,0,0,0,0,0,0,0,0,0,0.0061558658276438,-0.0106630179943155,0.0234184359604934,0,0,0,-8.67361737988404e-19,0,0
X600019.SH,0,0,0.0174966081421226,0,0,0,0,0,0,0.0555565266911041,0,0,0,0,0,0,0.04079276340849,0.140301477877073,0,0,0.0197096200506356,0,0,0,0.175101511597981,0,0,0,0,0,0,0,0,0,0,0.0983849196635172,0,0.03554318659448,0,0,0,0.0170312388690272,0,0,0,0,0,0,0,0,0,0,-0.0126080472769664,0,0,0,0,0,0
X600309.SH,0,0,0,0.211129911071888,0,0,0.15107196470559,0,0,0,0,0,0,0.191408911438128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902824098990061,0,0,0,0,0,0,0,0,0,0,0,0.313222891205805,0,0,0.00957128306924144,0.0212387194241863,0,0,0,0.0202580956824143,0,0
X600011.SH,0,0,0,0,0,0,0,0.05736781446957,0,0,0,0,0,0.23105442395048,0,0,0,0,0,0,0,0,0.148210654142905,0,0,0,0,0,0.0145881703482794,0,0,0,0,0,0,0,-0.101163086058599,0,0,0,0,0.130670712407488,0,0,0.0476151562048805,0,0,0,0,0.264308085145952,0,0.0377422209452149,-0.0135047998394504,0,0,0,0.0314543380587737,0,0
X600010.SH,0,0,0,0,0,0,0.0741521995801991,0,0,0,0,0,0,0,0,0,0,0.228684299447331,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200685080854755,0.0953698612622594,0,0,0.373402216970425,0,0,0.0430863914374492,0,0,0,0,0,0,0,0,0,0.00133494104998541,-0.0214300914379415,0,0,0,-0.0324373083936115,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708710365833335,0,0,0,0,0.114633937575203,0,0,0,0,0,0,0,0,0,0,0,-0.052447448425004,0,0,0.019529344493306,-0.00249646155078573,0,0,0,0.0155120142387223,0,0
X601600.SH,0,0,0,0,0,0,0,0.328242704565315,0,0,0,0,0,0.0270709493137843,0,0,0,0.160562256138466,0,0,0.027938207177774,0,0,0,0,0,0,0.0432578569835551,0,0,0,0,0,0,0,0,0,0,0.159663733192334,0,0,0,0,0.0266978968204561,0,0,0.065123462424578,0,0.0948413599157806,0,0,0,0,0,0,0,-0.0119113264037365,0,0
