,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600660.SH,X600886.SH,X601992.SH,X600111.SH,X000898.SZ,X600489.SH,X600339.SH,X000709.SZ,X600299.SH,X000959.SZ,X601158.SH,X600583.SH,X000630.SZ,X000792.SZ,X002466.SZ,X600352.SH,X600219.SH,X000408.SZ,X600098.SH,X000883.SZ,X000825.SZ,X000539.SZ,X000723.SZ,X002092.SZ,X000983.SZ,X601699.SH,X600021.SH,X000027.SZ,X000937.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.29041039139915,0,0,0,0,0,0,0,0,0.041114360404167,0,0,0,0,0,0,0,0,0.0679413255813626,0,0.121296676965277,0,0,0,0,0,0,0.0739630151981923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00559733791886698,0,0,0,0,0,0
X600028.SH,0.821306547004233,0,0,0,0,0.15039686394025,0,0,0,0,0.0443992910080191,0.0124655742794721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828700959639084,0,-0.0533502939569727,0,0.024653058421046,0,0,0,0.0156729191605229,0,0,0,-0.019017961214494,0.0330892446378208,-0.00971730824234433,0.0170154776262279,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.478844540722672,3.46944695195361e-18,0,0.0209158742846534,0,0.0272975537661535,0,0,0,0,0,0,0,0,-0.179310718510164,0,0.0817255726238196,0,0,0,0,0,0,0,0.0157469649509292,0,0,0,0,0,0,0,0.0290332091858461,0,0,0,0,0,0,0,0.00946520173422912,0,0.0201321310140068,-0.0278648176732111,0.016509321703534,0,0,0,0,0,0
X600019.SH,0,0,0.260738897343743,0,0,0,0,0,0,0,-0.0933038745397621,0,0,-0.0601134645869353,0,0,0,0,0,0,0,0,0,0.171778919991882,0,-0.0267648033299808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340240549839594,0,0.122201351700937,0,0,0,0.000385417906404384,0,0.00238019426173048,-0.0250032326341138,0,0,-0.26996494175043,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.11254004574733,0,0.235228531922363,-0.0221526074766849,0,0,0,0,0.313844412825496,0,0,0,0,-0.101941364715607,0,0,0,0,0,0,0,0,0,0,0.0532811933913877,0,0,0,0,0,0,0.0327460431202326,0.075804880182683,0,0,0.0625927164500521,0,0,-0.0135874937942638,0.0131516694546498,-0.0196130734190767,0.0154761758618158,0.119494953297008,0,0,0,0,0
X600585.SH,0,0.0177510526169161,0,0.257665984779501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042002923753359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506733396833333,0,0,0,0,0,0,-0.092165234164049,-0.296146822690182,-0.0414509612743867,0.0407211649433707,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0455574489014926,0,0,0.0940725864910499,0,0,0.008029983866412,0,0,0,0,0,0,0.0983343971235239,0,0.155259401995791,0,0,0,0,0.027657064051064,0,0,0,0,0,0,0,0,0.112071760917239,0,0,0,0,0,0,0,0,0.0924279757213623,0,0,0,-0.0280735749803528,0.01009855443058,0,0,0,0,0,0
X601898.SH,0,0,0.129474204659573,0,0,0,0,0,0,0,0,0.0967849847498871,0,0,0,0,0,0,0,0,0,0,0,0.10516877764776,0,0,0,0,0,0,0.0848468469109568,0,0,0,0,0,0,0,0,0,0,0,0,0.0957075970238593,0.088402516546768,0,0,0.0314174011769816,0.0223102865077333,0,-0.023899027303682,0.00156535608567101,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0445830938903318,0.131377984613583,0,0.0722966232927698,0,0,0,0,0,0.0265441718249055,0,0,0,0,0,-0.14589946878934,0,0.186273379512295,0,0,0,0.213266077187845,0,0,0,0.17425313028891,0,0,0,0,0,0,0,0,0,0,0,0,0.18475838413686,-0.0771192782211803,-0.0151553223526886,0.0151441526553164,0,0,0,0,0,0
X600688.SH,0,0.242828429139995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365004355178381,0,0.0488603959136423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106996736365578,0,0,0.0766405149053689,0,0.00434227469293203,0.0281693969516993,0,-0.00192792415847093,0.00290494372822678,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706116220435518,0,0,0,0,0,0,0.0366604313028012,0,0,0,0,0,0,0,0,0,0,0.0973157874910673,-0.0295902557246103,0,0,0,0,0,-0.0132803724951477,-0.0668712052411955,0.0315081880774988,0,0,0,0,0,0
X600362.SH,0,0,0,-0.162003951828448,0,0,0,0,0.144151842237976,0,0,0,0,0.114342382102863,0,0,0,0,0,0,0,0,0,0,0,-0.151492420952771,0,0,0.0453664096053353,0,0,0.493300140154813,0,0,0,0.267073796381076,0,0,0,0,0,0,0,0,0,-0.159629829252217,0,0.0763781421733798,0.0658689669863803,0,0,0.00864272003725001,0.0755007965498072,0,0,0,0,0
X600795.SH,0,0,0,0,0.223400731864492,0.00614338819309019,0,0,0,0,0,0.0763040506691287,0,0.0998618898828355,0,0,0,-0.056758880262608,0,0,0,0.068868475304548,0,0,0.0418888812339596,0,0,0,0.0670210800199911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000167590709352332,0.0011555653938059,0.0269573052956139,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0562544982226834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540301400912539,0,0,0,0,0,0.174721406755815,0,0,0,0,0,0,0,0,0,0.0745577703442659,0,0,0,-0.0332448511491293,0,0,0,0,0.00665137953123909,0.0195270599432085,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.148357626591589,0,0,0,-0.176853836241064,0,0,0,0,0,0,0,0,0,0.00862264209577677,0,0,0,0,0.0577148611853677,0,0,0.24575657201256,0,0.109883610615557,0.145548931452915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102599545604896,0,0,-0.0205148325027643,0,0.0766019891366619,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.72614510200848,0,0,0.0547442158065658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283187238011995,0,0,0,0,0.0299312371781302,0,0,0.0724924272057287,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.182789003371833,0,0,3.46944695195361e-18,0.0483527749885932,0.0185762099693786,-0.00052515779166481,0,0,0,0,0,0
X601991.SH,0,0,-0.0452568187046179,0,0,0,0,0,0,0.0161534634132391,0,0,0,0.0281985179255012,0,0,0,0,0,0,0,0,0,0,0.0333980860127248,0.0272768173671002,0,0,-0.00761448637864128,0,0,0,0,0.0635831112789719,0,0,0,0,0,0.0631555634346447,0.271716265091726,0,0.0656011032666151,0,0,0,0.00377062968058876,0,0,0,0.00862457581708248,-0.0150592345908431,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615910313069471,0,0,0,0.031438901317952,0,0,0.0665967365276733,0,0,0.139609793755639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115428612066787,0.0175684306002757,0.00301733273618549,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0373420265325577,0,0,0,0,0,0,0,0,0,0.0378637797173926,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0460109245333653,0,0,0,0,0,0,0,0,0,0,0.00513040295355052,0.00699063192931816,0.0183652559191608,0,0,0,0,0,0,0.00604617497380454,0.00471228502752066,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0196169933415251,0,0,0.0551256156097121,0,0,0,0,0,0,0,0,0.0543846674972735,0,0,0.190317590592524,0.055740696675239,0,0,0,0,0,0,0.114419702890834,0,0,0,0,0,0,0,0,0.0181783103652034,0,0,0,0,-0.120497393596991,0.0277133909596045,0,0,0.156276871788697,0.0272530594858279,0,-0.333300773118666,-0.0115646546166443,0.0246223947233817,0,0,0,0,0,0
X600886.SH,0.175905488097297,0,0,0,0,0,0,0,0.0240053043002841,0,0,0,0,0.0331772379902257,0.192965365961413,0,0,0,0,0.127019117196605,0,0,0,0,0,0,0,0,0.0384573149558209,0,0,0,0,0,0,0,0,0.081957374546016,0,0,0,0,-0.0219359027303314,0,0,0,0,0,0,0,0.00510357591146562,0.000311632917120552,0,0,0,0,0,0
X601992.SH,0.197968288249831,0,0,0,0,0,0,0,0,0,0,0.156137626424683,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0.22025954771967,0,0,0,0.141922266544382,0,0,0,0,0,0,0,0,0,0,0.0801347022268916,0,0,0.00326641284892116,0,0,0,0.0726000503581086,0,0,0,-0.00512444477679711,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.115910407592114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804307955133809,0,0,0,0,0,0,0,0.0443161154039745,0,0,0,0.0217669496007673,0,0,0,0.0175859516633331,0,0,-0.0100503714966334,0.121354288667362,2.16840434497101e-19,0.0189197190067135,0,0,0.0580194801137326,0,-0.0219722043058129,0.00999941176596479,0,0,0,0,0,0
X000898.SZ,0,0,0,0.422665566280551,0,0,0.0232716124157397,0,0,0,0,0,0,0,0,0.0272921375519927,0,0,0,0,0,0,0,0,0,0,0.697916928592201,0,0,0,0,0,0,0,0,0,0,0,0,0.0914852827800078,0,-8.67361737988404e-19,0,0,0,0.103641132057338,0,0,0,0.0459768770314126,-0.0476920052383248,0.0317846896936027,0,0,0,0,0,0
X600489.SH,0,0,-0.0207056867871559,0,0,0,0,0,0,0,0.761867653620415,-0.0185871716030872,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.111726389201193,0.103788165723609,0,0,0,0,0,0,0,-0.140204413552749,0,-0.00187576604566752,0,0,-0.0153527046550841,0.0118349973580901,0,0,0,0,0,0
