,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X601898.SH,X002466.SZ,X002271.SZ,X600111.SH,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X000301.SZ,X600886.SH,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600096.SH,X600803.SH,X600801.SH,X601699.SH,X000723.SZ,X600486.SH,X601991.SH,X000408.SZ,X600219.SH,X000932.SZ,X600141.SH,X600295.SH,X000830.SZ,X600027.SH,X000630.SZ,X000807.SZ,X600985.SH,X600489.SH,X002080.SZ,X000959.SZ,X300073.SZ,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.046791045846909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302265228513861,0,0,0,0,0.0824360878678391,0.0968885587514496,0,0,0,0,0,0,0.061586811313943,0,0,0,0.111375787919463,0.070102730121088,0,0.196170442279441,0,0,0,0,0,0,-0.0325563709945863,0,0,0,0,0,0
X601088.SH,0.0439662666650584,0,0,0,0,0.0502401614745916,0,0,0,0.236620650268342,0,0,0,0,0,-0.0361857023157909,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0547314589542819,0,0,0,0,0,-0.0891379289565254,0,0,0,0,0,0,0,0,0,0,0,0.371455645446711,0,0,0,-0.00576487593187557,0,0,0.0331381248037118,0,0,0,0,0,0,0
X600028.SH,0.0910504594367267,0,0,0,0,0,0,0,0,0.0247419390957881,0,0,0,-0.0737803429814608,0,0,0.0418444296666174,0,0,0.0360571559310545,0.0103882067957236,0,0.0607238403564613,0,0,0.00731441032608518,0,0.0361186937354524,0,0,0,0,0,0,0,0,0,0,0,0.0317250230836521,0,0,0,0.0383114679350542,0,0,0,0,0,0,0,-0.0141369717083917,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.00897223214208376,0,0,0,0,0,0,0.226728026208176,0,0.132697344258364,0,0.159532579641771,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0339795348394114,0.000760379208254171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0255401465508681,0,0,0,0,0,0,0,0,0,0,0,0.066616332424568,0,0,0,0.0945447831392058,0,0,0.374290248996672,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.010438606913716,0,0,0,0,-8.67361737988404e-19,0.0325565895263768,0,0,0,-0.0205266704135773,0.013258097605686,0,0,0,0,0,0
X600188.SH,0,0.258391320340569,0,0,0,0,0,0.0117311475691314,0,0,0,0,0,0,0,0,0,0,0,0,0.0767442468247934,-0.0219056916801203,0.082410042189674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554551591488657,0,0,0,0.142133567970946,0.530110851367864,0,0,0,0,0,0.0983325304738406,0,0.0646433957544568,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0147595266227969,0,0,0,0,0.3645793145128,0,0,-0.0184040812211267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241269429638133,0,0,0,0,0,0,0,0,-0.00497028873926211,0.257513034840882,0,0,0,0.233367111616007,0,0,0,0,0,0.103451444081794,0,0,0,0,-0.0671960551671672,0,0,0,0,0
X002460.SZ,0,-0.0165831304344894,0,0,0,0,0.0900251839323003,0,0,0,0.435237772480128,0,0.267089557033998,0,0,0,0,0,0,0,0,-0.137264724280482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00310217772560125,0,0,0,0.187780889935364,0,0,-0.10388235446437,0.0129906641532897,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0190086527397564,0,0,0,0,0,0,0,0.0398364706937634,0,0,0,0,0,0,0,0,0,0,0,0.00569966537448059,0,0.0974930203951871,0,0,0.00410712950029618,0,0,-0.000274434553099466,0,0,0,0.409942194723806,0,0,0,0,0,3.46944695195361e-18,0.134461374956134,0,0,0,0,0,0,-0.0223580103098317,0,0,0,0,0,0,0
X601898.SH,0,0.25477785835177,0,0.0432321741451095,0,0,-0.0780902839252205,0,0,0,0,0,0,-0.0477586634241474,0,0,0.0110465909536894,0.121274062992554,0,0,0,0,0,0,0,0.202667340155235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045252351468364,0,0,0.14332456537586,0.0383647370653926,0.180583423497772,0,0,0,0,0,-0.0257377419235713,-0.0302457772630085,0,0,0,0,0,0,0
