,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X002466.SZ,X601699.SH,X000708.SZ,X002460.SZ,X000301.SZ,X600010.SH,X600362.SH,X600027.SH,X600111.SH,X000983.SZ,X000877.SZ,X600803.SH,X600426.SH,X600489.SH,X601991.SH,X000786.SZ,X600160.SH,X600985.SH,X002271.SZ,X000408.SZ,X000630.SZ,X000932.SZ,X000933.SZ,X000807.SZ,X600176.SH,X600348.SH,X601168.SH,X600219.SH,X002128.SZ,X600612.SH,X000027.SZ,X600157.SH,X600096.SH,X600688.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.295961761787589,-0.127543450389715,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.213826736958662,0,0,0,0,0,0,0.273409362415871,0.0950775920205412,0,0.0988976505017997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127472934125044,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.118974766042122,0,0,0,0,0,0,0,0,0,0,0,0.180153640484293,0,0,0,0,0,0.0452009001582226,0,0,-0.0827136038889956,0,0,-0.116065073763836,0,0,0,0.190495750545828,0,0,0,0,0.173151192708572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109030660592009,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0136829221226247,0,0,0.139895729244252,0,0,-0.00304952946382341,0,0,0,0,0,0,0,0,0,0,-0.179451215539635,0.0821821427309009,2.16840434497101e-19,0,0,0,0,-0.0198789234688647,0,0,0.409714156719009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212905943285238,0.0106656616443787,0,0,0,0,0,0
X600309.SH,0.230343310598407,0,0,0,0.157483969232321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128573572603378,0,0,0,0,0,0.104624550734356,0.161391427548937,0.0224497970259045,0,0,0,0.206563652089106,0,0,0,0,0,0.00340538696496092,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000748194555124049,0,0,0,0,0,0,0
X600188.SH,0.0788587412657629,0.0557108304011352,0,0,0,0.112933627266895,0,0,0,0,0,0,0.0226921651006357,0,0,0,0.257923083720557,0,-0.0512690421639563,0,0,0,0,0,0.16265456251026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159674015024409,0,0,0,0,0,0,0,0,0,0,0.00908562524674394,-0.0155733257088393,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.0540379550616179,0,0,0,0,0,0,0,0,0,0.107507274992331,0,0,0,0,0,0.0697225765171812,0,0,0,0,0,0,0,0,0,0.0190694880174198,0,0,0,0,0,0,0.082961923940332,0.193591211395816,0,0,0,0.42533871999372,0,0,0,0,0,0.113562185602282,0.039237154954149,-0.014872321595257,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.112627960277546,0,0,0,0,0,0,0,0,0,0,0,0,0.2838112435138,0,0,0,0,0,0,0.176447536610974,0,0,0,-0.0523473084172103,0,0,0,0,-0.00114322217379078,0,0,0,0,0.00934987124114345,0,0,0,0,0,0,0.0460944876461817,2.16840434497101e-19,-0.00219520912879912,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.00298722287986621,0,0,0,0,0,0,0.0667785200957968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195430143100096,0,0,0,0,-0.159583638275805,0,0,0.243606128188931,0,0,0,0,0.216928532041282,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.00768161118849831,0,0,0,0,0,0
X600585.SH,0.169531154942695,0,0,0.149711874616943,0,0,-0.000731932344263561,0,0,0,0,0,0,0,0,0,0,0,0.152869264630779,0,0,0,0,0,0,0,0,0.00878713219679871,-0.058457697057787,0,0,0,0,0.0287078746421639,0,0,0,-1.73472347597681e-18,-1.73472347597681e-18,0.117099162891163,0,0,0,0,0,0,0,0,0,0,0,0.0150429044320023,0,0,0,0,0,0,0
X600886.SH,0,0.116828952081728,0,0,0,0.0717681816969789,0,0,0,0,0.0813233986706729,0,0.00848410786264314,0.362946174488621,0,0,0,0,0,0,-0.115899633254468,0,0,0,0,0,0,0,0,0,-0.124836036168594,0.0114748652440319,0.112063428032681,0.0640914793952459,0,0,0,0,0,0,0.000983815053377711,0,0,0,0.0298560873859072,0,0,0,0,0,0.0498257385731341,-0.0208285721995773,0.027301496436577,0,0,0,0,0,0
