,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600010.SH,X600188.SH,X600660.SH,X600011.SH,X000877.SZ,X000301.SZ,X002271.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X002080.SZ,X600426.SH,X000408.SZ,X600803.SH,X600219.SH,X002326.SZ,X300073.SZ,X300037.SZ,X000831.SZ,X000786.SZ,X601991.SH,X600795.SH,X600516.SH,X600688.SH,X000959.SZ,X600399.SH,X600096.SH,X600141.SH,X600027.SH,X000825.SZ,X600157.SH,X600352.SH,X600486.SH,X600489.SH,X000155.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.127724277081467,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0844947510059474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10159595964091,0.0375180290367476,0,0,0,0,0,0.0385439295083052,0,0,0,0,0.0676103672474677,0,0,0.106567987689809,0,0.0112728535558594,0,0,0,0,0,0.0147103247712836,0,-0.0172752962870561,0,0,0,0,-0.0891540033634747,0,0
X600028.SH,0.248054185961941,0,0,0,0,0,0,0,0.0712594950619226,0,0,0.0960566238921109,0,0.0510420085798297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162712414171152,0,0,0,0,0,0,0.0670676693527508,0,0.014977661135186,0,0,0,0,0.115361385219615,0,0,0,0,0,0,-0.00737495181220631,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,6.22742765714959e-05,0.166555338046276,0,0.0455108289204964,0,0,0,0,0.122927824999515,0.538553598418538,0,0,0,0,0.0334110799559738,0,0,0,0,0,-0.093310799255781,0,0,0,0,0,0,0,0.0283436245280812,0.0484306204741582,0,0,0,0.0493870424119323,0,0,0,0,0,0,0,-0.0173602939659257,-4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124749073689188,0.239460501727961,0,0,0,-0.0489917228189885,0,0,0,0.0512154502358106,0,0,-0.000355758063172651,0,0,0,0.0173026643627496,-0.111985844462737,-0.052216407462862,0,0,0,0,0,0,0,0,0.0371898446417206,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.456966137434023,0,0.0870700391771828,0,-0.10347060297218,0.0374833587565312,0,-0.0376051566552623,0,0,0,0,0,0,0,-0.0361616111145498,0,0,0,0,0.0616553408122059,0,0,0,0,0.0867057588829161,0,0,0,0,0,0,0,0,0,0.167635466866211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,-0.216166422931414,0,0,0,0,0,0,0,0,0,0,0.205749251182645,0,0,0.32758956192756,0,0.126363284136651,0,0,0,0,0,0,0.0554884431470602,0,-0.0468169871384847,0.112713366333984,0,0,0,0,0,0,-0.0413725054969756,0.000350276880926283,0,0,0,0,0.133752818633471,0,0,-0.0128075752776154,0,0,0,0,0,0,0,0,-0.00826203103582862,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.10851408129999,0,0,0.423559265303487,0,0,0,0,0.125810530608214,0,0,0,0,-0.0601761319097883,0,0,0,0,0,0,0.0805564673895994,-0.139849352479587,0,0,0.13801067779143,0,0.143600136247897,0,-0.128504686238453,0,0,0,0,0.189733977104075,-0.114552414008672,0,0,0.0818974822167085,0,0,0,0,0,0,-0.00613699970804052,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.346038530412774,0,0.105495390629062,0,0,0.103487666781858,0.0393858194729342,0,0,0,0,0.112802988282377,0,0,0,0,0,8.67361737988404e-19,0,0,0.0176140506143054,0,0,0.169961253230758,0,0.096396366280141,0,0,0.0310217380419288,0.0247099688600316,0,0,0,0.0145525492320465,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00412625069871442,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.132423984053699,0,0,0.0323061801462054,0.212900087867875,0,0,0,0.129331973218807,0,0,0,0,0,0.0633009064970842,0,0,0.123607044075492,0,-8.67361737988404e-19,0,-0.0688408146775048,0,0,0,0,0,0.00292041167832488,-0.00809276585807787,0,0,-0.0106899072951222,0,0,0.263051276494599,0.0242728624606922,0,0,0,0,0,0,0.00975764696425579,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.191040694989318,0,0,0.0196638216180482,-0.111818015357814,0,0.241152336276911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101328282888623,0,0,0.0716408546355309,0,0,-0.0595051984707274,0,0,0,0,0,0,0.0301325658777262,0.27864456253513,0,0,0,0,0,-0.0800903704958235,-0.185324783979866,0,0,0,0.297724074646517,0,-0.0406388425567682,0.0242624295805797,0,0,0,0,0,0
