,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X002466.SZ,X000786.SZ,X600176.SH,X600362.SH,X600011.SH,X600426.SH,X000301.SZ,X600886.SH,X601898.SH,X601600.SH,X600010.SH,X600111.SH,X600188.SH,X600352.SH,X601991.SH,X600486.SH,X002080.SZ,X600801.SH,X002353.SZ,X600219.SH,X600795.SH,X600489.SH,X600688.SH,X600803.SH,X300037.SZ,X600027.SH,X002409.SZ,X601168.SH,X600157.SH,X601992.SH,X600299.SH,X600399.SH,X600516.SH,X000932.SZ,X002497.SZ,X000027.SZ,X000830.SZ,X000898.SZ,X600529.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0249233438718051,0,-0.00247457312068553,0,0,0,0,0,0.0523960643501335,0.0716776835720315,0,0.0180197772000987,0,0,0,0,0,0.056218823820786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949655863020248,0.0493009763298516,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011756112739326,0,0,0,0,0.00103005507554029,0,0
X600028.SH,0,0,0,0,0,-0.0623850163105763,0,0,0,0,0,-0.00694365560940318,0,0,0,0,0.078099347974191,0,0.135593000555177,0.0904936085500217,0,0,0,0,0,0,0,0.0102605322800864,0,-0.0409803582782052,0,0,0,0,0,0,0.135619236060632,0,0,0,0,0,0.0169920413583754,0,0,0,0,-0.0324653009619766,0.0914253612496451,0,0,-0.00737582096725672,0,0,0,0,0.00157826532638228,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168188703609999,0,0,0,0.463272921303898,0,0,0,-0.0177635556772003,0,0,0,0,0,0,0,-0.0279210044424161,0,0,0.0742529799492004,0,0,0,-0.0829992676518845,0,0,-0.0190935876575529,0,0,0,0,0,0.0181756439690167,0,0,0,0,-0.0133436606006039,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.384403860214229,0,0,0.00787945325090933,0,0,0,0,-0.10887722241014,0,0,0,0,0,0,0,0,0,0.0132207288047947,0,0,0.117365451799168,0,-0.183547464804892,0,0,0.0213924488855381,0,0,0,0.00494747620983831,0,0
X600585.SH,0,0,0,0,0,0.0729623377429895,0,0,0.0360828660684189,0,0,0,-0.0228727373605307,0,0.0675490318431727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162459368607367,0,-0.00022814879969902,0.103428828080907,0,0,0,0,0,0,0,0.00499867007859944,-0.0649746756771314,0.00882692783439938,0,0,0.00816886475469376,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.228985553309996,0.0638027156160366,0,0.420794473595239,0.113393771124004,0,0,0,0,0,0,0,-0.108901814624063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2486421247935,0,0,0.0902278508078786,0,0,0,0,0,0,0.309428529356598,0,0,0,0,0,-0.05228004966552,0,0,0,0,0.00953719023318812,0,0
X600019.SH,0,0,0,0,0,0,0,0.203293619233395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24270936828372,0,0,0,0,-1.73472347597681e-18,0,0,0.107348574615775,0,0,0,0,0,0,0,0,0,0,0,0.0579095062365295,0,0.072389977791244,0,0,-0.0164030913522855,0,-0.0528510527823073,0,0,-0.0391679353880672,0,0,0,-8.92181652748739e-05,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263167388437625,0.138648221537232,0,0,-0.00176321019005227,0,0,0,0,0,0,0,0,0,-0.0867185436813067,0.128197424983039,0,0.190099212147068,0,0,0,0.00961139181890599,0,0,0,0,0.0203410216515697,0,0,0.0877257364824998,0,0,0,0,0,0.145336263090646,0,0,-0.0432006566588362,0.0698401955561062,0,0,0,0.00458701427595509,0,0
X600660.SH,0,0,0,0,0,0.055630136499048,0,-0.0478643670011269,0,0,0,-0.0114142989178307,0.0913876918686407,0,0,0,0,0.0481181072874861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0808439223764472,0,0,0,0,0.0709756057032082,0,0,0,0.0272564442116471,-0.0652991964645579,0,0,0,0.0162805283181851,0,0
X002271.SZ,0,0,0,0.0422503247487133,0,0.0205408801389731,0,-0.195132664608446,0.140617073654392,0,0,0,0,0.160854100381112,0,0,0.0363414050420942,0,0,0,0,0,0,0,0,0,0,0.0587193340398897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172572897428344,0,0,0,0,0.00869641378011841,0,0
X600547.SH,0,0,0,0.058966537595469,0.011314739624764,0.123388097547853,0,-0.00372248362121606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0076981712547056,0,0,0.420711275883057,0,0,0,0,-0.0135348371638879,0,0,0,0,0.0837715012556006,0,0,0,0,0,0.0208117796489519,0,0,-0.00433506774812138,0,0,0,0,0.00296325413728099,0,0
X002466.SZ,0,0,0,0,0,0,-0.0857225903180829,0,0.0526816657966646,0,0,0,0,0.32554250699022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.648735198518464,-0.214154539331521,0,0,0,0,0,0.0397390218812562,0,-0.021164988060495,0,-0.0891172984558162,0,0,-0.14393166840413,0,0,0.146006674545071,0,0,0,-0.693671086720081,0,0,-0.0141554902160737,0,0,0,0.0331856611252354,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.148953812661545,0,0,0,0,0,0.0532776306437115,0,0,0,0,0.0146288582764075,0,0,0,0,0,0,0.0762160029299569,0,0,0,0,0.240328497748486,0,0,0,0,0,0,0,0.0897248342053412,0,0,0,0,0,0,0.0513384000214641,0,0,0.000495074934031207,0,0,0,0.0162647095652666,0,0
X600176.SH,0,0,0,0,0,0.157983446996434,0.0532835500494116,0,0,0,0,0,0,0,0,-0.0886751281255875,0,-0.157453491624407,0,0,0,0,0,0,0,0,0,0.14719752866391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154866070531569,0,0,0.0815108308843618,0,0.193138122313585,0,0.0216678901956313,0,0,0,0,0,0,0.0110234610002876,0,0
X600362.SH,0,0,0,0,0,0,0,0.119574703002309,0,0,0,0,0,0,0,0,0.224553990304775,0,0,0.245460032568085,0.0660662563794456,0,0.106395210544901,0.3409404469576,0,0,0,0,0,0,0.152608760717828,0,0,0,0,0,0,0,0.0155088540645216,0,0,0,0,0,0,0,0,0,0,0,0,-0.011504722723958,0,0,0,0,-1.0842021724855e-19,0,0
X600011.SH,0,0,0,0,0,0,0,-0.019333942276614,0,0,0,0,0,0,0.145906969297109,0,0,0,0,0,0,0,0.0444444125329387,0,0,0.0496660563450426,0,0,0,0,0,0.0240406979860778,0,0,0,-0.0761732628497601,0,0,0,0.0331129655035258,0,0,0,0.107401411428045,0,0,0,0,0,0.0657045068838791,0,0.0367237700478625,-0.0428285736720711,0,0,0,0.00410576402769033,0,0
X600426.SH,0,0,0,0.179687614952332,0,0,0,0,0,0,0,0,0,0.158829921785861,0,0,0,0.118954015656752,0,0,0,0,0.0269590311474075,0,0,0,0.113908107649395,0.163846495388024,0,0,0,0,0,0,0,0,0,0,0.073333787152934,0,0,0,0.16428800909404,0,0,-0.0769176098330296,0,0.0233340533339486,0,0,0,0,0.0123193625749669,0,0,0,-0.00763562336205055,0,0
X000301.SZ,0,0,0,0,0,0.0537719559005349,1.38777878078145e-17,-0.0343305975901824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842626526755696,0,0,0,0,0,0,0,0,0,0,0,0.203475241857882,0,0,-0.199204739812244,0.169793775574863,0,0,-0.00531709955513012,0.0879657687867863,0,0,0,-0.94887129119584,0,-0.476411503727667,0,-0.0727494379116818,-0.0274720790626098,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0389393682289904,0,0,0,-0.00455679180068361,0,0,0,0.0367555235084,0,0,0,0,0,0,0,0,0,0.263134974566444,0,0,0,0.0216749553574943,0.052053476474951,0,0,0.0450613825374618,0,0,0,0,0,0,0,0,0,0,0,0.100296889229741,0,0,0,0,0,0.0781521031403796,-0.0901688040019242,0,0,0,-0.00934371427577073,0,0
X601898.SH,0,0,0.343319980399849,0,0,0,0,0,-0.00670146530768494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211557340659024,0,0,0,0,0,0,0.155428651397608,0,0,0,0,0,0,0,0,0,0,0,0,0.179205024968454,0,0,0,0,0,0.100735225692297,0,0,-0.025662366879687,0,0,0,-0.00570374986492325,0,0
X601600.SH,0,0,0,0,0,0,0.0536701141077946,0,-0.0465066912889589,0,0,0,0,0,0.157737150120332,0,0,0,0,0.227507923383393,0,0,0.102202128411681,0,0,0,0,0,0,0,0.268388870266804,0,0,0,0,0,0,0,0.0324945222175058,0,0,0,0,0,0,0.0550710459115437,0,0,0,0,0,0,-0.0370743841620106,0,0,0,-0.0177726836489794,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527186010237197,0.0740095195697266,0,0,0,-0.00172413601712135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103506577931706,0.0776363953429167,0,0,-0.0364142926617884,0,0.109116499409085,0,0,0,0,0,0,0.0061281595829192,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.121566711298384,0.184671493263431,0,0,0,0,0,0,0,0,0,0,0.263735172480939,0,0,0.154058818377602,0,0,0,0,0,0.188326166104228,0,0,0,0,0.00655304470045222,0,0,0,-0.117042705954765,0,0,0,0,0,0,0,0,0,0,0.129650611871549,0,0,0,0,0,-0.0660125966999826,0,0,0,-0.000174958698204206,0,0
X600188.SH,0,0,0.36661240221472,0,0,0.105930551814854,0,0.0535613530150207,0,0,0.0834200590436635,0,0,0,0.0982584292628272,0,0,0,0,0,0.0279188807503655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110895512482116,0,0,0.120040641090853,0,0.0915780885381902,0,0,0,0,0,0,-0.00785903306133282,0,0
