,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600585.SH,X600011.SH,X600188.SH,X002460.SZ,X601898.SH,X600547.SH,X601600.SH,X000792.SZ,X002466.SZ,X600886.SH,X600660.SH,X600111.SH,X600010.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600027.SH,X600176.SH,X601991.SH,X600803.SH,X600489.SH,X000807.SZ,X000983.SZ,X601699.SH,X000786.SZ,X000932.SZ,X600160.SH,X002080.SZ,X600219.SH,X000629.SZ,X000539.SZ,X300037.SZ,X000408.SZ,X600995.SH,X600688.SH,X000933.SZ,X000630.SZ,X000723.SZ,X600157.SH,X002409.SZ,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.934777296065051,0,0,-0.117376945330924,0,0,0,0,0,0.061643036207369,0,0,0.00169451973101103,0,0,0,0,0,0,0,0,0,0,0,0.0298199618134028,0,0,0,0.0651517955170252,8.67361737988404e-19,0,0,0,0,0.285587037414253,0,0,0,0,0,0,0,0,0,0,0.0195860442147456,0,0,0,0,-4.2351647362715e-22,-0.0134444888424134,0.37966706406739,0,0,0,0,0
X600028.SH,0.666446053290878,0,0,0,0,0.178227006713947,0.00181965513242671,0,0,0.148151560778445,0,0,0,0,0,0,0,0,0,-0.0186123595131676,-0.106213254442409,0,0,0,0,0,0,0,0,0,0,0,0,-0.00255724537992855,0,0,0,0,0,0,-0.0323582360741942,0,-0.112150908039064,0,0,0,0,0,-0.0244894527063274,-0.0302978045315311,-0.0858365659336929,0.0192527787558039,0.0238442335783318,0,0,0,0,0,0
X601088.SH,0.0184628336414501,0,0,0,0,0,0,0.349064012423577,0,0,0,0,0,0,0,0,0.0876903959623303,0,0,0.022912799766132,0,0,0,0,0,0,0.0675721554419929,0,0,0,0.141107066681488,0,0,0,0,-6.91695047354431e-05,0,0,0,-0.0619376377991634,0,-0.0311079179799501,0,0,0,0,0,0,0.0764961497971518,0,0,0,0.0163657008906304,0,0,0,0,0,0
X600309.SH,-0.0464706879311913,0,0,0,0,0.00919991983585927,0,0.0158175605593,0,0,0,0,0,0,0,0,-0.0437051199948789,0,0,0,0,0,0.120908882052872,0,0,-0.0482635452804255,0,0,0,0,0,0,0,0,0,0,0.288496717926242,0,0,0,0.0322161888690129,0,0,0,0,0,0,0,0,0,0,0,-0.00163403185114293,0,0,0,0,0,0
X600019.SH,0,0.0205002208401758,0,0,0,0.0504678035413275,0,0,0,0.000832160442707926,0,0.077756411910663,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.000472398194594382,0,0,0,0.130761193186417,0,0.117357587783903,0,0,0,0,0,0,0,-0.0803301388495074,0,0,0,0,0,0,0,0,0,0,0.0746207932554425,0,0,0,0,0,0,0
X600585.SH,-0.0041588161763299,0,0,0,0.394412371766695,0,0.137513788319851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137954622897421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364550054966328,0,0,0,0,-0.00750321786706524,0,-0.0435307213295688,0,0,-0.0429980616339156,-0.0186400031332691,0,0,0,0,0,0
X600011.SH,0,0,-0.134507056102119,0,0,0.211656912361813,0,-0.0612977832169885,0,0,0,0,0,0,0.268023276756712,0,0,0,0,0,0,0,0,0,0,0.308152125863851,0,0.56035186016817,0,0,0,0,0,-0.172044674868935,0,0,-0.306192394096023,0,0,-0.106037328174072,0,-0.129420025743307,0,0,0,0,0,0.143562876333195,0,0,0,0.0307370694536285,-0.0644303874399731,0,0,0,0,0,0
X600188.SH,0,0,0.34265009397306,0,0,0,0,0,0,0.161214817810474,0,0.31384208586365,0,0,-0.0806917705670571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.453430414789386,0,0,0.396426528388139,0,-0.201623137002645,0.0505887236986577,0,0,0.108962365069425,0,0,0,0,0,0,-1.38777878078145e-17,0.195844602151714,0,0,0,0,0.0810314981905349,-0.251038254779176,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49722049625345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775838897350991,0,0,0,0,0,0,0,0.193145887631491,0.0331981603887577,0,0,0,0,0,0,0.098228241822834,0.137530108480821,0.00163543148390387,0,0,0,0,0,0,0
X601898.SH,0.0342704989688708,0,0.135486422438237,0,0,0,0,0.219308162795962,0,0,-0.0242299980078634,0,0,0,0,0,0,0,0.0166490593949988,0,0,0,-0.1448406750379,0,0,0,0,0,0,0,-0.0289872408161774,0,0.336436340623995,0.111531391600933,0,0,0,0,0,-0.105526606696985,-0.144692724147632,0,0,0,0,0,0.00647434255356105,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
