,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X601991.SH,X600795.SH,X600309.SH,X600362.SH,X600660.SH,X600188.SH,X600886.SH,X601992.SH,X600027.SH,X600157.SH,X600111.SH,X600489.SH,X600339.SH,X000898.SZ,X000959.SZ,X002466.SZ,X000709.SZ,X600299.SH,X601158.SH,X000408.SZ,X000792.SZ,X000630.SZ,X600583.SH,X000883.SZ,X600352.SH,X600219.SH,X000539.SZ,X000983.SZ,X002092.SZ,X000723.SZ,X000027.SZ,X000825.SZ,X002460.SZ,X600176.SH,X600578.SH,X600098.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.231604857604625,0,0.0379337026881311,0.0556285655020032,0,0,0,0,0.0147900482945896,0,0,-0.0307730447099223,0,0,0,0.0238109699967083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0308795653918499,-0.0688634086710611,0,0,0.0308152733629588,0.107872965397764,0,-0.00563319068841503,-0.000179141911082093,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.00715373373928177,0,0,0,0.0759962993600773,0,0.265022686402378,0,0,0,0,0,0,0,0,0.00846588338233262,0,0,0,0,0.0400120039309722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359226574817456,0,-0.00981826795416994,0,0,0,0,0.0826971229623332,0,0,0.00496197995202019,0,0,0,0,0,0
X601088.SH,0,0,0,-3.46944695195361e-18,0,0.102403020503139,0,0.117409492483953,0,0,0,0,0,0,0,0,0,0.0391522886168103,0,0,0,0,0,0,0,0.119207039728892,0,0,0.0737540613117426,0,0,0,0,0,0,0,0,0,0,0.0992719246860233,0,0,0,0,0,0,0,0,0,0,0,0.000400811081933243,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0718514429131082,0,0,0,-0.133847407158558,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146164030484738,0.256659995860726,0,0,0,0,0,0,0,-0.0847464239000392,0,0,0,0,0,0,0,0,0,0,-0.015979223705379,0,0,0.00486352711551646,-0.0587244968683825,0.236034768248259,0.03074408428795,-0.0217173759689225,0.390726951590895,0,0,0,0,0
X600585.SH,0,0,0.0452091060288713,0,0,0,0,0,0,0.330186206880408,0,0,0,0,0.0714359873125898,0.0110379071022168,0,0.162838995809415,0,0.198437316493418,0,0,0,0,0,0,-0.191005755529683,0,0,0,0,-0.289333294728703,0,0,0,0,0,0,0,0,0,-0.130379018780693,0,0,0,0,0,0,0,0,0,-0.0010534839156823,0,0,0,0,0,0
X600011.SH,0,0,0.0673900461784736,0,0.0228098575615969,0,0,0,0,0,0,-0.264061581948401,0,0,0.0831476341875597,0,0,0,0,0,0.18140802099481,0,0,-0.00481542953975059,0,0,0,0,0,0,0,0,0,0,0,0,0.0724974418831965,0,0,0,0,0.0540336541750846,0,0,-0.00197923058458004,0,0,0,0,0,0.0544553556014483,-0.0231017989682433,0,0,0,0.0206811600454202,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0305846883781389,0,0,0.101808271074179,0,0,0,0,0,0,0,0,0,0,0,0,0.219396248624824,0,0,0,0,0,0,0,0,0,0,0,0.0198731951984233,0,0.0268670294827982,0.114191306837261,0,0,0,0,0,0,0,0,0,-0.00433152769980457,-0.00653701851747131,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.00414281420535721,0,0,0,0,0,0,0,0,0.0358970694505915,0,0,0,0,0,0,0,0,0.00101437756657704,0.342744592984423,0,0,0,0,0.267650042523499,0,0,0,-0.0135768016424747,0,0.0389500002363439,0,0,0,0,-0.0045788953925724,-0.00290765543001086,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.00424899674641431,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.102610093890199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365387463837158,0,0,0,0,0,0,0.0987506763191203,-0.0106575280352768,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.050758323103042,0,0,0,0,0,0,0,0,0,0,0.15038669442568,0,0.0981265035838727,0,0,0,0,0,0,-0.0336520928330332,0,0,0.0272959210149462,0,0,0,0,0,0,0,0,0,0.39564602421262,0,0,0.0509257743804068,-1.0842021724855e-19,0,-0.0832716937016196,-0.017886343381259,0.111814527239855,0,0,0,0,0.00189695027720178,-0.00721137324945865,0,0,0,0,0,0
