,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X600886.SH,X601600.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X600176.SH,X000898.SZ,X601992.SH,X002466.SZ,X600516.SH,X000709.SZ,X600111.SH,X600352.SH,X002460.SZ,X600299.SH,X000786.SZ,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600801.SH,X000825.SZ,X600219.SH,X000553.SZ,X000883.SZ,X600583.SH,X002110.SZ,X002271.SZ,X002470.SZ,X600157.SH,X600021.SH,X600612.SH,X000408.SZ,X601699.SH,X600339.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.112930813529833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153587804633226,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0239743268533665,-0.0379008853706243,0,0,0,0,0,0,0,0,0,0,0,0.0154607690889383,0,-8.67361737988404e-19,0,0.103074524707209,0.274069868546773,0,0.00124542249434345,-0.0042131200108111,0.00828456760140353,0,0,0,-0.00398419738047242,0,0
X600028.SH,0,0,0,0,0,-0.0144783829232104,0,0,0,0,0,0,0,-0.0599502144320818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121386797342313,0,0,0,0,0,0,0,0,0,0.0991396041492261,0,-0.125521229075002,0,0,0,0,0.565866107463651,0,0,0.031535450377265,0.0608650987797457,0,0,0,0,-0.077544519458841,0
X601088.SH,0,0,0,0,0,0.0751356040076811,-0.0147548580326964,0,0,0,0,0,0.271305278518952,0,0,0,0,0,-0.0672738629705759,0.134889383389655,0,0.0714672305050402,0.00552164827404259,-0.0536469035268786,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00869862958729674,0,0,0,0,-0.035175438552019,0,0,-0.193589337020954,0,0,0,0,0.0186122710977578,-0.00297608287805422,0.0412560822532154,-0.154953125848936,0,0,0.102825511873516,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294261163495892,0,0,0,0,0,0,0,0,-0.0398575891963178,0.0504915778767267,0,0.453485548944384,0,0,0,0,0,0.104413589570153,0,-0.0262278084227388,0,0,0,0,0,0,0,0,-0.0206298721806533,0.0419124278845218,0,0,0,0.0537695882022,-0.105741757060955,0
X600019.SH,0,0,0,0,0,0.00827179226403246,-0.0109458459648832,0,-0.0239517121548596,0,0,0,0,0,0,0,0,0,0,0.0591662970407902,0.250645998524496,0.00432039935397265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33553126286453e-06,0.263247128301408,0,0,0.00959398074343165,0.0843264681885536,0,0,0,0,0,0,0,0.0222771911448811,0,0,0,0.0103757407695256,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160180439997118,0,0,0,0,0,0,0,0,0,0.52964947861601,0,0.196194882620783,0,0,0.289152300073494,0,0,0,0.00261720223650455,0,0.0360161923111015,0.0326476419552526,0,0,0,0.0287530152602333,0,0,0.00327818391495903,0.00237056464287691,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450676740954706,0,0,0.613106010018404,0,0,0.012920999527451,0,-0.202771111362682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454241356023302,0.0250223582900625,0.0480134654287353,0,0,0,0,-0.102296417076597,0,0,-0.00410130522668369,0,0,0,0,-0.0303270255358099,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477707846838847,0,0,0.111325360397877,-0.166191951811182,0.0958700516985384,0,0,0,0,0,0,0,0,0,0,0.0568847347427204,0,0.00364141355237493,0,0,0,0.0422354002276295,0.150286057028716,0,0,0,0,0,0,0.191640787008528,0,0,0,0.0066735166218467,0,0,0,0.0048719268503178,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0884283413363209,0,0,0,0,0.0102267706761108,0,6.93889390390723e-18,0,0,0,0,0.582088265246999,0.165018554470641,0,0,0,0,0,0.0571901718761237,0,0,0,0,0,0,0.12483258473108,0.0818554620975748,0,0,0,0,0,0,-0.00912177605599121,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104553881224979,0,0,0,0,0,0.113557398979856,0,0,-6.93889390390723e-18,-1.38777878078145e-17,0,0.0940315128400054,0,0,0,0,0,0.0264128764632969,0,0,0,0,0,0,0,0.0732442186559329,0,0.00577410893273983,0,0,0,0,0,0,0.0665888276821678,0,0,-0.00553279119979838,0.0302558360033024,0,0,0,0.0451618394430629,0,0
X600660.SH,0,0.121564021986924,0,0,0,0,0.0283041148461107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248280420445361,0,-0.0419774285688332,0,0,0,0,0,0.0286011477686181,0,0,0,0.322571926094841,0,0,0,0,-0.00999578915469241,0,0,0,0,0.0221901194392842,-0.0581185806728553,0,0,0,0.00645338472352387,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029487146274549,0.0104165417501828,0,0,0.0915556422440392,0,0,0.0597806149757024,0,0,0,0.104195102779215,0,0,0,0,0,0,0,0,0,0,0,-0.0551133590513083,0,0.014607952869269,0,0,0,0,0.0563005208647401,0,0,-0.00885393017549355,0.00530457191860274,0,0,0,-0.00249042556075554,0,0
