,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X000708.SZ,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X002271.SZ,X000786.SZ,X600516.SH,X600489.SH,X002353.SZ,X600176.SH,X600299.SH,X000898.SZ,X002466.SZ,X002460.SZ,X601158.SH,X600612.SH,X000709.SZ,X600426.SH,X000883.SZ,X600219.SH,X600583.SH,X000629.SZ,X000027.SZ,X600315.SH,X000792.SZ,X000630.SZ,X000553.SZ,X600985.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00863866706736228,0,-0.0212773789406927,0,0.0628030040598041,0,0,0.0550893543179754,0,0.076922244179787,0,0.0442840570752533,0,-0.00376283041333102,0,0,0,0,0.0596017010031666,0,0,0,0,0,0,-0.0463138339978266,0,0,0,0,0,-0.0208165007563789,-0.00346008655406819,0,0,0,0.0104698224847259,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203011165090213,0,0,0,0.128327140443234,0,0,0,0,0,0.116556814331815,0,0,0,-0.00371682849040158,0,0,0,0,0,0,0,-0.00756561496888458,0,0.0855938323429627,0,0,0.0175865186926582,0,0,-0.0152076249831912,-0.0148620838880261,0,0,0,0,0,-0.0129110033128079,0.0318370616981768,0,0,0,0,0,0
X601088.SH,0,0,0,0.264611317958996,0,0.258186716886365,-0.00583582145788077,0,0,0,0,0,0,0,0.0964072128931945,0,0,0,0,0,0,0,-0.0647074782473974,0,0.0190769194717899,0,0.14595886935529,0,0,-0.0862444588911864,0,0.0204742190761626,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801079251118973,0,0,0,0,0,-0.00526319077766207,0,0,0,0,0.0125914830562763,0,0
X600585.SH,0,0,0,0,0,0,-0.0646842783129339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636490610619202,0,-0.019834217110492,0,-0.0217132756440132,0,-0.0569033057390734,0,0,0,0,0,0,0,-0.104275612284594,0,0,0,-0.0580356368826833,0,0,0,0,0,0,-0.0438607249568144,0,0,0,0,0,-0.0140544480111097,-0.00568926768643842,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,-0.0210263442564527,0,0,0,0,0,0.0972126061098672,0.115828471454314,0,0,0,0,0,0,0,0,0,0,0.0365419036945419,0,0,0.027838362267777,-0.0769804103505794,0,0,0,0.0614291188682558,0.118825536564336,0,0,-0.00728828808102131,0,0.0278899903059162,0,0,0,0,0,0,0,0,0,0.00908304772675662,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.209665372763313,0,0,0,0,0,0,0,0,0,0,0.00715671327313399,0,0,0,0,0,0,0,0,0,0,0.0195799808825538,0,0.0936169628258675,0,0.0174045475867837,-0.0124321825675598,0,0,0,0,0,0,0,0,0,0,0,0.120588139913548,0.0882017160552398,0,0,0,0,0,0.0367608241237401,0,0,-0.00827436893479163,0,0,0,0,-0.0218234549663621,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0449245099211379,-0.0611643700543456,0,0.0838959369133146,-0.360900703542517,0,0,0.0832476862456007,0,0,0,0,0,-4.33680868994202e-19,0,0,0,1.10310911444273,0.0929315207380041,0,0,0,-0.0277733400392506,0,0,0,0,0,0,0,0,0,0,0,0.108139215026086,0,0,0,0,0,0,-0.0116023165392743,0,0,0,0.0435426457359985,0,0
X600011.SH,0,0,0,0,0.0445681412784567,0,-0.0731604802137405,0,0,0,0,0,0,0,0.00922212457796591,0,0,0,0,0,0.208126363849789,0,0,0.229263087121719,0,0.000118380357018992,0,0.0237401200042503,0,0.0303259915865029,0,0,0,0.0317374744449428,0,0,-0.123321681730862,0,0,0,0,0.0737073473226292,0,0,0.0724237763774707,0,0,0,0,0,0,0.0170416680396812,0,0.0282304342735526,0,0,0.0110628216082008,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527838172731992,0,0,0,0,0.0987561972397974,0,0,0.00422060076006591,0.00156583204176951,0,0,0.0723779636440174,0,0.00607038599518436,0.0371805592203532,0,0,0,0,0,0,0,0,0.108985291126122,0,0.0121202038616261,0,0,0.238309874820183,0,0,0.00827805373740015,0.00309133177217802,0,0,0,-0.0143090008969187,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220489719201624,0,0,0,0,0,0,-0.144591589686824,0,0,0,0.00503903813273191,0,0,0,0,0,0,0.233921973968742,0,0,0.019147777506401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695447071145145,0.146209286638593,0,-0.0141850052716669,0,0,0,0,0.0335328281225279,0,0
