,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X000723.SZ,X601600.SH,X600352.SH,X601898.SH,X600660.SH,X600547.SH,X601991.SH,X600688.SH,X600188.SH,X600886.SH,X600362.SH,X600795.SH,X600516.SH,X601992.SH,X600027.SH,X600801.SH,X600111.SH,X000898.SZ,X600176.SH,X002466.SZ,X600299.SH,X002460.SZ,X000709.SZ,X000990.SZ,X000786.SZ,X600219.SH,X000629.SZ,X002110.SZ,X600808.SH,X002271.SZ,X000553.SZ,X601158.SH,X600489.SH,X000825.SZ,X000883.SZ,X600157.SH,X000630.SZ,X600985.SH,X600583.SH,X600339.SH,X600426.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0197175462442267,0,0,0,0,0,0,0,0,0,0,0,0,0.164189267750846,0,0.00776424367584783,0,0,0,0.0228430234363767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120877903741479,0,0,0,0.00299185841901811,0,-0.000109775664599327,-0.0189107518077296,0,0,0,0,0,0
X600028.SH,0,0,0.154547766715382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992802252439316,0,0,0,0,0,0,0,0,0,0,0,0,0.00912036405740029,0,0,0,0,0,0.00193780890701404,0,0,0,0,0,0.0116160213590826,0,0,0,0.0419943273819933,0.117165437700825,0.00659812912301244,0,0.00292135304136581,-0.0251851301686463,0,0,0,0.0107032676720957,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,-0.132816050329883,0,0,0,0,0,0,0,0,0,0,0,0,0.208295962851815,0.0233999562364317,0,0,0,0,0,0,0,0.0143326294991825,0,0,0,0,0,0,0,0,0,0,0.0847610016009564,0,0,0,0,0.17878832882671,0,0,0,-0.0504951958163858,0,0,0,-0.00423361939710519,0,0
X600585.SH,0,0,0,0,0,0.0886107401163536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484530795407635,0,0,0,0,-7.50406218977364e-05,0,0,-0.009936821041071,0,0,0,0.0601160671325712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154570859568837,0,0,0,0,-0.000363886717449904,0,0
X600019.SH,0,0,0,0,0,0.0818315545970823,0,0,0,0.11899402757046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873397685903256,0.120692414040645,0,0.0348309994076888,0,0,0,0,0,0.0690512684731732,0,0,0.0399598024721864,0,0,0,0,0,0,0,0.0455089934241321,0,0,0,0,0,0,0,0,-0.00850317266574092,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0515706298192579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341172549661019,0.106845527171554,-0.139030029470474,0,0.116565925613296,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0643020199596216,0.447339881271869,0,0,0,0.0325262438178866,0,0,0,0.0139952662051627,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.079019222083029,0,0,0,0,0,0,0,0,0,0,0.452871715677404,-0.0564811035800835,0,0.434295552341649,0,0,0,0,0,0.0363833723257081,-0.0254677300480545,0,0,0.00768062321209536,0,0,0,0,0,0.0342554106023344,0,0,0,0,0,0,0.0221491774901356,0,0,0,-0.0586675493662229,0,0.00859216457039196,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0361770728869626,0,0,0,0,0,0,0,0.0759803968491997,0,0,0,0,0,0.209688847202108,0,0,0,0,0,0,-0.0246251755870748,0,0.318843039808086,0.00937787432846961,0,0,0,0,0,0,0.128415381749545,0,0.0839482232349331,0,0,0,0,0,0.0364173668684806,0,-0.0153419845925286,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0,0.420570534032498,0,0,0,0,0,0,-0.0415012458192313,0,0,-0.10264769774308,0,-0.0950211807167819,0,0,0,0,0,0,0.686039059570094,0,0,0,0,0,0,0,0.281932340021031,0,0,0,0,0,0,0,0.0490543217222495,0,0,0,0,0,0.11115074988858,0,0,0.241779465135306,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.00824330002996713,0,0,0,0,0,0,0,0,0,0.182963801640089,0,0,0,0,0,0.0929132289850396,0,0,0.0616597629912683,0,0.0168185756017776,0,0,0,0.245994955296446,0.00036598949423336,0,0,0,0.11747855148602,0,0,0,0,0,0,0,0,0,0.146310464197584,0.0485330502823639,0,-0.0157099780287252,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.000467378075073473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327090377897146,0,0,0,0,0,0,0,0,0.213877128709723,0,0,0,0,0,0.0891260785911767,0,0,0,0,0,0.0259411669504351,0,0,0,0,0.0489603375043248,0,-1.73472347597681e-18,0.0205303199044942,0,0,0,-0.272284209720055,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18826153617553,0,0.231152151472848,0,0,0,0,0,0.0587690191536261,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198075828025128,0,0.0461091625371369,0,0,0,0.0434784695761119,0,-0.00388752411623416,0,0,0,0,-0.0146367802278636,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.0492570997501572,0,0,0,0,0,0,0,0,0,0.0769102118953497,0,-0.0575657092874373,0,0,0,0,0,0.0249941633519163,0.0853416188948506,0,0,0,0.0315493290947657,0.220998713064792,0,0,0,0,0,0,0,0,0,0,0,0,-0.050390863136276,0,0,0,0,0,-0.00489671511501707,0.0175357378296969,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073379536504283,0,0,0,0.143806687243306,0,0,0,0,0,0,-0.00379344941035769,0,0,0,0,0.72851966563804,0,0,0,0,-0.0223431828929271,0,-0.0228597847415724,0,0,0,-0.0170947668546183,0.0236377546073137,0,0,0,-0.00122090865550361,0,0
X601991.SH,0,0,0,0,0,0,0,0.0269997649758957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00760030042944178,0,0.116556860076942,0,0,0,0,0,0,0,0,0.0914898090202984,0,0,0,0,0.0809510058058805,0,0,0.013973008725595,0,0.0568361476639602,0.0185599181172882,0,0,0,0,0.134939324030819,0,0,-0.0207207862566458,0,0,0,-0.00481397030971716,0,0
X600688.SH,0,0,0.0639351423795799,0,0,0,0.0386727016767453,0,0,0,0,0,0,0,0,0,0,0,0.130276135829203,0,0,0,0.106727144738254,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.00736596475411669,0,0,0,0,0,0.039695281911911,0,1.73472347597681e-18,0,0,0.106911584405586,0.036893276901759,0,0.00212668835002288,-0.00964616526063351,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.173408193541675,0.0229602072986086,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0320741076455278,0,0,0,0.0840037970984501,0,0,0,0,0,0,0,0.144154023983911,0,0,0,0,0,0,0,0,0,0,0.0471961464408161,0,0,0,0,0.0376366813331597,0,0,-0.0104411486365988,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0385754853586796,0,0,0,0.0315157751741689,0,0,0,0.101340201550882,0.113316405264203,0.0804002139346897,0,0,0,0,0,0,0,-0.036891936164282,0.0139412624840889,0,0.0207424893787981,0,0,0,0,0,0,-0.0881214710696764,0,0,0,0,0,0,0.0510026563772451,0,0,0,0.000745800180859847,0,-0.00140476556847039,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.189917091868756,0,0.0888464068707597,-0.000473483973915148,0,0,0,0,0,0,0,0,0,0,0.0125081003043616,0,0,0.150256778926052,0,0,0.0581461581999066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129517907836081,0,0,0,0.116480061815701,0,0.115148197749867,0,-0.0274100992906819,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.401008388017631,0.0794202326738665,0.0559816606625767,0,0,0,0,0,0,0,0,0.0548007843982292,0,0,0,0,0,0,0,0,0,0,0,0.0507392104297396,0,0.056832216937689,0,0,0,0,0,0,0,0,0,0,0,0.112072068368869,0,0,0,0,0,0,0,0.0135189312495295,-0.00236911119739471,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0.108994719801582,0,0,0,0,0,0,0,0,0,0,0,0,0.0394096799875914,0.0851236080039775,0,0.137613956056705,0,0,0.252716556489815,0,0,0,0,0,0.13722805165809,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.104624394100929,0,0,0.072580516780118,0,0,0,-0.0680347490212772,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562099986766608,0,0,0,0,0,0.0736824072557657,0,0,0,0.0913699722418421,0,0,0,0,0,0,0,0,0,0,0,0,0.2551026849705,0,-0.0638682255652126,0,0,0.171418796655673,0,0,0.184296986181975,0,0.00533183852790739,0,0,0,0,-0.00673078005949132,0,0
X600027.SH,0,0,0,0,0,-0.130504049537089,0.399420541222546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699854981298899,0,0,0.0691535326802331,0,0,0,0,0.0277848120279319,-0.0479105607661906,0.0885010995901593,0,0,0,0,0,0,0,0,0,0,0,0.220241575654665,0,0,-0.0505682884730718,0,0,-0.0357431734629348,-0.0580996870142138,0,-0.00059413887824114,-0.0200275943707449,0.0380392269272656,0,0,0.0539678109027587,0,0
X600801.SH,0,0,0,0.382206622448932,0,0,0,0,0,0,0,0,0,0,0,0,0.0111935030826889,0,0,0,0.0475139157903992,0,0,0,0,0,0,0,0,0,0,0.037890272196956,0,0,0,0,0,4.33680868994202e-19,0.102677293639985,0,0,0,0,0,0,0.0280996441246299,0,0,0.268191445626257,0,0,0,0,0,0,0,-0.02537009454711,0,0
X600111.SH,0,0,0,0,0,0,0,0.2122972142902,0,0,0,0,0,0.0476693846825866,0,0,0,0,0.284384956828517,0,0.155874056784678,0,0,-0.0102030316871997,0,0,0,0,-0.0510805495717879,0.327890214225584,0,-0.0702728749226789,0,0,0,-0.0229513772769529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013166790832233,0.0204422154866715,0,0,0,0,0,0
X000898.SZ,0,0,0.0531677286566444,0,0,0.0645142042551151,0,0,0.04181210836193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139665164344431,0,0.0966335340137757,0,0,0,0,0,0,0,0.18974202401723,0,0,0,0,0,0.0662686562003261,0,0,0,0,0,0,0,0.00308517273728563,0,0,0,0,-0.0121996777274595,0,0
X600176.SH,0,0,0.0196876462165807,0,0,0.146319084285067,0,0,0.049012736102711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111848254105163,0.140484182711851,0,-0.0431399706367892,0.210353628127187,0,0,0,0,0,0.0812951669758928,0,0,0,0,0,0,-0.013775969082245,0,0,0.0333456845681874,0,0,-0.00907170524230002,0.0168344970129296,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.058466035636648,0.0319345713741516,0.02007340778309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655601147219867,0,-0.0267380250506732,0.0106348501475262,0,0,0,0,0.0635030942801393,0,0,0.0458775242145346,0,0,0,0,0,0,0,0,0.042475430882771,-0.0885211655211076,-0.00122910102286261,0.00382508799503132,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0.251185042206242,0,0,0,0,0,0.312757995733449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105105952682036,0,0,-0.140893616761468,0,0,0,0.115004583926801,0,0,0,0,0.0724331272159686,0.0297248058794271,-0.000487516256010573,0,0,0,-0.0356489014746224,0,-0.0197269439091037,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315346978247024,0.693627319241327,0,0,0,-0.0208613421136914,0.0512295143180928,0,0.301114071298912,0,0,0,0,0,0.10253373956948,0,0,0.00786834496232043,0,0,0,0,0,0.0565212986994922,0,0.0449633172654642,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0.00303616749946626,0,0,0,0,0,0,0,0,0,0.128947435872318,0,0.0848214855355499,0,0,0,0.128826813764963,0,0,0,0,0,0,0,0,0.0187790579529856,0.0318696938158776,0.0397641418741374,0,0,0,0,0,0,0,0.0120372263889665,0,0,0,0,0,0,0,-0.0363360651000993,-0.0119987004283872,0,0,0,0,0,0
X000990.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.1228178158146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402311885396748,0,0,0,0,0,0.369526913479946,0,0.100544404670541,0,0,0,0,0,-0.133622971401646,0,0,0,0.537745481769634,0,0,-0.0384616848876197,0.0549328574280166,-8.67361737988404e-19,0,0,0,-0.228267097406116,0,0
X000786.SZ,0,0,0,0,0,0.422818876615692,0,0,-3.46944695195361e-18,0,3.46944695195361e-18,0,0.336672163039623,0,0,0,0,0,0,0,0.137000704849053,0,0,0,0,0,0,0,0,0,0,-0.102361586414112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023781377044905,0,0,0,-0.00888760301598352,0,0,-0.183331301448657,0,-0.0498780400486159,0,0
X600219.SH,0,0,0,0,0,0,0,0.150131005329572,0.0137196095269922,0.257032018431912,0,0,0,0,0,0,0,0,0.28316948248776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755554399685105,0,0.034466967861521,0,0,0,0,0,-0.000658983079208111,0,0,0,0,0,0,0
X000629.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20174622034449,0,0,0,0,0,0,0,0,0.0384558968904233,0,0,0,0,0,0.0457221499247906,0,0,0,0,0.0749668179588543,0,0,0.103668794115381,0,0.0246323411075503,0,0,0.0780472283659,0.203100949426666,0,-1.0842021724855e-19,-0.0210738088114471,0,0,0,0.0278863395117325,0,0
