,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601600.SH,X601898.SH,X600688.SH,X600362.SH,X600188.SH,X600795.SH,X600111.SH,X002466.SZ,X601992.SH,X601991.SH,X600547.SH,X000709.SZ,X600660.SH,X600886.SH,X300072.SZ,X600516.SH,X002460.SZ,X600157.SH,X000898.SZ,X600027.SH,X000959.SZ,X600339.SH,X600489.SH,X002092.SZ,X600352.SH,X600808.SH,X601158.SH,X000983.SZ,X000630.SZ,X600219.SH,X600549.SH,X000883.SZ,X000792.SZ,X002271.SZ,X600176.SH,X000723.SZ,X600299.SH,X600578.SH,X000408.SZ,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0866144673895735,0,0,0,0,0,0,0,-0.0469733960545528,0.0988643844677118,0,0,0.0692158557798998,0,0.0109863315706318,0,0,0,0,0.0191603253067338,0,-0.00259208516852523,0,-0.0613484406170235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129463408268395,-0.01240023613468,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.203842868337295,0,0,0.0300172046274933,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0827819828801618,0,-0.0892386530113527,0,0,0,0,0,0,0,0,-0.12275616953175,0,-0.0357390718428649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0307142110234446,0,0,0,0.0588638083335112,0,0.00364405765045967,0,-0.0317453215665737,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203719137038025,0,0,0,0,0.00651824665765548,0.0158437952275157,0,0,0,0,0,0,0,0,0,0,0.0177027919711059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00732470383829963,-0.0170138442380199,0,0,0,0.0352147862700586,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.127702132111492,0,0,0,0,0,0,0,0,0,0,0.0722626292322326,0,0,0,0,0,0,0,0,0.0134130713807999,0,0,0,0.304367918320973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070617786015566,0,-0.0179408056888152,0.0180108695459342,0,0,0,0,0,0
X600585.SH,0,0.0947987614282157,0,0.340538234322371,0,0,0,0.122807949327555,0,0,0,0.068625376496549,0,0,0,0,0,-0.00985006312241833,0,-0.00019718445503224,0.232702845276553,0.113626670224492,0,1.35525271560688e-20,0.0263885478800624,0,0,0,0,0,0,0,0.0959907640941099,0.0638480572556833,0,0,0,0,-0.0791742219895608,0,0,0.00769647667645869,0,0,0,0,0,0,0,0,0.0164174946758144,-0.0472952461326165,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.142818876322157,0,0,0,0,0,0.111668831578629,0,0.0368167184901244,0,0,0.143356982471796,0,0,0,0,0,0,0,0,0,0,0,0.00940946530787037,0,0,0,0.0175065852557692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00513257490194239,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.241515865628045,0,0,0,0,0,0,0,0,0,0,0,0,0.4269589955401,0.0626504371642191,0,0,0,-0.0563648079836459,0,0.0184470049863541,0,0,0.0307261657749057,0,0.110708415004142,0,0,0,-0.0632127609808013,0,0,0,0,0,0,0,0,0.157375928455997,0,0,0.166462979271171,-0.131241802140033,0,0,0,0.0258393473011678,-0.0491045666791116,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.29698764963754,0,0,0,0,0,0,0,0.194200521156638,0,0.149352817546883,0,0.0148505332974701,0,0,0,0,0,0,0.00779998082682855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940069188062216,0,-0.0141689883014073,-0.0302219506243593,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123970090276635,0.0503403417089589,0,-0.115529657348528,0.0137030987903996,0,0,0,0.242887687534812,0,0.0185930803139271,0,0,0,0.0382202509620149,0,0.103419634646568,0,0,0.102509431698995,0,0,0,0,0,0,0,0,0,0.287073220189602,0,-0.0128826245855647,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0345996373991399,0,0,0,0,0.0107070854174756,0,0,0,0.109074234810718,0,0,0,0.0409141950405978,0,0,0,0,0,0,0,0,0,0.43103252051003,0,0,0,0,0,0,0.0353173472691844,0,0.132510610788645,0,0,0,0,0,0,0,0,0,0.0506013057436007,0,0,0,0,0.00658971768041795,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0681265172909125,0,0,0,0,0,0,0,-0.0340821897363054,0,0,0,0,0,-0.0625089438949671,0,0,0,0,-0.0424788231539583,-0.0395237336789506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771858949430255,0.0321835048543612,0,0,0,0,0,0,0,-0.0096306652846426,-0.0376383404807618,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.366210620662696,0,0,0.042950023128576,0,0.0607162114182359,0,0,0,0,0,0.0276678658883091,0,0.0284533598464461,0,0.0231977352418966,0,0,0,0,0,0,0,0,0,0,0.0540620803663727,0,0,0,0,0,0,0,0,0,0,0,0.0369638121106313,0.12914663232937,0,-0.0110340208874257,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0859750863161398,0,0,0,0,0,0,0,0,0.268447440331491,0,0,0.110181684920699,0,0,0,0,0,0,0,0,0,-0.214408937169822,0,0,0,0,0,0.386519856226047,0,0,0,0,0,0,0,0,0,0,0,0,0.267087837698154,0,-0.0191911607981426,0,0,0,0,0.128694883874173,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796581455661962,0.0415289879701186,0,0,0,0,0,0,0,0.0582508523415253,0.0891773171833922,-0.00913503154767202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0086168873329225,0,0,-0.0207965376527005,-0.0102724138174931,-0.00430938410600537,-0.0575080803053158,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.3403914380802,0,0,0,0,0,0,0,0,0,0,0.00732029833361893,0,0,0,0,0,0.153919078173719,0.100269479647769,0.0992831856541218,0,0,0,0,0,0.154827671342081,0,0,0,0,0,0,0,0.238931021324441,0,0,0,0,0,0,0,0,0.00928719878827174,0,0,-0.00938392959826879,0.032665292945196,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272933686283666,0,0,0,0,0.0737952906260366,0,0,0,0,0,0,0.586162362230756,0,0,0,0,-0.0355697661778595,0,-0.0985628797813849,0,0,0,0.147664342218499,0,0,0,0,0.115931390991104,0,0,0,0,-0.0748729629354132,-0.209439728606258,0.161737908759554,0,0.0496155107002925,-0.00989091507668314,-0.0206132368752106,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0811277138303675,0,-0.192850791576496,0,0,0,0,0.505702560704682,0,0,0,-0.0455696725144617,0,0,0,0,0.19494739592147,0,0.548736480955695,0,0,0,0,0,0,0,0,0,-0.00936858344389943,0,0.0551094298374387,0,0,0.023128751201714,0,0,0,0,-0.0261312104906828,-0.00980492901927359,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0290101927907557,0,0,0,0,0,0,0,0,0,0,0,0.0154908356514442,0.0986772884605262,-0.01130379532176,0,0,-1.73472347597681e-18,0.00534149550107394,0,0,0,0.166252283791757,-0.0848497769852983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135094302822618,0,0,0,0.0192444882376466,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.351488034955131,0,0,0,0,0,0,0.611418719936081,0,0.0185356611155857,0,0,0,1.73472347597681e-18,0,0,0.0845874461290898,0,0.0600474967980447,0,0,0,0,0,0,0,0,-0.0309612273539491,0,0,0,0,0,0,0,0,0,0,0,0,-0.153411146714771,0,0,0,-0.0637077977834373,0.133089311032432,0,0,0,1.44714476775516,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.148243536010067,0,0,0,0.503092208461382,0,0,0,0,0,-0.000215145224361571,0,0,0,0,0,0.267021902902551,0,0,0,0,0.0671184094961101,0,0.040770755316112,0,0,0,0,0,0,0,0,0,0,-0.060291138592944,0,0,-0.122322203228972,0.0139724736736572,-0.0382557648121078,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0977862526168831,0,0,0,0,0,0,0,0,0,-0.100365741904743,0.0040079124678523,0,0,0,0,0,0,0.0263227106909329,0.0268081730933583,0,0,0,0,0,0,0,0,0,0,0,0.036474640469705,0,0,0,0,0,0.181680450771303,0.0299750955684841,0,0,0,0.157071502088878,0,0,0,0.0166758458797965,-0.0345769189773287,0,0,0,-0.208353368285912,0,0
X600886.SH,0,0,0,0,0.0429024409064499,0,0,0,0,0,0,0,0,0,0,0,-0.0111300380438493,0,0,-0.0570138971396345,0.0904149512977984,0,0.0574098070284373,-0.0175280437124876,-0.0288557256953552,0,0,0.201231188762667,0,0,0,-0.0167799703753286,0,0,0,0,0,0,0,0,0,0.140077256970944,0,0,0,0,-0.0649739821481842,0.0189651703616025,0,0,0.00489762716285804,-0.0144424088543296,-0.0506864323856564,0,0,0,0,0
X300072.SZ,0,0,0,0,0,-0.183467158210294,0,0.124641417429211,0,0,0,0,0,0,0.46227284019399,0,0,0.446694096785552,-0.290276825103976,0,0.442055490170267,0,0,0.0467267774582361,0.0580953702145642,0,0,0,-0.0226187796283588,0.0376423500332116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249181828873074,0,0,0,-0.0845741413953602,0.29243342509436,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195688708748636,0,0,0,0,0,0.214258045664805,0,0,0,0.0877352824599315,0,0,0,0,0,0,0,0,0,0,0,0.493458291711699,0,0,0,0,0,0,0,0,0,0.00783859167055154,0.052705953851934,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.152764632872646,0,0,0,0,0,0,0.0153891289503581,0.805496875103071,-0.133288678793172,0,0.177054660534533,0,-0.129941297677923,0,0.0649397253540362,0.0469746688149578,0,0,0,0,0,0.16536131508702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013510623706351,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507338418798022,0,0.132743555225613,0,0,0,0,0,-0.0561452293985311,0,0,0,0,0,0,-0.000901766881947149,0,0,0,0.0101300496235832,0,0.0361306474690721,0,0,0,0,0.0845662902963262,0,0,0.0972571156957693,0,0,0,0,0,0,-0.010962847850931,0.0303391786035159,0,0,0,0,0,0
X000898.SZ,0,0,0,0.0264255642882464,0,0,0,0,0.106220568855315,0,0,0.0632401521377799,0,0,0,0,0,0,0,0,0,0,0,0.0856720644967206,0,0,0,0,0,0.108390553261067,0,0,0,0.278224600605599,0,0,0,0,0.0125726532250629,0,0.0324472889417648,0,0,0,0,0,0,0,0,0,-0.0157206260455418,-0.00957601412410097,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.137424007010747,-0.00764655875665239,0.201559676497149,0,0.0462863632562684,0,-0.0444086142218334,0,0,0,0,0,0,0,0,0,0,0,-0.166360992297899,0,0,0,0.278170347399544,0,0,0,0,0,0,0,0,0,-0.0877341615410335,0,0,0,0,0,0,0.0256069941506426,0,0,0,0,-0.0179248868315269,-0.0339522142773528,0,0,0,-0.0372742378226232,0,0
X000959.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173344219588922,0,0.323272601473593,0.130057074461121,0,0.0115550024595823,0,0,0,0,0,0,0.119474866519945,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155942458219641,0.0220558570485013,0,0,0.131654384149546,0,0,0,0,0,-0.0133622704036116,0,0,0,0,0,0,0
X600339.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216161727902205,0.0852822729782393,0,0,0,-0.281702133187249,0,0,0,0,0,0,0,0,0,0,0,0,0.466750978224934,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.390627039678309,0,0,0,-0.00437573632947634,-0.0296610205959159,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194629411516827,0,0,0,0,0,0,0,0.0897293735648966,0,0,0,0,0,0,0,0,0.147437867836887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801714290577726,0,-0.0223221025131096,-0.0200760032116669,0,0,0,0,0,0
X002092.SZ,0,0,0,0,0,0,0,0.0613731633079795,0.102470904109434,0,0,0,0,0,-0.205984422058902,0,0.0607663764172017,0,0.0322041115444937,0,0,0,-0.0666047696107765,0.2697516355104,0.00203859029754902,0,0,0,0.0733946416578176,0.0439391004738786,0,0,0,0,0,0,0,0,0,0,0,0,0.17441619094203,0,0,0,0.185100863901192,0,0.0388652166857653,0,-0.0394399632329089,0.11737560784603,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250031447302655,0,0.188344657947993,-0.00832952100678883,0,0,0,0,0,0,0.00799844716038394,0,0,0,0,0,0,0.119206413250736,0,0,0,0,0,0,0,0,0.125850108353481,0,0,0,0,0,0,0,0,0,-0.0194850878927522,0.00433074631645026,0,0,0,0,0,0
X600808.SH,0,0,0,0.371431237459737,0,0,0,0,0,0,0,0,0.122795619753657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319247527145852,0,0,0,0,0.0795709701037234,0,0,0,0,0,0,0.0734945101963445,0.138633898016055,0,-0.0272550770534088,0.0767669942820715,0,0,0,0,0,0
X601158.SH,0,0,0,0.0542436216373492,0,0,0,0,0,0,0,0,0,0,0,0,0.0591904155254132,0,-0.0457645345775521,0.0695633258150799,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0305671432860479,0.0636383398824797,0,0,0.0855583029541189,0,0,0,0,0,0,0,0,0,0,0.00105615071765703,0,0,0,0,0,-0.0012787347050751,0.0122749747524241,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189345912439525,0,0,0,0,0,0,0,0.218609487330132,0,0,0,0,0,0.0869795342012685,0,0,0,0.250120128582924,0,0,0,0,0,0,0,-0.023364127683402,0,0,0,0,0,0,0.15095952918562,0,-0.0238740157121996,-0.0044031620472105,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045723941571174,0,0,0,0.0442231883007444,0,0,0,0,0,0.0481111841480165,0,0,0,0,0,0.138607418273176,0,0,0,0,0,0,0,0,0,0,0.0868796835827818,0.135011521661625,0,0,-0.0161506198269548,0.0144305161964343,0,0,0,0,0,0
