,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X002271.SZ,X000877.SZ,X600010.SH,X600660.SH,X600188.SH,X601600.SH,X000708.SZ,X000301.SZ,X600886.SH,X600547.SH,X601898.SH,X000408.SZ,X600362.SH,X600176.SH,X000723.SZ,X600426.SH,X000786.SZ,X601991.SH,X002080.SZ,X600795.SH,X600219.SH,X600027.SH,X600803.SH,X600399.SH,X300037.SZ,X600688.SH,X002326.SZ,X600378.SH,X300073.SZ,X600141.SH,X600516.SH,X600352.SH,X600486.SH,X600801.SH,X600157.SH,X000825.SZ,X600489.SH,X000807.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.424517751645378,0,0,0,0.0134315650299393,0.04341229913538,0,0,0,0,0,0,0.0219288102468443,0,0,0,0,0.0526602513040295,0,0,0.0448561479948521,0,0,0,0.0252631480216401,0.0190917994225114,0,0,0,0,0,0.117246863409678,0,0,0,0.0639099191965232,0,0,0,0,0.0862487699636445,0,0,0,0,0,0,0,0,0,-0.0127841026631703,0,0,0,0,-0.0564804025860032,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.041312272502789,0,0,0,0,0,0,0.0643629121260881,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0.104668875646721,0.00861396461912798,0,0.0839641629189969,0,0,0,0,0,0,0,0.0675382997397892,0.0447553210403338,0,0,0,0,0,-0.0444035347196914,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.217556366392694,0.158640099024594,0,0,0,0,0.320532335127625,0,-0.029319061301233,-0.0241678098041647,0,0,0,-0.0357522525687291,0,0,0.0664875307569288,0,0,-0.0957376526259386,0,0,0,-0.0213062769339509,0,0,0,0.105440581771891,-0.0148813241305722,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0132161885748481,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.00142577451332489,-1.73472347597681e-18,0,0.0302003088796447,0,-0.0503830895344307,0.000641649624258901,0,0.027660202134726,0.101470377493436,0.0357135143808666,0.0192832668874137,0,0,0,0,0,0,0,0,0,0,0.146019563565651,0,0.0956019067852395,0,0,0,0,0,0,0,-0.0200705802858059,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00357857286823341,0,0,0,0,-0.0254708879160846,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.115075283930198,0.0177643140159647,0,0.0934358076451787,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.236231613985302,0,0,0.0963592809550722,0,-0.0349875773174122,0,0,0.0443640354483277,0,0,0,-0.0578918512680105,-0.075228560719032,0,0,0,0,0,0,0.18851906020494,0,0,0,0,0,0,-0.012053916219619,0.0256569112935532,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.480751578622208,-0.0391286046053662,0,0,0,0.383446903862722,-0.0249068209016305,0,0,0,0,0,0,0.0457809588652656,0,0,-0.0876891930421602,0,0,0,0.0157603155085306,0,0,0,0,0,0,0,0,0,0.171832491546659,0.204219186792772,0,0,0,0,0,0,0,0,0,0,-0.0131003070189203,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.323042774108328,0,0.029920620051222,0,0,0,9.3768671974772e-05,0,0.0209480783267252,0,0,0.116157583580705,0,0,0,0.210640040931767,0,0,0.167943945642521,0,0,0,0,0,0,0,0,0,0,0,0,0.241567906727546,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0605807702798007,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.409659454159221,0.0844135605860016,0.116213330451208,0,0.251276054076551,0,0,0,0,0.211097181243243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02087930305217,0,0,0,0.0490954051701557,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.01644290437299,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0621437173226769,0,0,0,0,0.0741567976216569,0,0,0,0,0,0,0.113909742181503,0,0,0,0,0,0.0152609899002959,0,0,0,0.00504795181362291,0.0159341279642945,0,0,0,0,0,0,0.0276140153114063,0,0,0,0.128721585634819,0,0.156594708400408,0,0,0,0,-0.0148373381270628,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.605339680215713,0.472623016659909,0.0124418967087839,0,0,0,0,0,0,0,-0.00829325306633501,0,0,0,0,0,0,0.0146168771940144,0,0,-0.0724705011220789,1.73472347597681e-18,0.0188813177730192,0,0,0,0,-0.0127311438498983,0,0,0,0,0,-0.0932074571452065,0.134802691206403,0,0,0,0,0,0,0,0,0,0.125430945383158,0,0.0184233782523626,0,0,0,0,0,0,0
